1351,"SELECT (htmID / power (#, #) ) as htm_# , avg (ra) as ra, avg (dec) as [dec], count (*) as pop FROM Galaxy WHERE (#*u - #*g - #*i) < # and r < # group by (htmID /power (#, #) )"
2019-09-27 11:06:00,1
2019-09-27 14:26:00,1
2019-09-27 23:52:00,1
2019-09-28 04:39:00,1
2019-09-28 14:45:00,1
2019-09-29 03:56:00,1
2019-09-29 09:06:00,1
2019-09-29 18:45:00,1
2019-09-29 20:44:00,1
2019-09-29 21:45:00,1
2019-09-29 22:46:00,1
2019-09-30 01:42:00,1
2019-09-30 04:52:00,1
2019-09-30 07:45:00,1
2019-09-30 10:35:00,1
2019-10-01 04:47:00,1
2019-10-02 06:16:00,1
2019-10-02 09:00:00,1
2019-10-03 03:47:00,1
2019-10-03 14:33:00,1
2019-10-03 18:08:00,1
2019-10-03 20:10:00,1
2019-10-03 20:52:00,1
2019-10-03 22:18:00,1
2019-10-04 00:10:00,1
2019-10-04 03:18:00,1
2019-10-04 11:33:00,1
2019-10-04 16:41:00,1
2019-10-04 22:24:00,1
2019-10-05 03:39:00,1
2019-10-05 06:49:00,1
2019-10-05 14:08:00,1
2019-10-05 19:19:00,1
2019-10-05 22:35:00,1
2019-10-05 23:59:00,1
2019-10-06 15:31:00,4
2019-10-07 06:31:00,1
2019-10-07 07:39:00,1
2019-10-08 01:37:00,1
2019-10-08 02:52:00,1
2019-10-08 09:42:00,1
2019-10-08 16:39:00,1
2019-10-08 18:57:00,1
2019-10-08 19:45:00,1
2019-10-09 01:14:00,1
2019-10-09 10:44:00,1
2019-10-09 10:58:00,1
2019-10-09 16:28:00,1
2019-10-09 22:51:00,1
2019-10-10 05:05:00,1
2019-10-10 08:03:00,1
2019-10-10 09:40:00,1
2019-10-10 18:14:00,1
2019-10-11 02:13:00,1
2019-10-11 22:04:00,1
2019-10-12 16:56:00,1
2019-10-12 21:14:00,1
2019-10-13 01:43:00,1
2019-10-13 12:12:00,1
2019-10-14 00:30:00,1
2019-10-14 02:51:00,1
2019-10-14 02:52:00,1
2019-10-15 05:53:00,1
2019-10-16 18:40:00,1
2019-10-16 23:08:00,1
2019-10-17 05:13:00,1
2019-10-17 12:05:00,1
2019-10-17 16:54:00,1
2019-10-18 06:47:00,1
2019-10-18 23:46:00,1
2019-10-19 09:45:00,1
2019-10-19 17:30:00,1
2019-10-19 19:15:00,1
2019-10-19 20:26:00,1
2019-10-21 00:14:00,1
2019-10-21 02:33:00,1
2019-10-21 07:23:00,1
2019-10-21 09:03:00,2
2019-10-21 13:12:00,1
2019-10-21 20:20:00,1
2019-10-22 02:13:00,1
2019-10-22 03:45:00,1
2019-10-22 04:58:00,1
2019-10-22 09:59:00,1
2019-10-22 12:34:00,1
2019-10-22 19:13:00,1
2019-10-22 20:18:00,1
2019-10-22 20:57:00,1
2019-10-22 21:08:00,1
2019-10-22 21:29:00,1
2019-10-22 23:20:00,1
2019-10-23 00:17:00,1
2019-10-23 07:27:00,1
2019-10-23 14:45:00,1
2019-10-23 20:05:00,1
2019-10-23 20:07:00,1
2019-10-23 20:10:00,1
2019-10-23 20:15:00,1
2019-10-23 20:24:00,1
2019-10-23 20:41:00,1
2019-10-24 03:31:00,1
2019-10-24 09:40:00,1
2019-10-24 11:31:00,1
2019-10-24 12:58:00,1
2019-10-24 14:36:00,1
2019-10-24 16:28:00,1
2019-10-24 21:25:00,1
2019-10-24 21:36:00,1
2019-10-24 21:51:00,1
2019-10-24 22:28:00,1
2019-10-24 23:50:00,1
2019-10-25 00:11:00,1
2019-10-25 00:34:00,1
2019-10-25 00:43:00,1
2019-10-25 01:32:00,1
2019-10-25 02:14:00,1
2019-10-25 22:58:00,1
2019-10-25 23:00:00,1
2019-10-25 23:03:00,1
2019-10-26 04:34:00,1
2019-10-26 15:31:00,1
2019-10-26 16:02:00,1
2019-10-26 18:01:00,1
2019-10-26 18:53:00,1
2019-10-26 19:33:00,1
2019-10-27 00:52:00,1
2019-10-27 10:02:00,1
2019-10-27 10:07:00,1
2019-10-28 01:38:00,1
2019-10-29 16:16:00,1
2019-10-29 16:57:00,1
2019-10-29 17:39:00,1
2019-10-29 19:44:00,1
2019-10-29 19:56:00,1
2019-10-29 23:35:00,1
2019-10-30 00:00:00,1
2019-10-30 03:59:00,1
2019-10-30 04:00:00,1
2019-10-30 19:44:00,1
2019-10-30 20:49:00,1
2019-10-30 23:40:00,1
2019-10-31 04:01:00,1
2019-10-31 12:37:00,1
2019-11-01 05:23:00,1
2019-11-01 07:09:00,1
2019-11-01 23:07:00,1
2019-11-02 00:56:00,1
2019-11-02 02:59:00,1
2019-11-02 07:00:00,1
2019-11-02 07:59:00,1
2019-11-02 17:47:00,1
2019-11-02 21:37:00,1
2019-11-02 22:22:00,1
2019-11-02 23:02:00,1
2019-11-03 01:19:00,1
2019-11-03 07:54:00,1
2019-11-03 20:54:00,1
2019-11-03 20:57:00,1
2019-11-03 22:09:00,1
2019-11-04 09:46:00,1
2019-11-04 12:54:00,1
2019-11-04 15:46:00,1
2019-11-04 16:24:00,1
2019-11-05 03:37:00,1
2019-11-05 09:59:00,1
2019-11-06 16:09:00,1
2019-11-07 06:25:00,1
2019-11-08 05:05:00,1
2019-11-08 05:20:00,1
2019-11-08 17:11:00,1
2019-11-08 20:10:00,1
2019-11-09 08:15:00,1
2019-11-09 15:48:00,1
2019-11-10 11:21:00,1
2019-11-10 13:40:00,1
2019-11-11 07:13:00,1
2019-11-12 21:48:00,1
2019-11-13 04:47:00,1
2019-11-13 10:11:00,1
2019-11-13 15:09:00,1
2019-11-13 19:07:00,1
2019-11-14 02:20:00,1
2019-11-14 18:31:00,1
2019-11-14 18:57:00,2
2019-11-14 19:47:00,1
2019-11-14 21:50:00,1
2019-11-15 01:39:00,1
2019-11-15 02:00:00,1
2019-11-16 04:05:00,1
2019-11-16 04:31:00,1
2019-11-16 07:15:00,1
2019-11-16 11:48:00,1
2019-11-17 07:27:00,1
2019-11-18 02:02:00,1
2019-11-18 20:50:00,1
2019-11-19 17:14:00,1
2019-11-19 18:33:00,1
2019-11-19 18:35:00,1
2019-11-19 18:38:00,1
2019-11-20 04:22:00,1
2019-11-20 04:39:00,1
2019-11-20 12:22:00,1
2019-11-20 12:42:00,1
2019-11-20 20:00:00,1
2019-11-21 07:09:00,1
2019-11-21 18:26:00,1
2019-11-21 20:03:00,1
2019-11-22 08:00:00,1
2019-11-22 13:16:00,1
2019-11-22 18:35:00,1
2019-11-23 00:26:00,1
2019-11-23 04:52:00,1
2019-11-23 05:48:00,1
2019-11-23 14:36:00,1
2019-11-24 13:50:00,1
2019-11-25 07:14:00,1
2019-11-26 02:59:00,1
2019-11-26 18:24:00,1
2019-11-27 05:25:00,1
2019-11-27 12:12:00,1
2019-11-27 16:13:00,1
2019-11-27 18:52:00,1
2019-11-27 18:55:00,1
2019-11-28 04:43:00,1
2019-11-28 04:52:00,1
2019-11-28 23:47:00,1
2019-11-29 05:31:00,1
2019-11-29 14:04:00,1
2019-11-29 21:57:00,1
2019-11-30 00:16:00,1
2019-11-30 23:38:00,1
2019-12-01 04:20:00,1
2019-12-01 05:44:00,1
2019-12-01 13:51:00,1
2019-12-01 14:33:00,1
2019-12-01 18:07:00,1
2019-12-02 18:08:00,1
2019-12-03 01:02:00,1
2019-12-03 03:54:00,1
2019-12-03 04:00:00,1
2019-12-03 08:18:00,1
2019-12-03 20:19:00,1
2019-12-04 04:31:00,1
2019-12-04 04:32:00,1
2019-12-04 07:54:00,1
2019-12-04 08:38:00,1
2019-12-04 10:58:00,1
2019-12-04 11:07:00,1
2019-12-04 11:50:00,1
2019-12-04 13:44:00,1
2019-12-04 20:32:00,1
2019-12-04 23:24:00,1
2019-12-05 00:12:00,1
2019-12-05 00:30:00,1
2019-12-05 01:17:00,1
2019-12-05 01:39:00,1
2019-12-05 01:41:00,1
2019-12-05 01:44:00,1
2019-12-05 01:49:00,1
2019-12-05 01:58:00,1
2019-12-05 02:10:00,1
2019-12-05 02:15:00,1
2019-12-05 09:11:00,2
2019-12-05 09:12:00,1
2019-12-05 10:09:00,1
2019-12-05 11:04:00,1
2019-12-05 11:08:00,1
2019-12-05 13:23:00,2
2019-12-05 13:24:00,1
2019-12-05 19:05:00,1
2019-12-05 20:20:00,3
2019-12-05 22:15:00,1
2019-12-06 08:03:00,1
2019-12-06 15:31:00,1
2019-12-06 16:36:00,1
2019-12-06 18:32:00,1
2019-12-06 19:50:00,2
2019-12-06 21:59:00,1
2019-12-07 07:38:00,1
2019-12-07 13:57:00,1
2019-12-07 19:38:00,1
2019-12-07 20:53:00,1
2019-12-07 20:55:00,1
2019-12-07 20:56:00,1
2019-12-09 06:26:00,2
2019-12-09 06:27:00,1
2019-12-09 15:29:00,1
2019-12-09 17:53:00,1
2019-12-10 04:42:00,1
2019-12-11 08:58:00,1
2019-12-11 11:17:00,1
2019-12-11 23:46:00,1
2019-12-12 00:29:00,1
2019-12-12 05:22:00,1
2019-12-12 13:03:00,1
2019-12-13 09:32:00,1
2019-12-13 10:26:00,1
2019-12-13 11:43:00,2
2019-12-13 11:44:00,1
2019-12-13 12:53:00,1
2019-12-14 01:52:00,1
2019-12-14 11:11:00,1
2019-12-14 11:52:00,1
2019-12-14 12:32:00,1
2019-12-14 12:35:00,1
2019-12-15 04:51:00,1
2019-12-15 09:18:00,1
2019-12-15 17:41:00,1
2019-12-16 22:29:00,1
2019-12-17 00:28:00,1
2019-12-18 00:57:00,1
2019-12-18 01:26:00,1
2019-12-18 03:22:00,1
2019-12-18 09:23:00,1
2019-12-18 10:12:00,1
2019-12-18 11:06:00,1
2019-12-19 12:04:00,1
2019-12-19 19:22:00,1
2019-12-20 09:01:00,1
2019-12-20 09:33:00,1
2019-12-20 13:00:00,1
2019-12-20 17:21:00,1
2019-12-21 04:13:00,1
2019-12-21 05:06:00,1
2019-12-22 04:17:00,4
2019-12-22 04:18:00,3
2019-12-22 04:19:00,4
2019-12-22 04:20:00,3
2019-12-22 04:21:00,4
2019-12-22 04:22:00,2
2019-12-22 10:14:00,1
2019-12-22 14:57:00,1
2019-12-23 08:06:00,1
2019-12-25 01:13:00,1
2019-12-25 02:25:00,1
2019-12-25 04:19:00,1
2019-12-26 03:11:00,1
2019-12-26 07:11:00,1
2019-12-26 09:13:00,1
2019-12-26 15:20:00,1
2019-12-26 16:22:00,1
2019-12-26 22:59:00,1
2019-12-27 05:22:00,1
2019-12-27 10:58:00,1
2019-12-27 11:52:00,1
2019-12-27 17:40:00,1
2019-12-27 18:30:00,1
2019-12-27 18:36:00,1
2019-12-27 18:48:00,1
2019-12-27 22:57:00,1
2019-12-28 23:30:00,1
2019-12-29 06:50:00,1
2019-12-30 05:30:00,1
2019-12-30 06:16:00,1
2019-12-30 06:27:00,1
2019-12-30 14:33:00,1
2019-12-30 23:59:00,1
