11431,"SELECT TOP # p.run, p.rerun, p.camcol, p.field FROM PhotoObjDR7 AS p WHERE p.dr7objid = #"
2019-02-22 17:52:00,1
2019-02-22 18:02:00,1
2019-02-22 18:12:00,1
2019-02-22 18:22:00,2
2019-02-22 18:42:00,1
2019-02-22 18:53:00,1
2019-02-22 19:02:00,1
2019-02-22 19:12:00,1
2019-02-22 19:22:00,1
2019-02-22 19:26:00,1
2019-02-22 19:31:00,1
2019-02-22 19:32:00,1
2019-02-22 19:33:00,1
2019-02-22 19:34:00,1
2019-02-22 19:35:00,1
2019-02-22 19:36:00,1
2019-02-22 19:52:00,1
2019-02-22 20:22:00,2
2019-02-22 20:32:00,1
2019-02-22 20:42:00,1
2019-02-22 20:52:00,1
2019-02-22 21:02:00,1
2019-02-22 21:12:00,1
2019-02-22 21:22:00,1
2019-02-22 21:32:00,1
2019-02-22 21:53:00,1
2019-02-22 22:12:00,1
2019-02-22 22:13:00,1
2019-02-22 22:22:00,1
2019-02-22 22:33:00,1
2019-02-22 22:43:00,1
2019-02-22 22:53:00,1
2019-02-22 23:03:00,1
2019-02-22 23:23:00,1
2019-02-22 23:33:00,1
2019-02-23 01:56:00,1
2019-02-23 02:01:00,1
2019-02-23 02:06:00,1
2019-02-23 02:11:00,1
2019-02-23 02:20:00,1
2019-02-23 02:28:00,1
2019-02-23 03:03:00,1
2019-02-23 03:13:00,1
2019-02-23 03:19:00,1
2019-02-23 03:30:00,1
2019-02-23 03:33:00,1
2019-02-23 03:39:00,1
2019-02-23 03:48:00,1
2019-02-23 03:59:00,1
2019-02-23 04:09:00,2
2019-02-23 04:49:00,1
2019-02-23 04:53:00,1
2019-02-23 04:57:00,1
2019-02-23 07:02:00,1
2019-02-23 07:55:00,1
2019-02-23 08:38:00,1
2019-02-23 09:29:00,1
2019-02-23 09:46:00,1
2019-02-23 09:51:00,1
2019-02-23 11:34:00,1
2019-02-23 13:18:00,1
2019-02-23 13:37:00,1
2019-02-23 14:05:00,1
2019-02-23 16:27:00,1
2019-02-23 16:37:00,1
2019-02-23 16:58:00,1
2019-02-23 17:43:00,1
2019-02-23 18:59:00,1
2019-02-23 19:08:00,1
2019-02-23 19:18:00,1
2019-02-23 19:27:00,1
2019-02-23 19:55:00,1
2019-02-23 20:19:00,1
2019-02-23 23:03:00,1
2019-02-23 23:13:00,1
2019-02-24 00:09:00,1
2019-02-24 02:13:00,1
2019-02-24 02:22:00,1
2019-02-24 02:28:00,1
2019-02-24 06:09:00,1
2019-02-24 07:40:00,1
2019-02-24 12:59:00,1
2019-02-24 14:10:00,1
2019-02-24 18:43:00,1
2019-02-24 19:12:00,1
2019-02-24 19:37:00,1
2019-02-24 19:43:00,2
2019-02-24 20:46:00,1
2019-02-24 22:26:00,1
2019-02-24 22:31:00,1
2019-02-24 23:34:00,1
2019-02-25 00:44:00,1
2019-02-25 01:19:00,1
2019-02-25 04:53:00,1
2019-02-25 06:09:00,1
2019-02-25 13:53:00,1
2019-02-25 14:31:00,1
2019-02-25 15:44:00,1
2019-02-25 16:29:00,1
2019-02-25 18:14:00,1
2019-02-25 18:15:00,2
2019-02-25 19:06:00,1
2019-02-25 20:44:00,1
2019-02-25 20:50:00,1
2019-02-25 20:56:00,1
2019-02-25 21:18:00,1
2019-02-25 21:33:00,1
2019-02-25 21:45:00,1
2019-02-25 22:54:00,1
2019-02-25 23:04:00,1
2019-02-25 23:14:00,1
2019-02-25 23:59:00,1
2019-02-26 00:04:00,1
2019-02-26 01:14:00,1
2019-02-26 02:44:00,1
2019-02-26 03:00:00,1
2019-02-26 03:32:00,1
2019-02-26 03:47:00,1
2019-02-26 03:49:00,1
2019-02-26 04:24:00,1
2019-02-26 04:33:00,1
2019-02-26 05:24:00,1
2019-02-26 06:34:00,1
2019-02-26 06:36:00,1
2019-02-26 08:32:00,1
2019-02-26 08:42:00,1
2019-02-26 11:22:00,1
2019-02-26 11:23:00,1
2019-02-26 12:20:00,1
2019-02-26 13:46:00,1
2019-02-26 13:53:00,1
2019-02-26 15:03:00,1
2019-02-26 15:08:00,1
2019-02-26 15:30:00,2
2019-02-26 15:55:00,1
2019-02-26 16:23:00,1
2019-02-26 17:22:00,2
2019-02-26 19:27:00,1
2019-02-26 19:29:00,1
2019-02-26 22:42:00,1
2019-02-27 01:38:00,1
2019-02-27 02:00:00,1
2019-02-27 02:53:00,1
2019-02-27 03:13:00,1
2019-02-27 04:20:00,1
2019-02-27 04:25:00,1
2019-02-27 04:51:00,1
2019-02-27 06:26:00,1
2019-02-27 09:04:00,1
2019-02-27 09:05:00,1
2019-02-27 09:06:00,1
2019-02-27 09:07:00,1
2019-02-27 09:11:00,1
2019-02-27 10:25:00,1
2019-02-27 10:29:00,1
2019-02-27 10:37:00,1
2019-02-27 10:43:00,1
2019-02-27 11:43:00,1
2019-02-27 11:51:00,1
2019-02-27 12:14:00,1
2019-02-27 12:16:00,1
2019-02-27 12:18:00,2
2019-02-27 12:19:00,1
2019-02-27 12:21:00,1
2019-02-27 12:23:00,1
2019-02-27 12:49:00,1
2019-02-27 12:53:00,1
2019-02-27 12:54:00,2
2019-02-27 12:55:00,1
2019-02-27 12:56:00,3
2019-02-27 12:58:00,2
2019-02-27 12:59:00,1
2019-02-27 13:00:00,1
2019-02-27 13:14:00,1
2019-02-27 13:16:00,1
2019-02-27 13:47:00,1
2019-02-27 14:15:00,1
2019-02-27 14:26:00,1
2019-02-27 14:44:00,1
2019-02-27 15:14:00,1
2019-02-27 16:08:00,1
2019-02-27 16:27:00,1
2019-02-27 17:37:00,1
2019-02-27 17:47:00,1
2019-02-27 19:09:00,1
2019-02-27 20:17:00,2
2019-02-27 21:14:00,1
2019-02-27 21:43:00,1
2019-02-27 22:04:00,2
2019-02-27 22:13:00,1
2019-02-27 22:14:00,1
2019-02-27 22:52:00,1
2019-02-27 23:13:00,1
2019-02-27 23:23:00,1
2019-02-27 23:25:00,1
2019-02-27 23:26:00,1
2019-02-27 23:43:00,1
2019-02-27 23:48:00,1
2019-02-28 00:02:00,2
2019-02-28 00:05:00,1
2019-02-28 00:14:00,1
2019-02-28 00:30:00,1
2019-02-28 00:44:00,1
2019-02-28 00:51:00,1
2019-02-28 00:59:00,1
2019-02-28 01:30:00,1
2019-02-28 01:52:00,1
2019-02-28 01:57:00,1
2019-02-28 02:00:00,1
2019-02-28 02:03:00,1
2019-02-28 02:04:00,1
2019-02-28 02:06:00,1
2019-02-28 02:08:00,1
2019-02-28 02:15:00,1
2019-02-28 02:18:00,1
2019-02-28 02:22:00,1
2019-02-28 02:27:00,1
2019-02-28 02:32:00,1
2019-02-28 02:39:00,1
2019-02-28 02:44:00,1
2019-02-28 02:45:00,1
2019-02-28 02:46:00,2
2019-02-28 02:55:00,1
2019-02-28 03:01:00,1
2019-02-28 03:25:00,1
2019-02-28 03:36:00,1
2019-02-28 03:56:00,1
2019-02-28 03:57:00,1
2019-02-28 04:03:00,1
2019-02-28 04:14:00,2
2019-02-28 04:23:00,1
2019-02-28 05:19:00,1
2019-02-28 05:40:00,1
2019-02-28 05:48:00,1
2019-02-28 05:50:00,1
2019-02-28 06:34:00,1
2019-02-28 06:53:00,1
2019-02-28 06:54:00,1
2019-02-28 06:58:00,1
2019-02-28 07:10:00,1
2019-02-28 07:11:00,1
2019-02-28 11:05:00,1
2019-02-28 11:24:00,1
2019-02-28 11:40:00,1
2019-02-28 12:14:00,1
2019-02-28 12:46:00,1
2019-02-28 12:55:00,1
2019-02-28 13:14:00,1
2019-02-28 13:16:00,1
2019-02-28 14:37:00,1
2019-02-28 14:40:00,1
2019-02-28 14:41:00,1
2019-02-28 15:13:00,1
2019-02-28 15:34:00,1
2019-02-28 15:46:00,1
2019-02-28 15:48:00,1
2019-02-28 16:02:00,1
2019-02-28 16:36:00,1
2019-02-28 17:16:00,1
2019-02-28 17:36:00,1
2019-02-28 18:32:00,1
2019-02-28 19:07:00,1
2019-02-28 19:13:00,1
2019-02-28 21:12:00,1
2019-02-28 21:50:00,1
2019-02-28 22:12:00,1
2019-02-28 22:19:00,1
2019-02-28 22:33:00,1
2019-02-28 22:36:00,1
2019-02-28 23:22:00,1
2019-02-28 23:25:00,1
2019-03-01 00:15:00,1
2019-03-01 00:24:00,1
2019-03-01 00:29:00,1
2019-03-01 00:58:00,1
2019-03-01 01:06:00,1
2019-03-01 01:19:00,1
2019-03-01 01:24:00,1
2019-03-01 01:37:00,1
2019-03-01 01:41:00,2
2019-03-01 01:43:00,1
2019-03-01 01:50:00,1
2019-03-01 01:51:00,1
2019-03-01 01:56:00,1
2019-03-01 02:04:00,1
2019-03-01 02:28:00,1
2019-03-01 02:33:00,1
2019-03-01 02:45:00,1
2019-03-01 03:07:00,1
2019-03-01 03:21:00,1
2019-03-01 03:25:00,1
2019-03-01 03:33:00,1
2019-03-01 03:35:00,1
2019-03-01 03:40:00,1
2019-03-01 03:45:00,1
2019-03-01 03:51:00,1
2019-03-01 03:52:00,1
2019-03-01 03:55:00,1
2019-03-01 04:15:00,1
2019-03-01 04:59:00,1
2019-03-01 05:22:00,1
2019-03-01 05:25:00,1
2019-03-01 06:26:00,1
2019-03-01 07:13:00,1
2019-03-01 07:36:00,1
2019-03-01 08:33:00,1
2019-03-01 08:35:00,1
2019-03-01 08:39:00,1
2019-03-01 08:58:00,1
2019-03-01 09:10:00,1
2019-03-01 09:16:00,1
2019-03-01 09:31:00,1
2019-03-01 09:36:00,1
2019-03-01 09:53:00,1
2019-03-01 10:18:00,1
2019-03-01 10:28:00,1
2019-03-01 10:42:00,1
2019-03-01 10:45:00,1
2019-03-01 10:46:00,1
2019-03-01 10:48:00,1
2019-03-01 11:06:00,2
2019-03-01 11:16:00,1
2019-03-01 11:22:00,1
2019-03-01 11:24:00,1
2019-03-01 11:33:00,2
2019-03-01 11:35:00,2
2019-03-01 11:40:00,1
2019-03-01 12:39:00,1
2019-03-01 13:14:00,1
2019-03-01 13:30:00,1
2019-03-01 13:42:00,1
2019-03-01 13:48:00,1
2019-03-01 13:51:00,1
2019-03-01 13:52:00,1
2019-03-01 13:54:00,1
2019-03-01 13:55:00,1
2019-03-01 13:58:00,1
2019-03-01 14:01:00,1
2019-03-01 14:12:00,1
2019-03-01 14:14:00,1
2019-03-01 14:18:00,2
2019-03-01 14:19:00,1
2019-03-01 14:26:00,1
2019-03-01 14:40:00,1
2019-03-01 15:31:00,1
2019-03-01 15:33:00,1
2019-03-01 16:33:00,1
2019-03-01 18:14:00,1
2019-03-01 19:22:00,1
2019-03-01 19:31:00,1
2019-03-01 20:17:00,1
2019-03-01 20:50:00,1
2019-03-01 20:53:00,1
2019-03-01 21:51:00,1
2019-03-01 23:13:00,1
2019-03-01 23:20:00,1
2019-03-01 23:31:00,1
2019-03-01 23:36:00,1
2019-03-02 00:02:00,1
2019-03-02 00:28:00,1
2019-03-02 00:45:00,1
2019-03-02 02:31:00,1
2019-03-02 04:23:00,1
2019-03-02 04:32:00,1
2019-03-02 05:26:00,1
2019-03-02 05:32:00,1
2019-03-02 06:02:00,1
2019-03-02 06:21:00,1
2019-03-02 06:47:00,1
2019-03-02 06:52:00,1
2019-03-02 06:58:00,1
2019-03-02 08:29:00,1
2019-03-02 08:39:00,1
2019-03-02 09:13:00,1
2019-03-02 10:01:00,1
2019-03-02 10:18:00,1
2019-03-02 10:23:00,1
2019-03-02 10:26:00,1
2019-03-02 11:11:00,1
2019-03-02 11:58:00,1
2019-03-02 12:21:00,1
2019-03-02 12:26:00,1
2019-03-02 12:41:00,1
2019-03-02 13:16:00,1
2019-03-02 14:31:00,1
2019-03-02 15:08:00,1
2019-03-02 15:14:00,1
2019-03-02 15:16:00,2
2019-03-02 15:39:00,1
2019-03-02 15:52:00,1
2019-03-02 17:22:00,1
2019-03-02 19:03:00,1
2019-03-02 20:03:00,1
2019-03-02 20:45:00,1
2019-03-02 20:57:00,1
2019-03-02 22:05:00,1
2019-03-02 22:46:00,1
2019-03-02 23:16:00,1
2019-03-02 23:38:00,1
2019-03-03 00:05:00,1
2019-03-03 00:07:00,1
2019-03-03 00:20:00,1
2019-03-03 02:14:00,1
2019-03-03 02:22:00,1
2019-03-03 02:44:00,1
2019-03-03 04:25:00,1
2019-03-03 05:35:00,1
2019-03-03 08:42:00,1
2019-03-03 08:49:00,1
2019-03-03 09:37:00,2
2019-03-03 10:00:00,1
2019-03-03 10:28:00,1
2019-03-03 10:33:00,1
2019-03-03 10:35:00,1
2019-03-03 11:18:00,1
2019-03-03 11:41:00,1
2019-03-03 12:23:00,1
2019-03-03 12:38:00,1
2019-03-03 12:40:00,1
2019-03-03 12:44:00,1
2019-03-03 12:48:00,1
2019-03-03 15:16:00,1
2019-03-03 15:32:00,1
2019-03-03 15:50:00,1
2019-03-03 16:19:00,1
2019-03-03 16:20:00,1
2019-03-03 16:55:00,1
2019-03-03 17:15:00,1
2019-03-03 17:22:00,1
2019-03-03 17:40:00,1
2019-03-03 18:20:00,1
2019-03-03 18:57:00,1
2019-03-03 19:28:00,1
2019-03-03 19:42:00,1
2019-03-03 20:09:00,1
2019-03-03 22:01:00,1
2019-03-03 22:04:00,1
2019-03-03 22:16:00,1
2019-03-03 22:26:00,1
2019-03-03 22:38:00,1
2019-03-04 01:23:00,1
2019-03-04 03:32:00,1
2019-03-04 04:34:00,2
2019-03-04 04:43:00,1
2019-03-04 05:06:00,1
2019-03-04 05:43:00,1
2019-03-04 08:19:00,1
2019-03-04 08:52:00,1
2019-03-04 10:28:00,1
2019-03-04 11:08:00,1
2019-03-04 11:14:00,1
2019-03-04 11:47:00,1
2019-03-04 12:34:00,2
2019-03-04 13:03:00,1
2019-03-04 13:26:00,1
2019-03-04 13:35:00,1
2019-03-04 14:02:00,1
2019-03-04 14:03:00,1
2019-03-04 16:14:00,1
2019-03-04 17:50:00,1
2019-03-04 18:40:00,2
2019-03-04 18:41:00,1
2019-03-04 18:43:00,1
2019-03-04 18:45:00,1
2019-03-04 18:52:00,1
2019-03-04 19:35:00,1
2019-03-04 19:55:00,1
2019-03-04 20:05:00,1
2019-03-04 20:08:00,2
2019-03-04 20:42:00,1
2019-03-04 23:48:00,1
2019-03-05 00:21:00,1
2019-03-05 03:28:00,1
2019-03-05 09:14:00,1
2019-03-05 09:42:00,1
2019-03-05 11:12:00,1
2019-03-05 13:40:00,1
2019-03-05 13:44:00,1
2019-03-05 13:47:00,1
2019-03-05 13:48:00,1
2019-03-05 14:26:00,2
2019-03-05 14:28:00,2
2019-03-05 14:34:00,1
2019-03-05 14:35:00,1
2019-03-05 14:39:00,1
2019-03-05 14:41:00,2
2019-03-05 14:42:00,1
2019-03-05 14:44:00,2
2019-03-05 14:45:00,2
2019-03-05 14:46:00,1
2019-03-05 14:48:00,3
2019-03-05 14:49:00,1
2019-03-05 14:51:00,2
2019-03-05 17:28:00,1
2019-03-05 23:44:00,1
2019-03-06 01:14:00,1
2019-03-06 07:01:00,1
2019-03-06 08:08:00,1
2019-03-06 08:32:00,1
2019-03-06 08:34:00,1
2019-03-06 08:48:00,1
2019-03-06 09:08:00,1
2019-03-06 09:45:00,1
2019-03-06 10:07:00,1
2019-03-06 10:13:00,1
2019-03-06 10:37:00,1
2019-03-06 10:38:00,1
2019-03-06 11:19:00,1
2019-03-06 11:35:00,1
2019-03-06 11:55:00,1
2019-03-06 12:29:00,1
2019-03-06 12:55:00,1
2019-03-06 13:05:00,1
2019-03-06 13:52:00,1
2019-03-06 14:44:00,1
2019-03-06 14:49:00,1
2019-03-06 15:25:00,1
2019-03-06 15:55:00,1
2019-03-06 16:08:00,1
2019-03-06 16:55:00,1
2019-03-06 17:05:00,2
2019-03-06 17:36:00,1
2019-03-06 18:30:00,1
2019-03-06 18:42:00,1
2019-03-06 18:56:00,1
2019-03-06 20:58:00,1
2019-03-06 21:26:00,1
2019-03-06 21:56:00,1
2019-03-06 22:40:00,1
2019-03-07 00:53:00,1
2019-03-07 01:15:00,1
2019-03-07 04:02:00,1
2019-03-07 04:13:00,1
2019-03-07 04:18:00,1
2019-03-07 04:28:00,1
2019-03-07 05:03:00,1
2019-03-07 05:12:00,1
2019-03-07 05:22:00,1
2019-03-07 05:31:00,1
2019-03-07 05:38:00,1
2019-03-07 05:41:00,1
2019-03-07 05:50:00,1
2019-03-07 06:00:00,1
2019-03-07 06:02:00,1
2019-03-07 06:09:00,1
2019-03-07 06:19:00,1
2019-03-07 06:38:00,1
2019-03-07 06:47:00,1
2019-03-07 06:57:00,1
2019-03-07 06:59:00,1
2019-03-07 07:06:00,1
2019-03-07 07:15:00,1
2019-03-07 07:49:00,1
2019-03-07 08:13:00,1
2019-03-07 08:37:00,1
2019-03-07 09:11:00,1
2019-03-07 09:37:00,1
2019-03-07 09:40:00,1
2019-03-07 10:29:00,1
2019-03-07 10:33:00,1
2019-03-07 10:40:00,1
2019-03-07 10:41:00,1
2019-03-07 11:29:00,1
2019-03-07 11:33:00,1
2019-03-07 12:21:00,1
2019-03-07 12:35:00,1
2019-03-07 12:36:00,1
2019-03-07 12:40:00,1
2019-03-07 12:44:00,1
2019-03-07 13:12:00,1
2019-03-07 13:21:00,1
2019-03-07 13:33:00,1
2019-03-07 13:48:00,1
2019-03-07 13:52:00,1
2019-03-07 14:26:00,1
2019-03-07 15:58:00,1
2019-03-07 16:51:00,2
2019-03-07 17:30:00,1
2019-03-07 17:57:00,1
2019-03-07 18:15:00,1
2019-03-07 18:52:00,1
2019-03-07 20:13:00,1
2019-03-07 20:16:00,1
2019-03-07 20:42:00,1
2019-03-07 22:45:00,1
2019-03-07 22:54:00,1
2019-03-07 23:06:00,1
2019-03-07 23:09:00,1
2019-03-07 23:15:00,1
2019-03-07 23:19:00,1
2019-03-07 23:50:00,1
2019-03-07 23:51:00,1
2019-03-07 23:57:00,1
2019-03-08 00:30:00,1
2019-03-08 00:42:00,1
2019-03-08 00:57:00,1
2019-03-08 00:59:00,1
2019-03-08 01:01:00,1
2019-03-08 01:13:00,1
2019-03-08 01:19:00,1
2019-03-08 01:27:00,1
2019-03-08 01:30:00,1
2019-03-08 01:54:00,1
2019-03-08 01:57:00,1
2019-03-08 02:05:00,1
2019-03-08 02:12:00,1
2019-03-08 02:15:00,1
2019-03-08 02:21:00,1
2019-03-08 02:35:00,1
2019-03-08 02:43:00,1
2019-03-08 02:45:00,1
2019-03-08 02:48:00,1
2019-03-08 02:52:00,1
2019-03-08 02:54:00,1
2019-03-08 02:55:00,1
2019-03-08 02:57:00,1
2019-03-08 02:58:00,1
2019-03-08 02:59:00,1
2019-03-08 03:02:00,1
2019-03-08 03:04:00,1
2019-03-08 03:13:00,1
2019-03-08 03:15:00,1
2019-03-08 03:16:00,1
2019-03-08 03:17:00,1
2019-03-08 03:18:00,1
2019-03-08 03:20:00,1
2019-03-08 03:24:00,1
2019-03-08 03:26:00,1
2019-03-08 03:28:00,1
2019-03-08 03:29:00,1
2019-03-08 03:31:00,1
2019-03-08 03:34:00,1
2019-03-08 03:36:00,1
2019-03-08 03:37:00,1
2019-03-08 03:38:00,1
2019-03-08 03:39:00,1
2019-03-08 03:42:00,3
2019-03-08 03:44:00,2
2019-03-08 03:47:00,1
2019-03-08 03:48:00,1
2019-03-08 03:49:00,1
2019-03-08 03:51:00,1
2019-03-08 03:53:00,1
2019-03-08 03:54:00,1
2019-03-08 03:55:00,1
2019-03-08 03:56:00,1
2019-03-08 03:57:00,1
2019-03-08 03:58:00,1
2019-03-08 04:00:00,1
2019-03-08 04:01:00,1
2019-03-08 04:03:00,1
2019-03-08 04:05:00,1
2019-03-08 04:06:00,1
2019-03-08 04:36:00,1
2019-03-08 06:46:00,1
2019-03-08 07:22:00,1
2019-03-08 09:48:00,1
2019-03-08 11:40:00,1
2019-03-08 11:48:00,1
2019-03-08 11:49:00,1
2019-03-08 11:58:00,1
2019-03-08 12:08:00,1
2019-03-08 12:17:00,1
2019-03-08 12:27:00,1
2019-03-08 12:36:00,1
2019-03-08 12:46:00,1
2019-03-08 12:55:00,1
2019-03-08 12:58:00,1
2019-03-08 13:05:00,1
2019-03-08 13:23:00,1
2019-03-08 13:33:00,1
2019-03-08 13:42:00,1
2019-03-08 13:52:00,1
2019-03-08 14:01:00,1
2019-03-08 14:11:00,1
2019-03-08 14:26:00,1
2019-03-08 14:49:00,1
2019-03-08 14:58:00,1
2019-03-08 15:07:00,1
2019-03-08 15:15:00,1
2019-03-08 15:16:00,1
2019-03-08 15:17:00,1
2019-03-08 15:19:00,2
2019-03-08 15:20:00,1
2019-03-08 15:21:00,2
2019-03-08 15:22:00,1
2019-03-08 15:23:00,1
2019-03-08 15:24:00,1
2019-03-08 15:26:00,1
2019-03-08 15:27:00,2
2019-03-08 15:29:00,1
2019-03-08 15:30:00,2
2019-03-08 15:31:00,1
2019-03-08 15:32:00,1
2019-03-08 15:33:00,2
2019-03-08 15:34:00,1
2019-03-08 15:35:00,1
2019-03-08 15:36:00,3
2019-03-08 15:37:00,2
2019-03-08 15:38:00,2
2019-03-08 15:39:00,3
2019-03-08 15:40:00,2
2019-03-08 15:41:00,1
2019-03-08 15:42:00,2
2019-03-08 15:43:00,2
2019-03-08 15:44:00,1
2019-03-08 15:45:00,2
2019-03-08 15:46:00,2
2019-03-08 15:47:00,1
2019-03-08 15:48:00,1
2019-03-08 15:55:00,1
2019-03-08 16:07:00,1
2019-03-08 16:08:00,2
2019-03-08 16:09:00,1
2019-03-08 16:14:00,1
2019-03-08 16:23:00,1
2019-03-08 16:25:00,1
2019-03-08 16:33:00,1
2019-03-08 16:42:00,1
2019-03-08 16:52:00,1
2019-03-08 17:11:00,1
2019-03-08 17:20:00,1
2019-03-08 19:18:00,1
2019-03-08 20:03:00,1
2019-03-08 20:20:00,1
2019-03-08 20:30:00,1
2019-03-08 20:48:00,1
2019-03-08 20:58:00,1
2019-03-08 21:07:00,1
2019-03-08 21:11:00,1
2019-03-08 21:16:00,2
2019-03-08 21:19:00,1
2019-03-08 21:23:00,1
2019-03-08 21:27:00,1
2019-03-08 21:36:00,1
2019-03-08 21:43:00,1
2019-03-08 21:45:00,1
2019-03-08 21:55:00,2
2019-03-08 22:04:00,1
2019-03-08 22:14:00,1
2019-03-08 22:20:00,1
2019-03-08 22:23:00,1
2019-03-08 22:33:00,1
2019-03-08 22:42:00,1
2019-03-08 22:52:00,1
2019-03-08 23:01:00,1
2019-03-08 23:10:00,1
2019-03-08 23:20:00,1
2019-03-08 23:24:00,1
2019-03-08 23:29:00,1
2019-03-08 23:39:00,1
2019-03-08 23:45:00,1
2019-03-08 23:48:00,1
2019-03-08 23:58:00,1
2019-03-09 00:17:00,1
2019-03-09 00:26:00,1
2019-03-09 00:36:00,1
2019-03-09 00:44:00,1
2019-03-09 00:45:00,1
2019-03-09 01:04:00,1
2019-03-09 01:14:00,1
2019-03-09 01:23:00,1
2019-03-09 01:33:00,1
2019-03-09 01:42:00,1
2019-03-09 01:51:00,1
2019-03-09 02:01:00,1
2019-03-09 02:10:00,1
2019-03-09 02:16:00,1
2019-03-09 02:20:00,1
2019-03-09 02:30:00,1
2019-03-09 02:39:00,1
2019-03-09 02:48:00,1
2019-03-09 02:52:00,2
2019-03-09 02:55:00,1
2019-03-09 02:58:00,1
2019-03-09 03:07:00,2
2019-03-09 03:17:00,1
2019-03-09 03:26:00,1
2019-03-09 03:31:00,1
2019-03-09 03:33:00,1
2019-03-09 03:35:00,1
2019-03-09 03:55:00,1
2019-03-09 04:00:00,1
2019-03-09 04:07:00,1
2019-03-09 04:11:00,1
2019-03-09 04:22:00,1
2019-03-09 04:25:00,1
2019-03-09 04:27:00,1
2019-03-09 04:35:00,1
2019-03-09 04:45:00,1
2019-03-09 04:46:00,1
2019-03-09 04:48:00,1
2019-03-09 04:51:00,1
2019-03-09 04:54:00,1
2019-03-09 04:56:00,1
2019-03-09 04:59:00,1
2019-03-09 05:01:00,1
2019-03-09 05:04:00,1
2019-03-09 05:20:00,1
2019-03-09 05:29:00,1
2019-03-09 05:32:00,1
2019-03-09 05:39:00,1
2019-03-09 05:48:00,1
2019-03-09 05:58:00,1
2019-03-09 06:07:00,1
2019-03-09 06:29:00,1
2019-03-09 06:31:00,1
2019-03-09 06:45:00,1
2019-03-09 06:54:00,1
2019-03-09 07:04:00,1
2019-03-09 07:06:00,1
2019-03-09 07:13:00,1
2019-03-09 07:23:00,1
2019-03-09 07:33:00,1
2019-03-09 07:42:00,1
2019-03-09 07:51:00,1
2019-03-09 08:05:00,1
2019-03-09 08:10:00,1
2019-03-09 08:23:00,1
2019-03-09 08:29:00,1
2019-03-09 08:39:00,1
2019-03-09 08:45:00,1
2019-03-09 08:48:00,1
2019-03-09 08:58:00,1
2019-03-09 09:08:00,1
2019-03-09 09:16:00,1
2019-03-09 09:26:00,1
2019-03-09 09:45:00,1
2019-03-09 09:54:00,1
2019-03-09 10:04:00,1
2019-03-09 10:15:00,1
2019-03-09 10:33:00,1
2019-03-09 10:42:00,1
2019-03-09 10:51:00,1
2019-03-09 11:00:00,1
2019-03-09 11:19:00,1
2019-03-09 11:29:00,1
2019-03-09 11:38:00,1
2019-03-09 11:48:00,1
2019-03-09 12:07:00,1
2019-03-09 12:16:00,1
2019-03-09 12:26:00,1
2019-03-09 12:35:00,1
2019-03-09 12:44:00,1
2019-03-09 13:04:00,1
2019-03-09 13:32:00,2
2019-03-09 13:37:00,1
2019-03-09 13:42:00,1
2019-03-09 14:10:00,1
2019-03-09 14:19:00,1
2019-03-09 15:03:00,1
2019-03-09 16:13:00,1
2019-03-09 16:23:00,1
2019-03-09 16:32:00,1
2019-03-09 16:50:00,1
2019-03-09 17:10:00,1
2019-03-09 17:19:00,1
2019-03-09 17:29:00,1
2019-03-09 17:38:00,1
2019-03-09 17:47:00,1
2019-03-09 17:57:00,1
2019-03-09 17:59:00,1
2019-03-09 18:16:00,1
2019-03-09 18:17:00,1
2019-03-09 18:25:00,2
2019-03-09 18:35:00,1
2019-03-09 18:44:00,1
2019-03-09 18:54:00,1
2019-03-09 19:03:00,1
2019-03-09 19:32:00,1
2019-03-09 19:41:00,1
2019-03-09 19:50:00,1
2019-03-09 19:53:00,1
2019-03-09 20:00:00,1
2019-03-09 20:05:00,1
2019-03-09 20:10:00,1
2019-03-09 20:19:00,1
2019-03-09 20:29:00,1
2019-03-09 20:38:00,1
2019-03-09 20:47:00,1
2019-03-09 20:57:00,1
2019-03-09 21:06:00,1
2019-03-09 21:10:00,1
2019-03-09 21:12:00,1
2019-03-09 21:16:00,1
2019-03-09 21:20:00,1
2019-03-09 21:25:00,1
2019-03-09 21:35:00,1
2019-03-09 21:44:00,1
2019-03-09 21:54:00,1
2019-03-09 22:03:00,1
2019-03-09 22:04:00,1
2019-03-09 22:13:00,1
2019-03-09 22:22:00,1
2019-03-09 22:25:00,1
2019-03-09 22:32:00,1
2019-03-09 22:50:00,1
2019-03-09 23:00:00,1
2019-03-09 23:10:00,1
2019-03-09 23:19:00,1
2019-03-09 23:28:00,1
2019-03-09 23:35:00,1
2019-03-09 23:38:00,1
2019-03-10 00:46:00,1
2019-03-10 02:28:00,1
2019-03-10 02:38:00,1
2019-03-10 02:47:00,2
2019-03-10 02:57:00,1
2019-03-10 03:06:00,1
2019-03-10 03:25:00,1
2019-03-10 03:35:00,1
2019-03-10 03:44:00,1
2019-03-10 03:50:00,1
2019-03-10 03:53:00,1
2019-03-10 04:03:00,1
2019-03-10 04:12:00,1
2019-03-10 04:22:00,1
2019-03-10 04:32:00,1
2019-03-10 04:41:00,1
2019-03-10 04:50:00,1
2019-03-10 05:00:00,1
2019-03-10 05:09:00,1
2019-03-10 05:19:00,1
2019-03-10 05:28:00,1
2019-03-10 05:38:00,1
2019-03-10 05:47:00,1
2019-03-10 05:56:00,1
2019-03-10 06:15:00,1
2019-03-10 06:25:00,1
