1303,"SELECT sp.ra, sp.dec, sp.z, sp.psfmag_i-sp.extinction_i AS mag_i, peak, integr FROM SpecPhoto AS sp INNER JOIN FIRST AS f ON sp.objid = f.objid WHERE class = #"
2019-10-04 03:39:00,1
2019-10-04 08:14:00,1
2019-10-04 09:43:00,1
2019-10-04 12:12:00,1
2019-10-04 16:16:00,4
2019-10-04 17:24:00,1
2019-10-05 02:05:00,1
2019-10-05 04:04:00,1
2019-10-06 04:30:00,1
2019-10-06 07:53:00,1
2019-10-06 07:55:00,1
2019-10-07 00:39:00,1
2019-10-07 04:48:00,1
2019-10-07 07:25:00,1
2019-10-07 09:59:00,1
2019-10-08 02:20:00,1
2019-10-08 03:33:00,1
2019-10-08 19:46:00,1
2019-10-09 11:52:00,1
2019-10-09 17:07:00,1
2019-10-10 01:49:00,2
2019-10-10 05:44:00,1
2019-10-10 07:34:00,1
2019-10-10 08:42:00,1
2019-10-10 10:28:00,1
2019-10-10 18:08:00,1
2019-10-11 02:52:00,1
2019-10-11 06:59:00,1
2019-10-11 11:02:00,1
2019-10-12 18:29:00,1
2019-10-13 01:53:00,1
2019-10-13 13:01:00,1
2019-10-14 01:09:00,1
2019-10-14 03:30:00,1
2019-10-14 04:57:00,1
2019-10-14 15:33:00,1
2019-10-14 19:59:00,1
2019-10-16 01:58:00,1
2019-10-16 12:39:00,1
2019-10-16 23:11:00,1
2019-10-17 05:05:00,1
2019-10-17 12:47:00,1
2019-10-17 17:42:00,1
2019-10-18 22:22:00,1
2019-10-19 03:08:00,1
2019-10-19 10:03:00,1
2019-10-19 17:42:00,1
2019-10-20 07:08:00,1
2019-10-21 00:26:00,1
2019-10-21 02:33:00,1
2019-10-21 08:04:00,1
2019-10-21 12:56:00,1
2019-10-22 04:01:00,1
2019-10-22 05:38:00,1
2019-10-22 05:43:00,1
2019-10-22 10:13:00,1
2019-10-22 12:14:00,1
2019-10-22 20:03:00,1
2019-10-22 20:30:00,1
2019-10-22 21:03:00,1
2019-10-22 21:14:00,1
2019-10-22 21:33:00,1
2019-10-22 23:58:00,1
2019-10-23 00:55:00,1
2019-10-23 11:57:00,1
2019-10-23 14:58:00,1
2019-10-23 20:44:00,1
2019-10-24 09:52:00,1
2019-10-24 12:10:00,1
2019-10-24 13:53:00,1
2019-10-24 15:14:00,1
2019-10-24 16:38:00,1
2019-10-24 19:14:00,1
2019-10-24 21:29:00,1
2019-10-24 21:39:00,1
2019-10-24 21:55:00,1
2019-10-24 22:29:00,1
2019-10-25 00:14:00,1
2019-10-25 00:37:00,1
2019-10-25 00:48:00,1
2019-10-26 05:13:00,1
2019-10-26 19:36:00,1
2019-10-27 00:47:00,1
2019-10-27 10:11:00,1
2019-10-27 21:40:00,1
2019-10-28 19:32:00,1
2019-10-29 14:07:00,1
2019-10-29 16:01:00,1
2019-10-29 16:07:00,1
2019-10-29 16:29:00,1
2019-10-29 17:18:00,1
2019-10-29 17:56:00,1
2019-10-30 00:36:00,1
2019-10-30 06:36:00,1
2019-10-30 10:46:00,1
2019-10-30 11:55:00,1
2019-10-30 15:07:00,2
2019-10-30 19:43:00,1
2019-10-30 20:55:00,1
2019-10-30 23:49:00,1
2019-10-31 04:13:00,1
2019-10-31 14:52:00,1
2019-11-01 05:33:00,1
2019-11-01 07:47:00,1
2019-11-01 23:48:00,1
2019-11-02 01:13:00,1
2019-11-02 04:39:00,1
2019-11-02 04:41:00,1
2019-11-02 07:11:00,1
2019-11-02 08:37:00,1
2019-11-02 20:19:00,1
2019-11-02 21:17:00,1
2019-11-02 22:03:00,1
2019-11-02 22:41:00,1
2019-11-03 07:29:00,1
2019-11-03 07:31:00,1
2019-11-03 21:40:00,1
2019-11-04 13:36:00,1
2019-11-04 16:29:00,1
2019-11-04 18:15:00,1
2019-11-05 04:17:00,1
2019-11-05 14:10:00,1
2019-11-05 14:41:00,1
2019-11-05 18:46:00,1
2019-11-06 08:08:00,1
2019-11-06 09:41:00,1
2019-11-06 10:15:00,1
2019-11-06 11:00:00,1
2019-11-06 15:10:00,1
2019-11-07 07:04:00,1
2019-11-07 12:04:00,1
2019-11-08 09:51:00,1
2019-11-08 13:31:00,1
2019-11-08 17:37:00,1
2019-11-08 17:49:00,1
2019-11-08 20:49:00,1
2019-11-09 08:17:00,1
2019-11-09 16:28:00,1
2019-11-10 11:23:00,1
2019-11-10 14:19:00,1
2019-11-11 23:27:00,1
2019-11-12 08:26:00,1
2019-11-13 01:53:00,1
2019-11-13 02:29:00,1
2019-11-13 05:05:00,1
2019-11-13 05:36:00,1
2019-11-13 08:41:00,1
2019-11-13 17:06:00,1
2019-11-13 19:10:00,1
2019-11-14 18:34:00,1
2019-11-14 19:57:00,1
2019-11-14 21:37:00,1
2019-11-15 02:20:00,1
2019-11-15 02:39:00,1
2019-11-15 09:16:00,1
2019-11-16 04:45:00,1
2019-11-16 05:16:00,1
2019-11-16 07:06:00,1
2019-11-16 12:42:00,1
2019-11-16 22:51:00,1
2019-11-17 03:54:00,1
2019-11-17 04:12:00,1
2019-11-17 07:35:00,1
2019-11-17 11:10:00,1
2019-11-18 21:32:00,1
2019-11-19 18:17:00,1
2019-11-19 19:17:00,1
2019-11-20 04:52:00,1
2019-11-20 12:39:00,1
2019-11-20 19:36:00,1
2019-11-21 16:49:00,1
2019-11-21 20:14:00,1
2019-11-22 08:39:00,1
2019-11-22 13:56:00,1
2019-11-22 18:44:00,1
2019-11-23 00:38:00,1
2019-11-23 06:27:00,1
2019-11-23 15:17:00,1
2019-11-24 15:24:00,1
2019-11-25 09:55:00,1
2019-11-25 19:18:00,1
2019-11-26 06:29:00,1
2019-11-26 23:09:00,1
2019-11-27 05:34:00,1
2019-11-27 06:05:00,1
2019-11-27 12:27:00,1
2019-11-27 16:18:00,1
2019-11-27 16:19:00,1
2019-11-29 00:12:00,1
2019-11-29 00:43:00,1
2019-11-29 14:08:00,1
2019-11-29 20:40:00,1
2019-11-29 22:13:00,1
2019-11-30 01:04:00,1
2019-12-01 00:17:00,1
2019-12-01 06:23:00,1
2019-12-01 11:18:00,1
2019-12-01 13:52:00,1
2019-12-01 18:46:00,1
2019-12-02 01:19:00,1
2019-12-02 19:48:00,1
2019-12-03 01:15:00,1
2019-12-03 03:45:00,1
2019-12-03 03:47:00,1
2019-12-03 03:49:00,1
2019-12-03 08:34:00,1
2019-12-03 12:11:00,1
2019-12-04 08:32:00,1
2019-12-04 09:24:00,1
2019-12-04 11:19:00,1
2019-12-04 11:28:00,1
2019-12-04 12:08:00,1
2019-12-04 13:42:00,1
2019-12-04 14:06:00,1
2019-12-05 00:03:00,1
2019-12-05 00:05:00,1
2019-12-05 00:51:00,1
2019-12-05 01:52:00,1
2019-12-05 02:54:00,1
2019-12-05 05:12:00,1
2019-12-05 09:49:00,1
2019-12-05 09:50:00,2
2019-12-05 10:50:00,1
2019-12-05 11:16:00,1
2019-12-05 11:47:00,1
2019-12-05 13:56:00,2
2019-12-05 13:57:00,1
2019-12-05 19:16:00,1
2019-12-05 20:01:00,1
2019-12-05 20:28:00,1
2019-12-05 20:29:00,2
2019-12-06 20:32:00,1
2019-12-06 21:37:00,1
2019-12-07 21:08:00,3
2019-12-09 03:08:00,1
2019-12-09 06:35:00,1
2019-12-09 06:36:00,1
2019-12-09 06:37:00,1
2019-12-09 07:18:00,1
2019-12-09 20:06:00,1
2019-12-10 18:31:00,1
2019-12-11 11:28:00,1
2019-12-12 00:26:00,1
2019-12-12 01:08:00,1
2019-12-12 06:02:00,1
2019-12-12 13:43:00,1
2019-12-13 07:03:00,1
2019-12-13 07:04:00,1
2019-12-13 10:12:00,1
2019-12-13 11:06:00,1
2019-12-13 12:19:00,1
2019-12-13 12:20:00,2
2019-12-13 13:33:00,1
2019-12-14 10:26:00,1
2019-12-14 13:08:00,1
2019-12-14 13:52:00,1
2019-12-15 09:18:00,1
2019-12-15 15:08:00,1
2019-12-16 22:34:00,1
2019-12-17 00:23:00,1
2019-12-18 01:04:00,1
2019-12-18 01:32:00,1
2019-12-18 03:26:00,1
2019-12-18 10:02:00,1
2019-12-18 10:50:00,1
2019-12-18 13:59:00,1
2019-12-19 16:45:00,1
2019-12-19 20:11:00,1
2019-12-20 09:03:00,1
2019-12-20 09:32:00,1
2019-12-20 17:21:00,1
2019-12-21 04:17:00,1
2019-12-21 05:47:00,1
2019-12-22 04:51:00,1
2019-12-22 04:52:00,2
2019-12-22 04:53:00,1
2019-12-22 04:54:00,3
2019-12-22 04:55:00,2
2019-12-22 04:57:00,2
2019-12-22 04:58:00,3
2019-12-22 04:59:00,3
2019-12-22 05:00:00,3
2019-12-22 05:01:00,1
2019-12-22 05:03:00,2
2019-12-22 10:52:00,1
2019-12-22 15:03:00,1
2019-12-23 08:46:00,1
2019-12-23 22:26:00,1
2019-12-25 02:16:00,1
2019-12-25 03:06:00,1
2019-12-25 04:58:00,1
2019-12-25 22:18:00,1
2019-12-26 03:12:00,1
2019-12-26 15:21:00,1
2019-12-26 16:24:00,1
2019-12-27 06:02:00,1
2019-12-27 12:31:00,1
2019-12-27 18:19:00,1
2019-12-28 23:36:00,1
2019-12-29 06:54:00,1
2019-12-30 06:09:00,1
2019-12-30 06:55:00,1
2019-12-31 00:06:00,1
