1204,"SELECT TOP # objID, ra , dec FROM PhotoPrimary WHERE ra > # and ra < # AND dec > # and dec < #"
2019-11-04 16:21:00,1
2019-11-04 22:02:00,1
2019-11-05 03:25:00,1
2019-11-05 14:52:00,1
2019-11-05 19:20:00,1
2019-11-06 12:00:00,1
2019-11-06 14:44:00,1
2019-11-06 21:55:00,1
2019-11-07 06:15:00,1
2019-11-07 12:33:00,1
2019-11-08 10:43:00,1
2019-11-08 17:01:00,1
2019-11-08 20:03:00,1
2019-11-09 08:11:00,1
2019-11-09 15:41:00,1
2019-11-10 11:20:00,1
2019-11-10 13:33:00,1
2019-11-12 08:28:00,1
2019-11-13 04:44:00,1
2019-11-13 06:54:00,1
2019-11-13 10:14:00,1
2019-11-13 15:42:00,2
2019-11-13 19:01:00,1
2019-11-13 20:19:00,1
2019-11-13 23:56:00,1
2019-11-14 05:37:00,1
2019-11-14 09:38:00,1
2019-11-14 10:17:00,1
2019-11-14 14:33:00,1
2019-11-14 15:17:00,3
2019-11-14 15:23:00,1
2019-11-14 15:25:00,2
2019-11-14 17:24:00,1
2019-11-14 18:19:00,1
2019-11-14 18:59:00,1
2019-11-14 19:06:00,1
2019-11-14 21:30:00,1
2019-11-14 21:33:00,1
2019-11-15 01:25:00,1
2019-11-15 01:53:00,1
2019-11-15 02:03:00,1
2019-11-15 05:47:00,1
2019-11-15 08:29:00,1
2019-11-15 08:33:00,1
2019-11-15 20:06:00,1
2019-11-16 03:54:00,1
2019-11-16 04:25:00,1
2019-11-16 11:28:00,1
2019-11-18 03:11:00,1
2019-11-18 20:35:00,1
2019-11-19 04:25:00,1
2019-11-19 04:30:00,1
2019-11-19 05:25:00,1
2019-11-19 06:34:00,1
2019-11-19 12:57:00,1
2019-11-19 15:13:00,1
2019-11-19 16:36:00,1
2019-11-19 17:11:00,1
2019-11-19 17:37:00,1
2019-11-19 18:19:00,1
2019-11-20 04:41:00,1
2019-11-20 12:26:00,1
2019-11-20 15:43:00,2
2019-11-20 22:02:00,1
2019-11-21 16:35:00,1
2019-11-21 20:05:00,1
2019-11-22 02:43:00,1
2019-11-22 07:49:00,1
2019-11-22 13:02:00,1
2019-11-22 18:37:00,1
2019-11-23 00:28:00,1
2019-11-23 05:32:00,1
2019-11-23 05:42:00,1
2019-11-23 06:17:00,1
2019-11-23 14:29:00,1
2019-11-24 12:34:00,1
2019-11-24 18:17:00,1
2019-11-25 17:27:00,1
2019-11-27 05:15:00,1
2019-11-27 12:00:00,1
2019-11-28 06:26:00,1
2019-11-28 06:51:00,1
2019-11-28 23:26:00,1
2019-11-29 19:12:00,1
2019-11-29 23:58:00,1
2019-11-30 23:30:00,1
2019-12-01 05:34:00,1
2019-12-01 13:50:00,1
2019-12-01 18:00:00,1
2019-12-02 16:12:00,1
2019-12-03 01:04:00,1
2019-12-03 03:45:00,1
2019-12-03 06:49:00,1
2019-12-03 08:04:00,1
2019-12-03 08:19:00,1
2019-12-03 08:22:00,1
2019-12-03 12:02:00,1
2019-12-03 15:28:00,1
2019-12-04 07:47:00,1
2019-12-04 08:34:00,1
2019-12-04 10:56:00,1
2019-12-04 11:09:00,1
2019-12-04 13:22:00,1
2019-12-04 20:26:00,1
2019-12-04 23:16:00,1
2019-12-05 00:07:00,1
2019-12-05 00:25:00,2
2019-12-05 00:57:00,1
2019-12-05 01:14:00,1
2019-12-05 03:05:00,1
2019-12-05 08:33:00,1
2019-12-05 10:01:00,1
2019-12-05 11:01:00,1
2019-12-05 11:06:00,1
2019-12-05 12:51:00,1
2019-12-05 19:03:00,1
2019-12-05 19:07:00,1
2019-12-05 20:11:00,1
2019-12-06 08:55:00,1
2019-12-06 19:40:00,1
2019-12-06 20:00:00,1
2019-12-07 12:32:00,1
2019-12-07 20:39:00,1
2019-12-07 21:13:00,1
2019-12-08 06:22:00,1
2019-12-09 06:14:00,1
2019-12-09 16:14:00,1
2019-12-09 17:41:00,1
2019-12-11 04:52:00,2
2019-12-11 05:38:00,2
2019-12-11 05:42:00,1
2019-12-11 08:37:00,1
2019-12-11 11:11:00,1
2019-12-11 19:15:00,1
2019-12-11 21:59:00,1
2019-12-11 23:36:00,1
2019-12-12 00:22:00,1
2019-12-12 05:13:00,1
2019-12-12 06:12:00,1
2019-12-12 12:29:00,1
2019-12-13 07:50:00,1
2019-12-13 07:51:00,1
2019-12-13 09:21:00,1
2019-12-13 10:19:00,1
2019-12-13 11:05:00,1
2019-12-13 11:56:00,1
2019-12-13 12:44:00,1
2019-12-14 13:00:00,1
2019-12-14 13:41:00,1
2019-12-15 04:51:00,1
2019-12-15 08:35:00,1
2019-12-15 16:51:00,1
2019-12-15 21:48:00,1
2019-12-16 22:24:00,1
2019-12-17 00:15:00,1
2019-12-17 16:32:00,1
2019-12-17 17:25:00,1
2019-12-18 00:58:00,1
2019-12-18 01:28:00,1
2019-12-18 09:16:00,1
2019-12-18 10:07:00,1
2019-12-18 11:03:00,1
2019-12-18 15:40:00,1
2019-12-18 15:54:00,1
2019-12-19 15:17:00,1
2019-12-19 16:38:00,1
2019-12-19 19:19:00,1
2019-12-20 08:58:00,1
2019-12-20 09:33:00,1
2019-12-20 17:19:00,1
2019-12-21 04:52:00,1
2019-12-21 17:16:00,1
2019-12-22 04:04:00,2
2019-12-22 10:09:00,1
2019-12-22 14:52:00,1
2019-12-23 07:59:00,1
2019-12-23 14:02:00,1
2019-12-24 00:44:00,1
2019-12-25 01:09:00,1
2019-12-25 02:14:00,1
2019-12-25 04:12:00,1
2019-12-25 19:14:00,1
2019-12-26 03:08:00,1
2019-12-26 10:03:00,1
2019-12-26 15:18:00,1
2019-12-26 16:17:00,1
2019-12-27 05:15:00,1
2019-12-27 11:43:00,1
2019-12-27 17:23:00,1
2019-12-28 23:22:00,1
2019-12-29 04:33:00,1
2019-12-29 06:51:00,1
2019-12-29 15:25:00,1
2019-12-29 17:24:00,1
2019-12-30 05:22:00,1
2019-12-30 06:12:00,1
2019-12-30 15:16:00,1
2019-12-31 00:00:00,1
