27241,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns (#) ORDER BY [columnID]"
2019-03-19 20:17:00,1
2019-03-19 20:18:00,1
2019-03-19 20:29:00,2
2019-03-19 20:35:00,1
2019-03-19 20:38:00,1
2019-03-19 20:58:00,1
2019-03-19 21:13:00,1
2019-03-19 21:29:00,1
2019-03-19 21:36:00,2
2019-03-19 22:02:00,1
2019-03-19 23:30:00,1
2019-03-20 00:38:00,1
2019-03-20 03:03:00,2
2019-03-20 04:19:00,1
2019-03-20 06:06:00,1
2019-03-20 06:49:00,1
2019-03-20 06:51:00,2
2019-03-20 07:07:00,1
2019-03-20 07:13:00,1
2019-03-20 07:32:00,1
2019-03-20 07:36:00,1
2019-03-20 09:13:00,1
2019-03-20 09:59:00,1
2019-03-20 10:42:00,1
2019-03-20 11:48:00,3
2019-03-20 11:49:00,1
2019-03-20 11:52:00,4
2019-03-20 11:53:00,1
2019-03-20 11:54:00,1
2019-03-20 11:55:00,1
2019-03-20 11:56:00,2
2019-03-20 11:57:00,1
2019-03-20 12:02:00,1
2019-03-20 12:06:00,2
2019-03-20 13:26:00,3
2019-03-20 14:23:00,1
2019-03-20 14:24:00,1
2019-03-20 14:25:00,2
2019-03-20 14:36:00,1
2019-03-20 15:26:00,1
2019-03-20 15:37:00,1
2019-03-20 16:12:00,1
2019-03-20 16:13:00,1
2019-03-20 16:50:00,1
2019-03-20 16:51:00,1
2019-03-20 16:52:00,1
2019-03-20 16:53:00,1
2019-03-20 16:56:00,1
2019-03-20 16:57:00,1
2019-03-20 17:15:00,1
2019-03-20 17:16:00,1
2019-03-20 17:20:00,1
2019-03-20 17:30:00,1
2019-03-20 17:31:00,2
2019-03-20 17:32:00,1
2019-03-20 19:16:00,1
2019-03-20 19:20:00,1
2019-03-20 20:40:00,1
2019-03-20 20:41:00,2
2019-03-20 20:42:00,1
2019-03-20 20:44:00,2
2019-03-20 21:07:00,1
2019-03-20 21:23:00,1
2019-03-20 21:33:00,1
2019-03-20 22:04:00,1
2019-03-20 22:08:00,1
2019-03-20 22:16:00,1
2019-03-20 22:17:00,1
2019-03-20 22:30:00,1
2019-03-20 22:34:00,1
2019-03-20 23:02:00,1
2019-03-21 00:33:00,1
2019-03-21 00:45:00,1
2019-03-21 01:01:00,1
2019-03-21 03:23:00,1
2019-03-21 05:15:00,1
2019-03-21 07:15:00,2
2019-03-21 07:27:00,2
2019-03-21 07:29:00,2
2019-03-21 09:42:00,2
2019-03-21 10:18:00,1
2019-03-21 11:26:00,1
2019-03-21 11:38:00,1
2019-03-21 11:52:00,1
2019-03-21 11:53:00,1
2019-03-21 11:55:00,2
2019-03-21 12:13:00,2
2019-03-21 12:17:00,1
2019-03-21 12:18:00,1
2019-03-21 12:20:00,1
2019-03-21 12:21:00,1
2019-03-21 12:22:00,1
2019-03-21 12:25:00,2
2019-03-21 12:30:00,1
2019-03-21 12:31:00,1
2019-03-21 12:36:00,1
2019-03-21 12:39:00,1
2019-03-21 12:43:00,1
2019-03-21 12:44:00,2
2019-03-21 12:53:00,1
2019-03-21 13:05:00,2
2019-03-21 13:33:00,1
2019-03-21 14:03:00,1
2019-03-21 14:04:00,1
2019-03-21 14:11:00,3
2019-03-21 14:23:00,1
2019-03-21 14:25:00,1
2019-03-21 14:39:00,2
2019-03-21 14:44:00,1
2019-03-21 15:00:00,1
2019-03-21 15:01:00,2
2019-03-21 15:02:00,1
2019-03-21 15:04:00,1
2019-03-21 16:01:00,4
2019-03-21 16:02:00,2
2019-03-21 16:06:00,3
2019-03-21 16:07:00,1
2019-03-21 16:08:00,1
2019-03-21 16:17:00,1
2019-03-21 17:12:00,1
2019-03-21 17:23:00,1
2019-03-21 17:25:00,1
2019-03-21 17:33:00,2
2019-03-21 17:40:00,3
2019-03-21 17:41:00,2
2019-03-21 17:42:00,1
2019-03-21 17:55:00,1
2019-03-21 18:00:00,1
2019-03-21 18:03:00,1
2019-03-21 19:40:00,1
2019-03-21 19:42:00,1
2019-03-21 19:43:00,1
2019-03-21 21:30:00,2
2019-03-21 23:58:00,4
2019-03-21 23:59:00,2
2019-03-22 00:00:00,4
2019-03-22 00:04:00,1
2019-03-22 00:10:00,2
2019-03-22 00:21:00,4
2019-03-22 08:48:00,2
2019-03-22 08:50:00,1
2019-03-22 09:14:00,1
2019-03-22 09:35:00,1
2019-03-22 09:38:00,2
2019-03-22 09:43:00,2
2019-03-22 09:44:00,1
2019-03-22 09:47:00,1
2019-03-22 10:18:00,1
2019-03-22 10:19:00,1
2019-03-22 11:14:00,1
2019-03-22 11:17:00,1
2019-03-22 11:18:00,1
2019-03-22 11:36:00,1
2019-03-22 11:37:00,1
2019-03-22 11:38:00,1
2019-03-22 12:26:00,2
2019-03-22 13:00:00,2
2019-03-22 14:13:00,1
2019-03-22 14:16:00,2
2019-03-22 14:18:00,1
2019-03-22 14:50:00,1
2019-03-22 14:51:00,2
2019-03-22 17:21:00,1
2019-03-22 17:30:00,1
2019-03-22 17:31:00,1
2019-03-22 17:38:00,1
2019-03-22 17:39:00,1
2019-03-22 18:14:00,2
2019-03-22 18:49:00,1
2019-03-22 18:50:00,4
2019-03-22 18:51:00,2
2019-03-22 18:52:00,3
2019-03-22 18:53:00,1
2019-03-22 18:54:00,1
2019-03-22 19:01:00,2
2019-03-22 19:11:00,2
2019-03-22 19:14:00,2
2019-03-22 19:15:00,1
2019-03-22 19:16:00,1
2019-03-22 19:20:00,3
2019-03-22 19:23:00,1
2019-03-22 19:41:00,1
2019-03-22 19:42:00,1
2019-03-22 19:43:00,1
2019-03-22 19:44:00,1
2019-03-22 19:45:00,1
2019-03-22 19:55:00,2
2019-03-22 19:56:00,5
2019-03-22 19:57:00,4
2019-03-22 20:01:00,1
2019-03-22 20:03:00,3
2019-03-22 20:04:00,1
2019-03-22 20:07:00,1
2019-03-22 20:08:00,1
2019-03-22 20:11:00,1
2019-03-22 20:12:00,1
2019-03-22 20:13:00,12
2019-03-22 20:14:00,5
2019-03-22 20:15:00,1
2019-03-22 20:16:00,5
2019-03-22 20:17:00,4
2019-03-22 20:18:00,5
2019-03-22 20:19:00,6
2019-03-22 20:20:00,9
2019-03-22 20:21:00,6
2019-03-22 20:26:00,3
2019-03-22 20:28:00,2
2019-03-22 20:39:00,3
2019-03-22 20:40:00,6
2019-03-22 20:41:00,1
2019-03-22 20:42:00,2
2019-03-22 20:52:00,1
2019-03-22 20:56:00,1
2019-03-22 21:18:00,3
2019-03-22 21:24:00,2
2019-03-22 21:25:00,2
2019-03-22 22:15:00,1
2019-03-22 22:20:00,4
2019-03-22 22:32:00,1
2019-03-22 22:33:00,2
2019-03-22 22:35:00,1
2019-03-22 23:30:00,1
2019-03-22 23:31:00,1
2019-03-22 23:52:00,1
2019-03-22 23:53:00,1
2019-03-22 23:54:00,1
2019-03-22 23:55:00,1
2019-03-23 02:17:00,1
2019-03-23 03:58:00,1
2019-03-23 04:32:00,1
2019-03-23 12:04:00,1
2019-03-23 16:18:00,1
2019-03-23 17:27:00,1
2019-03-23 17:32:00,1
2019-03-23 17:33:00,1
2019-03-23 17:34:00,1
2019-03-23 17:38:00,1
2019-03-23 17:49:00,1
2019-03-23 17:56:00,1
2019-03-23 18:13:00,1
2019-03-23 18:14:00,1
2019-03-23 19:05:00,1
2019-03-23 19:37:00,1
2019-03-23 19:38:00,1
2019-03-23 19:50:00,1
2019-03-23 19:52:00,1
2019-03-23 21:11:00,1
2019-03-23 22:51:00,1
2019-03-23 23:01:00,1
2019-03-23 23:02:00,1
2019-03-23 23:03:00,1
2019-03-23 23:18:00,1
2019-03-23 23:29:00,1
2019-03-23 23:30:00,1
2019-03-23 23:32:00,1
2019-03-23 23:48:00,1
2019-03-23 23:49:00,1
2019-03-23 23:50:00,2
2019-03-23 23:51:00,1
2019-03-23 23:54:00,1
2019-03-24 00:01:00,1
2019-03-24 00:30:00,2
2019-03-24 00:39:00,1
2019-03-24 00:40:00,1
2019-03-24 01:01:00,1
2019-03-24 01:02:00,2
2019-03-24 03:48:00,1
2019-03-24 05:04:00,2
2019-03-24 06:13:00,2
2019-03-24 09:30:00,1
2019-03-24 09:31:00,1
2019-03-24 09:37:00,1
2019-03-24 09:38:00,1
2019-03-24 10:06:00,1
2019-03-24 10:08:00,1
2019-03-24 10:18:00,1
2019-03-24 14:21:00,4
2019-03-24 15:52:00,3
2019-03-24 16:24:00,2
2019-03-24 17:25:00,1
2019-03-24 17:47:00,1
2019-03-24 18:00:00,1
2019-03-24 18:53:00,1
2019-03-24 19:11:00,1
2019-03-24 19:12:00,1
2019-03-24 20:48:00,1
2019-03-24 20:49:00,3
2019-03-24 20:50:00,1
2019-03-24 20:53:00,1
2019-03-24 20:57:00,2
2019-03-24 21:25:00,2
2019-03-24 21:41:00,3
2019-03-24 21:44:00,1
2019-03-24 21:45:00,1
2019-03-24 21:46:00,1
2019-03-24 22:03:00,1
2019-03-24 22:04:00,4
2019-03-24 22:11:00,5
2019-03-24 22:30:00,3
2019-03-24 22:31:00,1
2019-03-24 22:38:00,1
2019-03-24 23:01:00,2
2019-03-24 23:18:00,1
2019-03-24 23:25:00,1
2019-03-24 23:30:00,1
2019-03-24 23:40:00,2
2019-03-24 23:41:00,1
2019-03-24 23:47:00,1
2019-03-25 00:11:00,1
2019-03-25 00:44:00,1
2019-03-25 03:59:00,2
2019-03-25 05:36:00,1
2019-03-25 05:45:00,1
2019-03-25 05:46:00,1
2019-03-25 05:47:00,1
2019-03-25 06:08:00,1
2019-03-25 06:22:00,1
2019-03-25 06:23:00,1
2019-03-25 06:48:00,1
2019-03-25 07:30:00,1
2019-03-25 08:48:00,1
2019-03-25 08:55:00,1
2019-03-25 09:40:00,1
2019-03-25 13:22:00,2
2019-03-25 14:40:00,1
2019-03-25 14:46:00,1
2019-03-25 14:47:00,1
2019-03-25 15:03:00,1
2019-03-25 15:06:00,1
2019-03-25 15:07:00,1
2019-03-25 15:13:00,1
2019-03-25 15:14:00,2
2019-03-25 15:31:00,1
2019-03-25 15:33:00,1
2019-03-25 15:39:00,2
2019-03-25 15:40:00,1
2019-03-25 15:43:00,1
2019-03-25 15:44:00,2
2019-03-25 15:46:00,2
2019-03-25 15:54:00,1
2019-03-25 16:00:00,1
2019-03-25 16:10:00,1
2019-03-25 16:38:00,1
2019-03-25 16:39:00,1
2019-03-25 17:01:00,1
2019-03-25 17:15:00,1
2019-03-25 17:17:00,1
2019-03-25 18:17:00,2
2019-03-25 18:34:00,1
2019-03-25 18:36:00,1
2019-03-25 18:38:00,1
2019-03-25 18:39:00,1
2019-03-25 18:40:00,1
2019-03-25 18:45:00,1
2019-03-25 19:03:00,1
2019-03-25 19:05:00,1
2019-03-25 19:09:00,1
2019-03-25 19:20:00,2
2019-03-25 19:21:00,2
2019-03-25 19:27:00,1
2019-03-25 19:31:00,1
2019-03-25 19:43:00,1
2019-03-25 19:44:00,1
2019-03-25 19:49:00,1
2019-03-25 20:08:00,1
2019-03-25 20:22:00,3
2019-03-25 20:26:00,1
2019-03-25 20:27:00,2
2019-03-25 20:29:00,1
2019-03-25 20:31:00,1
2019-03-25 20:32:00,1
2019-03-25 20:36:00,1
2019-03-25 20:37:00,1
2019-03-25 20:38:00,1
2019-03-25 20:40:00,2
2019-03-25 20:43:00,1
2019-03-25 20:44:00,3
2019-03-25 20:53:00,1
2019-03-25 20:54:00,1
2019-03-25 20:56:00,1
2019-03-25 20:57:00,2
2019-03-25 21:07:00,2
2019-03-25 21:09:00,2
2019-03-25 21:25:00,2
2019-03-25 21:38:00,1
2019-03-25 21:54:00,1
2019-03-25 21:57:00,2
2019-03-25 21:59:00,1
2019-03-25 22:26:00,1
2019-03-25 22:31:00,2
2019-03-25 22:33:00,1
2019-03-26 01:10:00,1
2019-03-26 01:29:00,1
2019-03-26 01:35:00,1
2019-03-26 06:23:00,1
2019-03-26 06:27:00,2
2019-03-26 07:12:00,1
2019-03-26 07:14:00,1
2019-03-26 12:28:00,2
2019-03-26 12:33:00,1
2019-03-26 13:13:00,1
2019-03-26 13:27:00,1
2019-03-26 13:54:00,1
2019-03-26 13:56:00,1
2019-03-26 14:10:00,1
2019-03-26 14:11:00,1
2019-03-26 14:37:00,1
2019-03-26 15:26:00,1
2019-03-26 15:27:00,1
2019-03-26 15:30:00,1
2019-03-26 15:44:00,2
2019-03-26 16:05:00,1
2019-03-26 16:09:00,1
2019-03-26 16:14:00,1
2019-03-26 16:15:00,2
2019-03-26 16:16:00,1
2019-03-26 16:19:00,1
2019-03-26 16:20:00,1
2019-03-26 16:24:00,1
2019-03-26 16:37:00,1
2019-03-26 16:38:00,1
2019-03-26 17:10:00,4
2019-03-26 17:32:00,1
2019-03-26 17:49:00,2
2019-03-26 17:54:00,2
2019-03-26 17:58:00,1
2019-03-26 18:00:00,3
2019-03-26 18:14:00,2
2019-03-26 18:26:00,3
2019-03-26 18:34:00,2
2019-03-26 18:37:00,1
2019-03-26 18:38:00,1
2019-03-26 18:39:00,4
2019-03-26 18:44:00,3
2019-03-26 18:45:00,1
2019-03-26 18:53:00,1
2019-03-26 19:03:00,1
2019-03-26 20:16:00,1
2019-03-26 20:39:00,1
2019-03-26 20:40:00,1
2019-03-26 20:42:00,1
2019-03-26 20:43:00,1
2019-03-26 20:49:00,1
2019-03-26 20:52:00,1
2019-03-26 20:55:00,2
2019-03-26 21:00:00,1
2019-03-26 21:04:00,1
2019-03-26 21:05:00,2
2019-03-26 21:06:00,2
2019-03-26 21:07:00,1
2019-03-26 21:08:00,1
2019-03-26 21:12:00,1
2019-03-26 21:13:00,3
2019-03-26 21:14:00,1
2019-03-26 21:23:00,1
2019-03-26 21:40:00,2
2019-03-26 21:41:00,2
2019-03-26 21:42:00,8
2019-03-26 21:43:00,4
2019-03-26 21:44:00,6
2019-03-26 21:45:00,4
2019-03-26 21:46:00,1
2019-03-26 21:47:00,2
2019-03-26 21:48:00,13
2019-03-26 21:49:00,18
2019-03-26 21:50:00,28
2019-03-26 21:51:00,8
2019-03-26 21:52:00,3
2019-03-26 21:53:00,4
2019-03-26 21:54:00,1
2019-03-26 21:55:00,1
2019-03-26 21:58:00,1
2019-03-26 22:00:00,2
2019-03-26 22:01:00,3
2019-03-26 22:02:00,3
2019-03-26 22:15:00,1
2019-03-26 22:16:00,1
2019-03-26 23:30:00,1
2019-03-26 23:32:00,1
2019-03-27 00:01:00,1
2019-03-27 01:02:00,2
2019-03-27 02:22:00,1
2019-03-27 02:23:00,2
2019-03-27 02:24:00,1
2019-03-27 02:32:00,1
2019-03-27 02:33:00,2
2019-03-27 03:37:00,2
2019-03-27 03:54:00,1
2019-03-27 03:56:00,2
2019-03-27 03:57:00,1
2019-03-27 04:00:00,1
2019-03-27 04:30:00,2
2019-03-27 05:44:00,1
2019-03-27 07:25:00,1
2019-03-27 07:31:00,1
2019-03-27 08:04:00,2
2019-03-27 08:16:00,1
2019-03-27 08:48:00,1
2019-03-27 09:09:00,1
2019-03-27 09:11:00,1
2019-03-27 09:13:00,2
2019-03-27 09:14:00,2
2019-03-27 09:30:00,1
2019-03-27 09:58:00,1
2019-03-27 09:59:00,1
2019-03-27 10:00:00,2
2019-03-27 10:01:00,1
2019-03-27 10:16:00,1
2019-03-27 11:09:00,2
2019-03-27 11:10:00,1
2019-03-27 11:13:00,1
2019-03-27 12:48:00,1
2019-03-27 12:50:00,1
2019-03-27 13:01:00,1
2019-03-27 13:13:00,2
2019-03-27 13:15:00,1
2019-03-27 13:16:00,1
2019-03-27 13:52:00,1
2019-03-27 13:53:00,1
2019-03-27 14:03:00,6
2019-03-27 14:10:00,2
2019-03-27 14:42:00,1
2019-03-27 15:31:00,1
2019-03-27 15:33:00,2
2019-03-27 15:34:00,2
2019-03-27 15:41:00,1
2019-03-27 16:07:00,1
2019-03-27 16:10:00,2
2019-03-27 16:11:00,1
2019-03-27 16:18:00,1
2019-03-27 16:19:00,1
2019-03-27 16:25:00,1
2019-03-27 16:31:00,1
2019-03-27 17:14:00,1
2019-03-27 17:55:00,1
2019-03-27 18:01:00,1
2019-03-27 18:03:00,1
2019-03-27 18:49:00,1
2019-03-27 18:50:00,1
2019-03-27 18:51:00,1
2019-03-27 18:52:00,1
2019-03-27 18:53:00,1
2019-03-27 18:54:00,1
2019-03-27 19:13:00,1
2019-03-27 19:14:00,3
2019-03-27 19:21:00,2
2019-03-27 19:26:00,2
2019-03-27 19:34:00,2
2019-03-27 19:35:00,1
2019-03-27 19:36:00,1
2019-03-27 19:37:00,1
2019-03-27 19:38:00,3
2019-03-27 19:39:00,1
2019-03-27 19:40:00,1
2019-03-27 19:41:00,2
2019-03-27 19:51:00,1
2019-03-27 19:53:00,1
2019-03-27 19:54:00,2
2019-03-27 19:55:00,1
2019-03-27 19:57:00,1
2019-03-27 19:58:00,2
2019-03-27 19:59:00,1
2019-03-27 20:03:00,1
2019-03-27 20:04:00,2
2019-03-27 20:07:00,1
2019-03-27 20:12:00,1
2019-03-27 20:15:00,1
2019-03-27 20:17:00,1
2019-03-27 20:22:00,1
2019-03-27 20:29:00,1
2019-03-27 20:39:00,1
2019-03-27 20:52:00,1
2019-03-27 21:13:00,1
2019-03-27 21:26:00,1
2019-03-27 21:35:00,2
2019-03-27 21:56:00,1
2019-03-27 22:10:00,1
2019-03-27 22:27:00,1
2019-03-27 22:28:00,2
2019-03-27 22:46:00,1
2019-03-27 22:47:00,3
2019-03-27 23:03:00,1
2019-03-27 23:23:00,1
2019-03-27 23:27:00,1
2019-03-27 23:49:00,1
2019-03-28 01:09:00,2
2019-03-28 02:58:00,1
2019-03-28 03:04:00,1
2019-03-28 03:06:00,1
2019-03-28 03:07:00,1
2019-03-28 03:22:00,1
2019-03-28 03:32:00,2
2019-03-28 03:58:00,1
2019-03-28 04:29:00,2
2019-03-28 04:30:00,1
2019-03-28 04:31:00,3
2019-03-28 04:32:00,5
2019-03-28 04:33:00,1
2019-03-28 04:35:00,3
2019-03-28 04:51:00,2
2019-03-28 04:52:00,1
2019-03-28 04:53:00,1
2019-03-28 04:54:00,3
2019-03-28 05:02:00,1
2019-03-28 05:14:00,1
2019-03-28 06:22:00,1
2019-03-28 06:25:00,1
2019-03-28 06:34:00,1
2019-03-28 07:21:00,1
2019-03-28 07:28:00,1
2019-03-28 07:30:00,1
2019-03-28 07:32:00,1
2019-03-28 07:37:00,1
2019-03-28 07:39:00,4
2019-03-28 07:43:00,1
2019-03-28 09:18:00,2
2019-03-28 09:20:00,2
2019-03-28 09:28:00,1
2019-03-28 09:39:00,1
2019-03-28 10:15:00,1
2019-03-28 10:16:00,1
2019-03-28 10:20:00,1
2019-03-28 10:23:00,1
2019-03-28 10:26:00,1
2019-03-28 11:00:00,1
2019-03-28 11:21:00,1
2019-03-28 11:24:00,1
2019-03-28 11:40:00,1
2019-03-28 11:50:00,1
2019-03-28 12:05:00,2
2019-03-28 12:21:00,1
2019-03-28 12:24:00,2
2019-03-28 12:27:00,1
2019-03-28 12:29:00,1
2019-03-28 12:33:00,1
2019-03-28 12:34:00,1
2019-03-28 12:38:00,2
2019-03-28 12:39:00,1
2019-03-28 12:40:00,3
2019-03-28 12:41:00,1
2019-03-28 13:03:00,3
2019-03-28 13:04:00,3
2019-03-28 13:06:00,1
2019-03-28 13:07:00,1
2019-03-28 13:08:00,1
2019-03-28 13:48:00,2
2019-03-28 13:52:00,1
2019-03-28 13:55:00,1
2019-03-28 14:34:00,1
2019-03-28 14:35:00,1
2019-03-28 15:21:00,3
2019-03-28 15:25:00,2
2019-03-28 15:26:00,3
2019-03-28 16:02:00,1
2019-03-28 16:03:00,1
2019-03-28 16:46:00,2
2019-03-28 17:08:00,7
2019-03-28 17:09:00,2
2019-03-28 17:38:00,1
2019-03-28 17:41:00,2
2019-03-28 17:42:00,1
2019-03-28 17:45:00,1
2019-03-28 17:46:00,1
2019-03-28 17:47:00,4
2019-03-28 18:01:00,1
2019-03-28 18:02:00,2
2019-03-28 18:03:00,2
2019-03-28 18:04:00,1
2019-03-28 21:30:00,1
2019-03-28 22:57:00,1
2019-03-28 23:25:00,1
2019-03-28 23:26:00,1
2019-03-28 23:28:00,1
2019-03-28 23:57:00,1
2019-03-28 23:58:00,1
2019-03-29 00:28:00,1
2019-03-29 00:49:00,1
2019-03-29 01:30:00,1
2019-03-29 01:31:00,3
2019-03-29 01:32:00,1
2019-03-29 01:59:00,1
2019-03-29 02:39:00,1
2019-03-29 02:40:00,2
2019-03-29 03:08:00,1
2019-03-29 03:11:00,1
2019-03-29 03:30:00,1
2019-03-29 03:38:00,1
2019-03-29 04:03:00,1
2019-03-29 04:21:00,3
2019-03-29 04:22:00,2
2019-03-29 04:23:00,1
2019-03-29 04:25:00,4
2019-03-29 04:26:00,3
2019-03-29 04:30:00,1
2019-03-29 04:31:00,1
2019-03-29 04:41:00,1
2019-03-29 04:45:00,1
2019-03-29 04:46:00,1
2019-03-29 04:56:00,1
2019-03-29 04:58:00,1
2019-03-29 05:09:00,1
2019-03-29 05:21:00,1
2019-03-29 05:23:00,1
2019-03-29 07:43:00,1
2019-03-29 08:22:00,1
2019-03-29 08:24:00,1
2019-03-29 12:39:00,4
2019-03-29 12:40:00,3
2019-03-29 12:42:00,2
2019-03-29 12:43:00,1
2019-03-29 14:07:00,1
2019-03-29 14:10:00,1
2019-03-29 14:28:00,2
2019-03-29 14:54:00,1
2019-03-29 14:57:00,1
2019-03-29 15:01:00,2
2019-03-29 15:03:00,1
2019-03-29 15:06:00,2
2019-03-29 15:07:00,1
2019-03-29 15:27:00,1
2019-03-29 15:28:00,1
2019-03-29 15:52:00,1
2019-03-29 15:53:00,1
2019-03-29 15:56:00,2
2019-03-29 16:02:00,1
2019-03-29 16:03:00,1
2019-03-29 16:05:00,1
2019-03-29 16:13:00,1
2019-03-29 16:14:00,1
2019-03-29 16:15:00,2
2019-03-29 16:20:00,1
2019-03-29 16:21:00,1
2019-03-29 16:52:00,1
2019-03-29 17:01:00,2
2019-03-29 17:02:00,1
2019-03-29 17:03:00,1
2019-03-29 17:09:00,1
2019-03-29 17:12:00,1
2019-03-29 17:13:00,1
2019-03-29 17:28:00,1
2019-03-29 17:32:00,1
2019-03-29 17:44:00,1
2019-03-29 17:45:00,1
2019-03-29 17:52:00,1
2019-03-29 17:53:00,2
2019-03-29 17:54:00,3
2019-03-29 17:57:00,1
2019-03-29 17:58:00,1
2019-03-29 18:36:00,2
2019-03-29 19:04:00,1
2019-03-29 19:06:00,2
2019-03-29 19:34:00,2
2019-03-29 19:37:00,1
2019-03-29 19:43:00,1
2019-03-29 19:50:00,1
2019-03-29 19:56:00,1
2019-03-29 20:01:00,2
2019-03-29 20:02:00,1
2019-03-29 20:52:00,2
2019-03-29 21:19:00,1
2019-03-29 21:23:00,1
2019-03-29 21:39:00,2
2019-03-29 21:40:00,1
2019-03-29 21:42:00,1
2019-03-29 21:57:00,1
2019-03-29 21:59:00,1
2019-03-29 22:01:00,1
2019-03-29 22:02:00,2
2019-03-29 22:13:00,1
2019-03-29 22:18:00,1
2019-03-29 22:20:00,3
2019-03-29 23:20:00,1
2019-03-30 00:47:00,1
2019-03-30 00:50:00,1
2019-03-30 01:11:00,1
2019-03-30 04:46:00,1
2019-03-30 04:47:00,1
2019-03-30 04:48:00,1
2019-03-30 04:51:00,1
2019-03-30 05:45:00,2
2019-03-30 05:48:00,1
2019-03-30 06:00:00,1
2019-03-30 09:26:00,3
2019-03-30 09:31:00,1
2019-03-30 09:36:00,1
2019-03-30 09:44:00,1
2019-03-30 09:45:00,1
2019-03-30 09:46:00,1
2019-03-30 09:57:00,1
2019-03-30 09:58:00,1
2019-03-30 12:05:00,1
2019-03-30 12:06:00,1
2019-03-30 12:10:00,1
2019-03-30 12:49:00,1
2019-03-30 12:50:00,1
2019-03-30 12:52:00,2
2019-03-30 12:53:00,2
2019-03-30 12:57:00,1
2019-03-30 12:59:00,2
2019-03-30 13:01:00,1
2019-03-30 13:12:00,1
2019-03-30 13:33:00,1
2019-03-30 13:39:00,1
2019-03-30 13:40:00,1
2019-03-30 14:18:00,1
2019-03-30 14:39:00,1
2019-03-30 15:46:00,1
2019-03-30 16:29:00,1
2019-03-30 16:30:00,1
2019-03-30 18:02:00,1
2019-03-30 18:03:00,1
2019-03-30 18:07:00,3
2019-03-30 18:10:00,2
2019-03-30 18:11:00,1
2019-03-30 18:12:00,1
2019-03-30 18:36:00,1
2019-03-30 18:43:00,5
2019-03-30 18:58:00,2
2019-03-30 19:35:00,1
2019-03-30 19:54:00,1
2019-03-30 20:48:00,2
2019-03-30 21:03:00,1
2019-03-30 21:45:00,4
2019-03-30 21:50:00,2
2019-03-30 21:51:00,1
2019-03-30 22:06:00,1
2019-03-30 22:11:00,1
2019-03-30 22:20:00,1
2019-03-30 22:21:00,2
2019-03-30 22:34:00,1
2019-03-30 22:35:00,1
2019-03-30 22:36:00,1
2019-03-30 22:42:00,2
2019-03-30 22:43:00,1
2019-03-30 22:44:00,1
2019-03-30 23:13:00,1
2019-03-30 23:14:00,1
2019-03-31 07:18:00,1
2019-03-31 09:08:00,1
2019-03-31 09:10:00,1
2019-03-31 09:34:00,1
2019-03-31 09:53:00,4
2019-03-31 10:18:00,1
2019-03-31 10:24:00,1
2019-03-31 10:27:00,1
2019-03-31 10:55:00,1
2019-03-31 11:02:00,1
2019-03-31 11:03:00,1
2019-03-31 11:09:00,1
2019-03-31 11:10:00,1
2019-03-31 11:11:00,1
2019-03-31 11:12:00,1
2019-03-31 11:13:00,1
2019-03-31 11:15:00,1
2019-03-31 11:20:00,1
2019-03-31 11:22:00,1
2019-03-31 11:23:00,1
2019-03-31 11:24:00,1
2019-03-31 11:31:00,1
2019-03-31 11:32:00,1
2019-03-31 14:25:00,1
2019-03-31 14:35:00,1
2019-03-31 14:37:00,1
2019-03-31 14:38:00,1
2019-03-31 14:40:00,1
2019-03-31 14:43:00,1
2019-03-31 14:44:00,1
2019-03-31 14:52:00,1
2019-03-31 15:02:00,1
2019-03-31 15:05:00,1
2019-03-31 15:07:00,1
2019-03-31 15:10:00,1
2019-03-31 17:03:00,1
2019-03-31 19:03:00,1
2019-03-31 19:05:00,1
2019-03-31 19:11:00,3
2019-03-31 19:25:00,2
2019-03-31 19:26:00,2
2019-03-31 19:47:00,1
2019-03-31 19:51:00,1
2019-03-31 19:52:00,1
2019-03-31 19:53:00,1
2019-03-31 19:54:00,1
2019-03-31 19:59:00,1
2019-03-31 20:02:00,1
2019-03-31 20:05:00,2
2019-03-31 20:06:00,1
2019-03-31 20:08:00,1
2019-03-31 20:09:00,1
2019-03-31 20:12:00,3
2019-03-31 20:59:00,1
2019-03-31 21:06:00,1
2019-03-31 21:07:00,3
2019-03-31 21:08:00,1
2019-03-31 21:34:00,1
2019-03-31 21:36:00,1
2019-03-31 21:37:00,1
2019-03-31 21:38:00,4
2019-03-31 21:39:00,4
2019-03-31 21:40:00,2
2019-03-31 21:47:00,1
2019-03-31 21:48:00,1
2019-03-31 21:51:00,1
2019-03-31 22:18:00,1
2019-03-31 22:19:00,1
2019-03-31 22:20:00,1
2019-03-31 22:26:00,1
2019-03-31 22:30:00,3
2019-03-31 22:31:00,1
2019-03-31 22:32:00,1
2019-03-31 22:34:00,3
2019-03-31 22:35:00,1
2019-03-31 22:45:00,1
2019-03-31 22:46:00,1
2019-03-31 23:09:00,1
2019-03-31 23:10:00,1
2019-03-31 23:14:00,2
2019-03-31 23:15:00,2
2019-03-31 23:17:00,1
2019-03-31 23:24:00,1
2019-03-31 23:25:00,2
2019-03-31 23:28:00,2
2019-03-31 23:30:00,2
2019-03-31 23:31:00,1
2019-03-31 23:32:00,1
2019-03-31 23:33:00,1
2019-03-31 23:34:00,1
2019-03-31 23:35:00,1
2019-03-31 23:36:00,1
