1588,"SELECT p.ra, p.dec, p.raErr, p.decErr, p.objId, p.run, p.rerun, p.camcol, p.field, dbo.fPhotoModeN (mode) as mode, nChild, dbo.fPhotoTypeN (p.type) as type, clean, flags, psfMag_u, psfMag_g, psfMag_r, psfMag_i, psfMag_z, psfMagErr_u, psfMagErr_g, psfMagErr_r, psfMagErr_i, psfMagErr_z, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, extinction_u, extinction_g, extinction_r, extinction_i, extinction_z, mjd from PhotoObj as p JOIN dbo.fGetObjFromRectEq (#, #, #, #) AS R ON P.objID = R.objID"
2019-07-02 04:42:00,1
2019-07-02 16:18:00,1
2019-07-02 17:26:00,1
2019-07-02 17:43:00,1
2019-07-03 00:56:00,1
2019-07-03 17:10:00,1
2019-07-03 17:12:00,1
2019-07-03 17:44:00,1
2019-07-04 14:21:00,2
2019-07-04 14:31:00,1
2019-07-04 14:37:00,1
2019-07-04 15:18:00,1
2019-07-04 17:09:00,1
2019-07-05 02:19:00,1
2019-07-05 03:34:00,1
2019-07-05 03:39:00,1
2019-07-05 04:18:00,1
2019-07-05 04:22:00,1
2019-07-05 04:31:00,1
2019-07-05 13:43:00,1
2019-07-05 18:19:00,1
2019-07-05 23:00:00,1
2019-07-05 23:10:00,1
2019-07-06 00:12:00,1
2019-07-06 00:18:00,1
2019-07-06 01:44:00,1
2019-07-06 01:57:00,1
2019-07-07 02:49:00,1
2019-07-07 03:07:00,2
2019-07-07 03:08:00,1
2019-07-07 17:39:00,1
2019-07-07 17:41:00,1
2019-07-07 17:42:00,1
2019-07-07 18:06:00,1
2019-07-08 04:59:00,1
2019-07-08 17:20:00,1
2019-07-08 21:40:00,1
2019-07-08 22:00:00,1
2019-07-08 22:51:00,1
2019-07-09 02:53:00,1
2019-07-09 05:43:00,1
2019-07-09 15:42:00,1
2019-07-09 17:26:00,1
2019-07-10 03:12:00,1
2019-07-10 03:15:00,1
2019-07-10 06:14:00,1
2019-07-10 18:24:00,1
2019-07-10 18:48:00,1
2019-07-10 18:55:00,1
2019-07-11 02:45:00,1
2019-07-11 02:47:00,1
2019-07-11 03:39:00,1
2019-07-11 03:45:00,1
2019-07-11 03:49:00,1
2019-07-11 03:57:00,1
2019-07-11 18:09:00,1
2019-07-11 19:39:00,1
2019-07-11 19:45:00,1
2019-07-12 00:26:00,1
2019-07-12 02:10:00,1
2019-07-12 03:12:00,1
2019-07-12 03:13:00,1
2019-07-12 04:36:00,1
2019-07-13 03:03:00,1
2019-07-13 09:24:00,1
2019-07-13 22:57:00,1
2019-07-14 16:23:00,1
2019-07-14 16:44:00,1
2019-07-14 16:50:00,1
2019-07-14 17:38:00,1
2019-07-15 04:17:00,1
2019-07-16 04:06:00,1
2019-07-16 04:35:00,1
2019-07-16 05:04:00,1
2019-07-16 05:16:00,1
2019-07-16 05:30:00,1
2019-07-16 16:12:00,2
2019-07-16 16:17:00,1
2019-07-16 16:19:00,1
2019-07-16 16:21:00,1
2019-07-16 19:52:00,1
2019-07-16 19:53:00,1
2019-07-16 19:54:00,1
2019-07-16 19:56:00,1
2019-07-16 19:59:00,1
2019-07-16 20:41:00,1
2019-07-16 20:53:00,1
2019-07-16 20:59:00,1
2019-07-16 21:00:00,1
2019-07-16 21:30:00,1
2019-07-16 21:38:00,1
2019-07-16 21:46:00,1
2019-07-16 21:48:00,1
2019-07-17 02:34:00,1
2019-07-17 02:51:00,1
2019-07-17 02:57:00,1
2019-07-17 04:12:00,1
2019-07-17 13:46:00,1
2019-07-17 13:47:00,1
2019-07-17 13:55:00,1
2019-07-17 14:24:00,1
2019-07-17 14:26:00,1
2019-07-17 14:46:00,1
2019-07-17 15:08:00,1
2019-07-17 15:20:00,1
2019-07-17 15:38:00,1
2019-07-17 16:20:00,1
2019-07-17 16:34:00,1
2019-07-17 18:16:00,1
2019-07-17 18:34:00,1
2019-07-18 15:23:00,1
2019-07-18 16:10:00,1
2019-07-19 01:10:00,1
2019-07-19 01:30:00,1
2019-07-19 01:34:00,1
2019-07-20 01:32:00,1
2019-07-20 02:05:00,1
2019-07-21 00:42:00,1
2019-07-21 03:47:00,1
2019-07-21 04:52:00,1
2019-07-21 05:53:00,1
2019-07-21 16:55:00,1
2019-07-21 17:03:00,1
2019-07-21 17:55:00,1
2019-07-21 18:04:00,1
2019-07-21 18:16:00,1
2019-07-21 18:49:00,1
2019-07-23 02:33:00,1
2019-07-23 02:48:00,1
2019-07-23 03:09:00,1
2019-07-23 03:20:00,1
2019-07-23 17:09:00,1
2019-07-23 17:25:00,1
2019-07-24 02:37:00,1
2019-07-24 02:44:00,1
2019-07-24 15:06:00,1
2019-07-25 02:48:00,1
2019-07-25 17:59:00,3
2019-07-25 18:00:00,2
2019-07-25 18:52:00,1
2019-07-26 02:25:00,1
2019-07-26 14:29:00,1
2019-07-26 14:33:00,1
2019-07-26 14:41:00,1
2019-07-26 14:46:00,1
2019-07-26 14:49:00,1
2019-07-26 15:04:00,1
2019-07-26 15:08:00,1
2019-07-26 15:12:00,1
2019-07-27 02:03:00,1
2019-07-28 03:36:00,1
2019-07-28 04:06:00,1
2019-07-28 05:00:00,1
2019-07-28 05:07:00,1
2019-07-29 01:21:00,1
2019-07-29 01:23:00,1
2019-07-29 02:25:00,1
2019-07-30 01:18:00,1
2019-07-30 01:22:00,1
2019-07-30 01:24:00,1
2019-07-30 01:27:00,1
2019-07-30 01:33:00,1
2019-07-30 03:57:00,1
2019-07-30 04:06:00,1
2019-07-30 04:08:00,1
2019-07-30 04:13:00,1
2019-07-30 23:14:00,1
2019-07-31 00:30:00,1
2019-07-31 00:32:00,1
2019-07-31 00:55:00,1
2019-07-31 01:06:00,1
2019-07-31 01:59:00,1
2019-07-31 02:04:00,1
2019-07-31 02:22:00,1
2019-08-01 07:29:00,1
2019-08-02 02:27:00,1
2019-08-02 02:40:00,1
2019-08-02 02:46:00,1
2019-08-02 03:08:00,1
2019-08-03 00:47:00,1
2019-08-03 00:49:00,1
2019-08-03 00:59:00,1
2019-08-03 01:00:00,1
2019-08-03 01:10:00,1
2019-08-03 01:15:00,1
2019-08-03 01:35:00,1
2019-08-03 01:38:00,1
2019-08-03 01:43:00,1
2019-08-03 02:14:00,1
2019-08-03 02:20:00,1
2019-08-04 02:51:00,1
2019-08-04 03:50:00,1
2019-08-04 03:58:00,1
2019-08-04 06:02:00,1
2019-08-04 17:01:00,1
2019-08-04 17:48:00,1
2019-08-04 17:54:00,1
2019-08-04 18:01:00,1
2019-08-05 01:45:00,1
2019-08-05 01:51:00,1
2019-08-05 02:09:00,1
2019-08-08 02:31:00,1
2019-08-08 02:47:00,1
2019-08-09 02:58:00,1
2019-08-09 03:27:00,1
2019-08-11 01:36:00,1
2019-08-11 02:53:00,1
2019-08-11 03:03:00,1
2019-08-11 03:08:00,1
2019-08-11 03:14:00,1
2019-08-12 01:38:00,1
2019-08-12 04:06:00,1
2019-08-13 00:57:00,1
2019-08-13 01:06:00,1
2019-08-13 01:31:00,1
2019-08-13 02:50:00,1
2019-08-14 04:19:00,1
2019-08-14 05:25:00,1
2019-08-15 03:15:00,1
2019-08-15 03:32:00,1
2019-08-15 04:16:00,1
2019-08-16 00:01:00,1
2019-08-18 02:36:00,1
2019-08-19 00:41:00,1
2019-08-20 02:18:00,1
2019-08-20 03:00:00,1
2019-08-20 03:17:00,1
2019-08-21 23:54:00,1
2019-08-21 23:55:00,2
2019-08-21 23:56:00,1
2019-08-22 00:05:00,1
2019-08-22 01:01:00,1
2019-08-23 01:20:00,1
2019-08-23 01:31:00,1
2019-08-23 01:59:00,1
2019-08-23 02:16:00,1
2019-08-24 01:40:00,1
2019-08-24 02:36:00,1
2019-08-24 02:41:00,1
2019-08-25 01:20:00,1
2019-08-25 01:46:00,1
2019-08-25 04:42:00,1
2019-08-25 05:09:00,1
2019-08-26 01:36:00,1
2019-08-26 01:51:00,1
2019-08-27 04:44:00,1
2019-08-28 03:13:00,1
2019-08-29 03:33:00,1
2019-08-29 03:40:00,1
2019-08-29 03:41:00,1
2019-08-29 05:02:00,1
2019-08-29 05:07:00,1
2019-08-29 05:09:00,1
2019-08-30 02:46:00,1
2019-08-31 02:26:00,1
2019-08-31 05:43:00,1
2019-08-31 06:12:00,1
2019-09-01 01:51:00,1
2019-09-01 02:05:00,1
2019-09-01 02:27:00,1
2019-09-01 03:36:00,1
2019-09-01 03:37:00,1
2019-09-02 02:41:00,1
2019-09-02 02:57:00,1
2019-09-02 03:34:00,1
2019-09-03 02:28:00,1
2019-09-03 02:43:00,1
2019-09-05 01:29:00,1
2019-09-05 01:33:00,1
2019-09-05 17:03:00,1
2019-09-06 23:28:00,1
2019-09-06 23:37:00,1
2019-09-06 23:57:00,1
2019-09-07 00:26:00,1
2019-09-08 01:21:00,1
2019-09-08 01:53:00,1
2019-09-08 01:57:00,1
2019-09-09 01:25:00,1
2019-09-09 01:31:00,1
2019-09-12 00:44:00,1
2019-09-14 03:03:00,1
2019-09-17 01:33:00,1
2019-09-17 02:02:00,1
2019-09-18 01:02:00,1
2019-09-18 01:06:00,1
2019-09-18 01:24:00,1
2019-09-18 02:29:00,1
2019-09-18 18:57:00,1
2019-09-21 17:55:00,1
2019-09-22 01:57:00,1
2019-09-22 02:07:00,1
2019-09-23 19:27:00,1
2019-09-24 01:41:00,1
2019-09-24 01:52:00,1
2019-09-25 03:14:00,1
2019-09-26 04:15:00,1
2019-09-26 11:39:00,1
2019-09-26 11:40:00,1
2019-09-26 13:06:00,1
2019-09-26 13:13:00,1
2019-09-27 01:16:00,1
2019-09-27 01:18:00,1
2019-09-27 03:13:00,1
2019-09-28 00:35:00,1
2019-09-28 03:24:00,1
2019-09-30 14:23:00,1
2019-09-30 22:42:00,1
2019-10-01 07:36:00,1
2019-10-01 07:39:00,1
2019-10-02 00:30:00,1
2019-10-02 00:44:00,1
2019-10-02 00:45:00,1
2019-10-02 00:46:00,1
2019-10-02 01:05:00,1
2019-10-02 02:09:00,1
2019-10-03 04:13:00,1
2019-10-04 02:00:00,1
2019-10-04 02:21:00,1
2019-10-05 02:49:00,1
2019-10-05 03:08:00,1
2019-10-06 00:44:00,1
2019-10-06 00:54:00,1
2019-10-06 01:15:00,1
2019-10-06 01:44:00,1
2019-10-06 03:27:00,1
2019-10-07 01:22:00,1
2019-10-07 01:42:00,1
2019-10-07 02:24:00,1
2019-10-08 02:00:00,1
2019-10-08 02:11:00,1
2019-10-08 02:38:00,1
2019-10-08 02:39:00,1
2019-10-09 00:58:00,1
2019-10-09 03:04:00,2
2019-10-10 01:28:00,1
2019-10-10 03:39:00,1
2019-10-13 03:35:00,1
2019-10-13 04:06:00,1
2019-10-14 05:25:00,1
2019-10-15 01:23:00,1
2019-10-15 02:01:00,1
2019-10-15 02:18:00,1
2019-10-15 03:15:00,1
2019-10-16 01:53:00,1
2019-10-16 01:54:00,1
2019-10-17 01:29:00,1
2019-10-17 01:44:00,2
2019-10-17 02:37:00,1
2019-10-17 03:29:00,1
2019-10-21 00:56:00,1
2019-10-21 01:11:00,1
2019-10-21 01:40:00,1
2019-10-23 01:40:00,1
2019-10-23 01:53:00,1
2019-10-23 02:36:00,1
2019-10-23 04:00:00,1
2019-10-24 00:44:00,1
2019-10-24 01:31:00,1
2019-10-24 18:13:00,1
2019-10-26 00:03:00,1
2019-10-26 00:15:00,2
2019-10-26 00:18:00,1
2019-10-27 00:19:00,1
2019-10-28 00:49:00,1
2019-10-28 18:43:00,1
2019-10-28 18:45:00,1
2019-10-29 02:49:00,1
2019-10-29 03:02:00,1
2019-10-29 04:13:00,1
2019-10-30 18:49:00,1
2019-10-30 21:05:00,1
2019-10-31 01:35:00,1
2019-10-31 01:37:00,1
2019-10-31 01:38:00,1
2019-10-31 01:39:00,1
2019-10-31 01:40:00,1
2019-10-31 01:41:00,1
2019-10-31 01:42:00,3
2019-10-31 01:43:00,1
2019-10-31 01:44:00,1
2019-10-31 01:46:00,2
2019-10-31 02:28:00,2
2019-10-31 02:30:00,1
2019-10-31 02:34:00,1
2019-10-31 02:36:00,1
2019-10-31 20:52:00,1
2019-11-01 01:39:00,1
2019-11-01 02:01:00,1
2019-11-01 02:25:00,1
2019-11-02 02:27:00,1
2019-11-02 03:44:00,1
2019-11-02 23:59:00,1
2019-11-03 00:38:00,1
2019-11-03 01:46:00,1
2019-11-04 02:38:00,1
2019-11-04 03:13:00,1
2019-11-04 03:58:00,1
2019-11-05 01:03:00,1
2019-11-05 01:55:00,1
2019-11-05 03:14:00,1
2019-11-05 03:43:00,1
2019-11-05 04:00:00,1
2019-11-06 17:25:00,1
2019-11-06 18:01:00,1
2019-11-07 02:32:00,1
2019-11-07 03:42:00,1
2019-11-07 04:23:00,2
2019-11-07 04:24:00,1
2019-11-08 01:06:00,1
2019-11-08 01:43:00,1
2019-11-09 01:19:00,1
2019-11-09 01:29:00,1
2019-11-10 00:53:00,1
2019-11-10 03:57:00,1
2019-11-10 04:56:00,1
2019-11-10 11:56:00,1
2019-11-11 01:45:00,1
2019-11-11 02:07:00,1
2019-11-11 03:12:00,1
2019-11-11 03:19:00,1
2019-11-11 21:07:00,1
2019-11-11 21:10:00,1
2019-11-12 00:13:00,1
2019-11-12 00:21:00,1
2019-11-12 00:22:00,1
2019-11-12 00:57:00,1
2019-11-12 01:13:00,1
2019-11-12 04:29:00,1
2019-11-12 04:30:00,1
2019-11-12 23:53:00,1
2019-11-13 00:41:00,1
2019-11-13 04:09:00,1
2019-11-13 04:10:00,1
2019-11-15 03:21:00,1
2019-11-15 04:23:00,1
2019-11-16 01:11:00,1
2019-11-16 01:18:00,1
2019-11-16 01:34:00,1
2019-11-17 01:04:00,1
2019-11-17 01:48:00,1
2019-11-17 04:34:00,1
2019-11-17 04:39:00,1
2019-11-18 02:04:00,1
2019-11-18 03:12:00,1
2019-11-19 22:07:00,1
2019-11-19 22:35:00,1
2019-11-19 22:37:00,1
2019-11-20 01:05:00,1
2019-11-20 01:06:00,1
2019-11-21 05:08:00,1
2019-11-21 05:41:00,1
2019-11-21 18:21:00,1
2019-11-21 18:23:00,1
2019-11-22 01:41:00,1
2019-11-22 01:42:00,1
2019-11-22 01:43:00,1
2019-11-22 02:00:00,1
2019-11-22 02:43:00,1
2019-11-22 03:14:00,1
2019-11-22 03:15:00,1
2019-11-22 03:16:00,1
2019-11-22 03:35:00,1
2019-11-22 18:33:00,1
2019-11-22 19:15:00,1
2019-11-22 19:48:00,1
2019-11-23 04:15:00,1
2019-11-25 18:07:00,1
2019-11-26 01:41:00,1
2019-11-26 01:54:00,1
2019-11-26 03:19:00,1
2019-11-26 17:38:00,1
2019-11-26 19:45:00,1
2019-11-26 19:59:00,1
2019-11-26 21:38:00,1
2019-11-27 01:59:00,1
2019-11-27 15:15:00,1
2019-11-27 15:25:00,1
2019-11-28 01:11:00,1
2019-11-28 01:17:00,1
2019-11-28 01:36:00,1
2019-11-28 02:03:00,1
2019-11-28 02:05:00,1
2019-11-28 02:13:00,1
2019-11-28 04:58:00,1
2019-11-28 05:04:00,1
2019-11-28 05:20:00,1
2019-11-28 19:04:00,1
2019-11-29 02:29:00,1
2019-11-29 19:35:00,1
2019-11-30 01:32:00,1
2019-11-30 21:03:00,1
2019-12-01 01:27:00,1
2019-12-01 01:48:00,1
2019-12-02 02:52:00,1
2019-12-02 03:54:00,1
2019-12-02 04:14:00,1
2019-12-02 04:45:00,1
2019-12-03 03:02:00,1
2019-12-03 04:23:00,1
2019-12-03 04:40:00,1
2019-12-03 17:39:00,1
2019-12-03 18:31:00,1
2019-12-04 00:26:00,1
2019-12-04 00:59:00,1
2019-12-04 01:00:00,1
2019-12-04 01:01:00,1
2019-12-04 01:55:00,1
2019-12-04 02:43:00,1
2019-12-04 02:44:00,1
2019-12-04 02:45:00,1
2019-12-04 03:01:00,1
2019-12-04 03:14:00,1
2019-12-04 03:27:00,1
2019-12-04 03:33:00,1
2019-12-04 04:04:00,1
2019-12-04 04:18:00,1
2019-12-05 01:20:00,1
2019-12-05 03:20:00,1
2019-12-06 00:51:00,1
2019-12-06 01:00:00,1
2019-12-07 01:46:00,1
2019-12-07 14:39:00,1
2019-12-08 01:59:00,1
2019-12-08 02:20:00,1
2019-12-08 04:56:00,1
2019-12-08 05:12:00,1
2019-12-10 03:57:00,1
2019-12-10 04:31:00,1
2019-12-10 18:27:00,1
2019-12-11 15:47:00,1
2019-12-14 04:31:00,1
2019-12-14 05:27:00,1
2019-12-14 05:39:00,1
2019-12-15 02:42:00,1
2019-12-15 04:03:00,1
2019-12-16 02:40:00,1
2019-12-16 02:45:00,1
2019-12-16 03:03:00,1
2019-12-16 03:09:00,1
2019-12-16 03:29:00,1
2019-12-16 04:42:00,1
2019-12-16 04:47:00,1
2019-12-16 04:51:00,1
2019-12-16 05:41:00,1
2019-12-16 12:42:00,1
2019-12-16 15:47:00,1
2019-12-17 03:46:00,1
2019-12-17 04:24:00,1
2019-12-17 04:26:00,1
2019-12-17 04:54:00,1
2019-12-17 05:15:00,1
2019-12-17 23:18:00,2
2019-12-17 23:42:00,1
2019-12-18 04:35:00,1
2019-12-18 04:44:00,1
2019-12-18 04:50:00,1
2019-12-18 22:06:00,1
2019-12-18 22:21:00,1
2019-12-20 03:35:00,1
2019-12-20 03:45:00,1
2019-12-20 20:01:00,1
2019-12-20 20:02:00,1
2019-12-20 20:03:00,1
2019-12-20 20:08:00,1
2019-12-22 01:47:00,1
2019-12-22 02:12:00,1
2019-12-22 02:24:00,1
2019-12-22 02:45:00,1
2019-12-23 02:11:00,1
2019-12-24 01:54:00,1
2019-12-24 02:01:00,1
2019-12-24 02:28:00,1
2019-12-24 04:05:00,1
2019-12-24 04:48:00,1
2019-12-24 19:41:00,1
2019-12-24 19:43:00,1
2019-12-24 20:20:00,1
2019-12-24 20:48:00,1
2019-12-27 21:11:00,1
2019-12-30 01:02:00,1
2019-12-31 17:54:00,1
