956,"SELECT class, count (*) FROM SpecObj GROUP BY class"
2019-12-24 01:27:00,1
2019-12-25 01:11:00,1
2019-12-25 02:21:00,1
2019-12-25 04:15:00,1
2019-12-26 03:10:00,1
2019-12-26 10:43:00,1
2019-12-26 15:19:00,1
2019-12-26 16:20:00,1
2019-12-27 05:20:00,1
2019-12-27 11:47:00,1
2019-12-27 17:27:00,1
2019-12-28 05:37:00,1
2019-12-28 23:29:00,1
2019-12-29 06:54:00,1
2019-12-29 21:16:00,1
2019-12-30 03:43:00,1
2019-12-30 05:23:00,1
2019-12-30 06:13:00,1
2019-12-30 17:39:00,1
2019-12-30 22:50:00,1
2019-12-31 00:06:00,1
