1010,"SELECT top # objid, ra, dec, psfmag_i-extinction_i AS mag_i, psfmag_r-extinction_r AS mag_r, z FROM SpecPhoto WHERE (class = #)"
2019-12-06 22:16:00,1
2019-12-06 22:30:00,1
2019-12-06 23:16:00,1
2019-12-07 13:49:00,1
2019-12-07 14:21:00,1
2019-12-07 20:51:00,1
2019-12-09 03:22:00,1
2019-12-09 06:16:00,1
2019-12-09 17:44:00,1
2019-12-10 06:45:00,1
2019-12-11 00:11:00,1
2019-12-11 08:38:00,1
2019-12-11 10:42:00,1
2019-12-11 23:39:00,1
2019-12-12 00:25:00,1
2019-12-12 05:17:00,1
2019-12-12 06:03:00,1
2019-12-12 13:00:00,1
2019-12-12 14:03:00,1
2019-12-12 20:56:00,1
2019-12-13 09:25:00,1
2019-12-13 10:23:00,1
2019-12-13 11:42:00,1
2019-12-13 12:48:00,1
2019-12-14 10:25:00,1
2019-12-16 05:07:00,1
2019-12-16 22:26:00,1
2019-12-17 00:20:00,1
2019-12-17 02:02:00,1
2019-12-17 07:56:00,1
2019-12-17 17:41:00,1
2019-12-17 22:38:00,1
2019-12-18 01:05:00,1
2019-12-18 01:33:00,1
2019-12-18 02:54:00,1
2019-12-18 09:17:00,1
2019-12-18 10:05:00,1
2019-12-18 10:08:00,1
2019-12-18 10:14:00,1
2019-12-18 11:04:00,1
2019-12-19 17:07:00,1
2019-12-19 19:19:00,1
2019-12-19 19:31:00,1
2019-12-20 08:59:00,1
2019-12-20 09:34:00,1
2019-12-20 12:56:00,1
2019-12-20 17:20:00,1
2019-12-21 04:54:00,1
2019-12-21 17:17:00,1
2019-12-22 04:13:00,2
2019-12-22 10:10:00,1
2019-12-22 14:55:00,1
2019-12-23 08:02:00,1
2019-12-23 23:07:00,1
2019-12-25 01:10:00,1
2019-12-25 02:20:00,1
2019-12-25 04:14:00,1
2019-12-26 03:09:00,1
2019-12-26 15:19:00,1
2019-12-26 16:19:00,1
2019-12-27 05:19:00,1
2019-12-27 11:47:00,1
2019-12-27 17:26:00,1
2019-12-28 23:28:00,1
2019-12-29 06:55:00,1
2019-12-30 04:36:00,1
2019-12-30 05:23:00,1
2019-12-30 06:13:00,1
2019-12-30 07:35:00,1
2019-12-30 09:07:00,1
2019-12-30 10:47:00,1
2019-12-30 11:46:00,1
2019-12-30 21:05:00,1
2019-12-31 00:07:00,1
