327477,"SELECT TOP # ra, dec, u, err_u, g, err_g, r, err_r, i, err_i, z, err_z, objID from STAR where ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-21 17:10:00,134
2019-07-21 17:11:00,142
2019-07-21 17:12:00,157
2019-07-21 17:13:00,245
2019-07-21 17:14:00,242
2019-07-21 17:15:00,237
2019-07-21 17:16:00,240
2019-07-21 17:17:00,236
2019-07-21 17:18:00,248
2019-07-21 17:19:00,237
2019-07-21 17:20:00,237
2019-07-21 17:21:00,248
2019-07-21 17:22:00,248
2019-07-21 17:23:00,255
2019-07-21 17:24:00,236
2019-07-21 17:25:00,237
2019-07-21 17:26:00,238
2019-07-21 17:27:00,235
2019-07-21 17:28:00,237
2019-07-21 17:29:00,230
2019-07-21 17:30:00,224
2019-07-21 17:31:00,234
2019-07-21 17:32:00,207
2019-07-21 17:33:00,238
2019-07-21 17:34:00,230
2019-07-21 17:35:00,250
2019-07-21 17:36:00,243
2019-07-21 17:37:00,227
2019-07-21 17:38:00,228
2019-07-21 17:39:00,239
2019-07-21 17:40:00,244
2019-07-21 17:41:00,241
2019-07-21 17:42:00,230
2019-07-21 17:43:00,234
2019-07-21 17:44:00,224
2019-07-21 17:45:00,233
2019-07-21 17:46:00,226
2019-07-21 17:47:00,241
2019-07-21 17:48:00,233
2019-07-21 17:49:00,235
2019-07-21 17:50:00,227
2019-07-21 17:51:00,235
2019-07-21 17:52:00,246
2019-07-21 17:53:00,247
2019-07-21 17:54:00,240
2019-07-21 17:55:00,242
2019-07-21 17:56:00,252
2019-07-21 17:57:00,256
2019-07-21 17:58:00,223
2019-07-21 17:59:00,156
2019-07-21 18:00:00,152
2019-07-21 18:01:00,134
2019-07-21 18:02:00,229
2019-07-21 18:03:00,240
2019-07-21 18:04:00,260
2019-07-21 18:05:00,246
2019-07-21 18:06:00,255
2019-07-21 18:07:00,259
2019-07-21 18:08:00,243
2019-07-21 18:09:00,187
2019-07-21 18:10:00,71
2019-07-21 18:11:00,181
2019-07-21 18:12:00,236
2019-07-21 18:13:00,237
2019-07-21 18:14:00,208
2019-07-21 18:15:00,161
2019-07-21 18:16:00,160
2019-07-21 18:17:00,186
2019-07-21 18:18:00,165
2019-07-21 18:19:00,246
2019-07-21 18:20:00,165
2019-07-21 18:21:00,130
2019-07-21 18:22:00,138
2019-07-21 18:23:00,156
2019-07-21 18:24:00,137
2019-07-21 18:25:00,113
2019-07-21 18:26:00,121
2019-07-21 18:27:00,230
2019-07-21 18:28:00,234
2019-07-21 18:29:00,269
2019-07-21 18:30:00,239
2019-07-21 18:31:00,248
2019-07-21 18:32:00,254
2019-07-21 18:33:00,228
2019-07-21 18:34:00,188
2019-07-21 18:35:00,183
2019-07-21 18:36:00,250
2019-07-21 18:37:00,233
2019-07-21 18:38:00,238
2019-07-21 18:39:00,268
2019-07-21 18:40:00,227
2019-07-21 18:41:00,237
2019-07-21 18:42:00,241
2019-07-21 18:43:00,197
2019-07-21 18:44:00,246
2019-07-21 18:45:00,224
2019-07-21 18:46:00,262
2019-07-21 18:47:00,268
2019-07-21 18:48:00,250
2019-07-21 18:49:00,243
2019-07-21 18:50:00,236
2019-07-21 18:51:00,178
2019-07-21 18:52:00,152
2019-07-21 18:53:00,267
2019-07-21 18:54:00,229
2019-07-21 18:55:00,251
2019-07-21 18:56:00,260
2019-07-21 18:57:00,227
2019-07-21 18:58:00,187
2019-07-21 18:59:00,157
2019-07-21 19:00:00,173
2019-07-21 19:01:00,235
2019-07-21 19:02:00,257
2019-07-21 19:03:00,256
2019-07-21 19:04:00,252
2019-07-21 19:05:00,234
2019-07-21 19:06:00,250
2019-07-21 19:07:00,253
2019-07-21 19:08:00,244
2019-07-21 19:09:00,245
2019-07-21 19:10:00,241
2019-07-21 19:11:00,237
2019-07-21 19:12:00,257
2019-07-21 19:13:00,243
2019-07-21 19:14:00,236
2019-07-21 19:15:00,250
2019-07-21 19:16:00,240
2019-07-21 19:17:00,236
2019-07-21 19:18:00,246
2019-07-21 19:19:00,234
2019-07-21 19:20:00,255
2019-07-21 19:21:00,232
2019-07-21 19:22:00,237
2019-07-21 19:23:00,235
2019-07-21 19:24:00,246
2019-07-21 19:25:00,244
2019-07-21 19:26:00,240
2019-07-21 19:27:00,268
2019-07-21 19:28:00,264
2019-07-21 19:29:00,238
2019-07-21 19:30:00,240
2019-07-21 19:31:00,236
2019-07-21 19:32:00,232
2019-07-21 19:33:00,255
2019-07-21 19:34:00,239
2019-07-21 19:35:00,242
2019-07-21 19:36:00,236
2019-07-21 19:37:00,234
2019-07-21 19:38:00,249
2019-07-21 19:39:00,250
2019-07-21 19:40:00,232
2019-07-21 19:41:00,240
2019-07-21 19:42:00,247
2019-07-21 19:43:00,238
2019-07-21 19:44:00,245
2019-07-21 19:45:00,245
2019-07-21 19:46:00,247
2019-07-21 19:47:00,242
2019-07-21 19:48:00,233
2019-07-21 19:49:00,225
2019-07-21 19:50:00,167
2019-07-21 19:51:00,175
2019-07-21 19:52:00,243
2019-07-21 19:53:00,253
2019-07-21 19:54:00,234
2019-07-21 19:55:00,223
2019-07-21 19:56:00,228
2019-07-21 19:57:00,255
2019-07-21 19:58:00,247
2019-07-21 19:59:00,251
2019-07-21 20:00:00,240
2019-07-21 20:01:00,245
2019-07-21 20:02:00,241
2019-07-21 20:03:00,219
2019-07-21 20:04:00,250
2019-07-21 20:05:00,238
2019-07-21 20:06:00,231
2019-07-21 20:07:00,251
2019-07-21 20:08:00,243
2019-07-21 20:09:00,243
2019-07-21 20:10:00,230
2019-07-21 20:11:00,229
2019-07-21 20:12:00,239
2019-07-21 20:13:00,235
2019-07-21 20:14:00,243
2019-07-21 20:15:00,254
2019-07-21 20:16:00,238
2019-07-21 20:17:00,225
2019-07-21 20:18:00,232
2019-07-21 20:19:00,260
2019-07-21 20:20:00,247
2019-07-21 20:21:00,231
2019-07-21 20:22:00,240
2019-07-21 20:23:00,236
2019-07-21 20:24:00,253
2019-07-21 20:25:00,240
2019-07-21 20:26:00,236
2019-07-21 20:27:00,221
2019-07-21 20:28:00,225
2019-07-21 20:29:00,236
2019-07-21 20:30:00,241
2019-07-21 20:31:00,246
2019-07-21 20:32:00,229
2019-07-21 20:33:00,237
2019-07-21 20:34:00,254
2019-07-21 20:35:00,233
2019-07-21 20:36:00,251
2019-07-21 20:37:00,246
2019-07-21 20:38:00,233
2019-07-21 20:39:00,240
2019-07-21 20:40:00,247
2019-07-21 20:41:00,237
2019-07-21 20:42:00,249
2019-07-21 20:43:00,238
2019-07-21 20:44:00,237
2019-07-21 20:45:00,227
2019-07-21 20:46:00,232
2019-07-21 20:47:00,231
2019-07-21 20:48:00,242
2019-07-21 20:49:00,241
2019-07-21 20:50:00,244
2019-07-21 20:51:00,242
2019-07-21 20:52:00,241
2019-07-21 20:53:00,252
2019-07-21 20:54:00,230
2019-07-21 20:55:00,249
2019-07-21 20:56:00,241
2019-07-21 20:57:00,246
2019-07-21 20:58:00,242
2019-07-21 20:59:00,217
2019-07-21 21:00:00,209
2019-07-21 21:01:00,238
2019-07-21 21:02:00,229
2019-07-21 21:03:00,249
2019-07-21 21:04:00,254
2019-07-21 21:05:00,250
2019-07-21 21:06:00,250
2019-07-21 21:07:00,247
2019-07-21 21:08:00,240
2019-07-21 21:09:00,239
2019-07-21 21:10:00,239
2019-07-21 21:11:00,239
2019-07-21 21:12:00,253
2019-07-21 21:13:00,236
2019-07-21 21:14:00,244
2019-07-21 21:15:00,244
2019-07-21 21:16:00,257
2019-07-21 21:17:00,238
2019-07-21 21:18:00,240
2019-07-21 21:19:00,234
2019-07-21 21:20:00,219
2019-07-21 21:21:00,241
2019-07-21 21:22:00,244
2019-07-21 21:23:00,239
2019-07-21 21:24:00,240
2019-07-21 21:25:00,244
2019-07-21 21:26:00,239
2019-07-21 21:27:00,262
2019-07-21 21:28:00,233
2019-07-21 21:29:00,231
2019-07-21 21:30:00,246
2019-07-21 21:31:00,236
2019-07-21 21:32:00,238
2019-07-21 21:33:00,224
2019-07-21 21:34:00,250
2019-07-21 21:35:00,236
2019-07-21 21:36:00,253
2019-07-21 21:37:00,238
2019-07-21 21:38:00,230
2019-07-21 21:39:00,252
2019-07-21 21:40:00,241
2019-07-21 21:41:00,238
2019-07-21 21:42:00,240
2019-07-21 21:43:00,233
2019-07-21 21:44:00,244
2019-07-21 21:45:00,243
2019-07-21 21:46:00,232
2019-07-21 21:47:00,256
2019-07-21 21:48:00,236
2019-07-21 21:49:00,248
2019-07-21 21:50:00,246
2019-07-21 21:51:00,249
2019-07-21 21:52:00,237
2019-07-21 21:53:00,251
2019-07-21 21:54:00,248
2019-07-21 21:55:00,243
2019-07-21 21:56:00,229
2019-07-21 21:57:00,258
2019-07-21 21:58:00,243
2019-07-21 21:59:00,249
2019-07-21 22:00:00,235
2019-07-21 22:01:00,240
2019-07-21 22:02:00,233
2019-07-21 22:03:00,247
2019-07-21 22:04:00,232
2019-07-21 22:05:00,242
2019-07-21 22:06:00,236
2019-07-21 22:07:00,259
2019-07-21 22:08:00,256
2019-07-21 22:09:00,262
2019-07-21 22:10:00,151
2019-07-21 22:11:00,210
2019-07-21 22:12:00,239
2019-07-21 22:13:00,234
2019-07-21 22:14:00,237
2019-07-21 22:15:00,275
2019-07-21 22:16:00,249
2019-07-21 22:17:00,276
2019-07-21 22:18:00,236
2019-07-21 22:19:00,242
2019-07-21 22:20:00,243
2019-07-21 22:21:00,253
2019-07-21 22:22:00,249
2019-07-21 22:23:00,238
2019-07-21 22:24:00,238
2019-07-21 22:25:00,234
2019-07-21 22:26:00,244
2019-07-21 22:27:00,243
2019-07-21 22:28:00,239
2019-07-21 22:29:00,241
2019-07-21 22:30:00,247
2019-07-21 22:31:00,250
2019-07-21 22:32:00,238
2019-07-21 22:33:00,258
2019-07-21 22:34:00,232
2019-07-21 22:35:00,256
2019-07-21 22:36:00,245
2019-07-21 22:37:00,238
2019-07-21 22:38:00,259
2019-07-21 22:39:00,235
2019-07-21 22:40:00,247
2019-07-21 22:41:00,242
2019-07-21 22:42:00,252
2019-07-21 22:43:00,245
2019-07-21 22:44:00,240
2019-07-21 22:45:00,266
2019-07-21 22:46:00,235
2019-07-21 22:47:00,274
2019-07-21 22:48:00,254
2019-07-21 22:49:00,257
2019-07-21 22:50:00,241
2019-07-21 22:51:00,262
2019-07-21 22:52:00,251
2019-07-21 22:53:00,248
2019-07-21 22:54:00,214
2019-07-21 22:55:00,193
2019-07-21 22:56:00,243
2019-07-21 22:57:00,246
2019-07-21 22:58:00,248
2019-07-21 22:59:00,159
2019-07-21 23:00:00,162
2019-07-21 23:01:00,257
2019-07-21 23:02:00,240
2019-07-21 23:03:00,260
2019-07-21 23:04:00,234
2019-07-21 23:05:00,249
2019-07-21 23:06:00,234
2019-07-21 23:07:00,266
2019-07-21 23:08:00,263
2019-07-21 23:09:00,256
2019-07-21 23:10:00,241
2019-07-21 23:11:00,257
2019-07-21 23:12:00,232
2019-07-21 23:13:00,239
2019-07-21 23:14:00,246
2019-07-21 23:15:00,253
2019-07-21 23:16:00,230
2019-07-21 23:17:00,242
2019-07-21 23:18:00,240
2019-07-21 23:19:00,231
2019-07-21 23:20:00,255
2019-07-21 23:21:00,238
2019-07-21 23:22:00,244
2019-07-21 23:23:00,250
2019-07-21 23:24:00,246
2019-07-21 23:25:00,238
2019-07-21 23:26:00,251
2019-07-21 23:27:00,251
2019-07-21 23:28:00,246
2019-07-21 23:29:00,240
2019-07-21 23:30:00,247
2019-07-21 23:31:00,247
2019-07-21 23:32:00,237
2019-07-21 23:33:00,268
2019-07-21 23:34:00,248
2019-07-21 23:35:00,243
2019-07-21 23:36:00,238
2019-07-21 23:37:00,242
2019-07-21 23:38:00,237
2019-07-21 23:39:00,240
2019-07-21 23:40:00,241
2019-07-21 23:41:00,245
2019-07-21 23:42:00,250
2019-07-21 23:43:00,231
2019-07-21 23:44:00,240
2019-07-21 23:45:00,238
2019-07-21 23:46:00,234
2019-07-21 23:47:00,257
2019-07-21 23:48:00,243
2019-07-21 23:49:00,291
2019-07-21 23:50:00,251
2019-07-21 23:51:00,284
2019-07-21 23:52:00,245
2019-07-21 23:53:00,251
2019-07-21 23:54:00,244
2019-07-21 23:55:00,245
2019-07-21 23:56:00,265
2019-07-21 23:57:00,250
2019-07-21 23:58:00,246
2019-07-21 23:59:00,248
2019-07-22 00:00:00,243
2019-07-22 00:01:00,247
2019-07-22 00:02:00,251
2019-07-22 00:03:00,254
2019-07-22 00:04:00,183
2019-07-22 00:05:00,202
2019-07-22 00:06:00,159
2019-07-22 00:07:00,121
2019-07-22 00:08:00,158
2019-07-22 00:09:00,174
2019-07-22 00:10:00,230
2019-07-22 00:11:00,233
2019-07-22 00:12:00,172
2019-07-22 00:13:00,139
2019-07-22 00:14:00,153
2019-07-22 00:15:00,183
2019-07-22 00:16:00,251
2019-07-22 00:17:00,234
2019-07-22 00:18:00,229
2019-07-22 00:19:00,244
2019-07-22 00:20:00,241
2019-07-22 00:21:00,252
2019-07-22 00:22:00,249
2019-07-22 00:23:00,243
2019-07-22 00:24:00,241
2019-07-22 00:25:00,253
2019-07-22 00:26:00,246
2019-07-22 00:27:00,241
2019-07-22 00:28:00,243
2019-07-22 00:29:00,235
2019-07-22 00:30:00,260
2019-07-22 00:31:00,232
2019-07-22 00:32:00,236
2019-07-22 00:33:00,243
2019-07-22 00:34:00,190
2019-07-22 00:35:00,168
2019-07-22 00:36:00,200
2019-07-22 00:37:00,246
2019-07-22 00:38:00,222
2019-07-22 00:39:00,233
2019-07-22 00:40:00,217
2019-07-22 00:41:00,244
2019-07-22 00:42:00,247
2019-07-22 00:43:00,249
2019-07-22 00:44:00,241
2019-07-22 00:45:00,245
2019-07-22 00:46:00,240
2019-07-22 00:47:00,241
2019-07-22 00:48:00,238
2019-07-22 00:49:00,264
2019-07-22 00:50:00,260
2019-07-22 00:51:00,239
2019-07-22 00:52:00,241
2019-07-22 00:53:00,229
2019-07-22 00:54:00,256
2019-07-22 00:55:00,210
2019-07-22 00:56:00,140
2019-07-22 00:57:00,166
2019-07-22 00:58:00,159
2019-07-22 00:59:00,177
2019-07-22 01:00:00,184
2019-07-22 01:01:00,170
2019-07-22 01:02:00,136
2019-07-22 01:03:00,149
2019-07-22 01:04:00,219
2019-07-22 01:05:00,238
2019-07-22 01:06:00,245
2019-07-22 01:07:00,227
2019-07-22 01:08:00,234
2019-07-22 01:09:00,233
2019-07-22 01:10:00,251
2019-07-22 01:11:00,252
2019-07-22 01:12:00,248
2019-07-22 01:13:00,255
2019-07-22 01:14:00,253
2019-07-22 01:15:00,240
2019-07-22 01:16:00,158
2019-07-22 01:17:00,144
2019-07-22 01:18:00,164
2019-07-22 01:19:00,187
2019-07-22 01:20:00,201
2019-07-22 01:21:00,200
2019-07-22 01:22:00,217
2019-07-22 01:23:00,141
2019-07-22 01:24:00,139
2019-07-22 01:25:00,159
2019-07-22 01:26:00,181
2019-07-22 01:27:00,144
2019-07-22 01:28:00,198
2019-07-22 01:29:00,142
2019-07-22 01:30:00,220
2019-07-22 01:31:00,242
2019-07-22 01:32:00,259
2019-07-22 01:33:00,245
2019-07-22 01:34:00,270
2019-07-22 01:35:00,259
2019-07-22 01:36:00,249
2019-07-22 01:37:00,252
2019-07-22 01:38:00,245
2019-07-22 01:39:00,251
2019-07-22 01:40:00,243
2019-07-22 01:41:00,235
2019-07-22 01:42:00,238
2019-07-22 01:43:00,241
2019-07-22 01:44:00,242
2019-07-22 01:45:00,230
2019-07-22 01:46:00,250
2019-07-22 01:47:00,225
2019-07-22 01:48:00,241
2019-07-22 01:49:00,252
2019-07-22 01:50:00,244
2019-07-22 01:51:00,237
2019-07-22 01:52:00,236
2019-07-22 01:53:00,204
2019-07-22 01:54:00,150
2019-07-22 01:55:00,68
2019-07-22 01:56:00,72
2019-07-22 01:57:00,75
2019-07-22 01:58:00,10
