1127,"SELECT prim.bestObjId, prim.mjd AS PrimMJD, prim.plate AS PrimPlate, other.mjd AS OtherMJD, other.plate AS OtherPlate, prim.z AS PrimZ, other.z AS OtherZ, plate.programname FROM SpecObjAll prim JOIN SpecObjAll other ON prim.bestObjId = other.bestObjId JOIN platex AS plate ON other.plate = plate.plate AND other.mjd = plate.mjd WHERE other.bestObjId > # AND prim.sciencePrimary = # AND other.sciencePrimary = # AND prim.z > # ORDER BY prim.bestObjId"
2019-10-24 21:39:00,1
2019-10-24 21:55:00,1
2019-10-24 22:29:00,1
2019-10-25 00:13:00,1
2019-10-25 00:37:00,1
2019-10-25 00:48:00,1
2019-10-26 04:34:00,1
2019-10-26 18:06:00,1
2019-10-26 18:47:00,1
2019-10-26 19:36:00,1
2019-10-26 21:24:00,1
2019-10-26 22:32:00,1
2019-10-27 07:50:00,1
2019-10-27 10:11:00,1
2019-10-29 16:29:00,1
2019-10-29 17:19:00,1
2019-10-29 23:49:00,1
2019-10-30 10:07:00,1
2019-10-30 20:54:00,1
2019-10-30 22:08:00,1
2019-10-30 23:48:00,1
2019-10-31 04:13:00,1
2019-11-01 02:48:00,1
2019-11-01 05:32:00,1
2019-11-01 07:09:00,1
2019-11-01 23:08:00,1
2019-11-02 01:13:00,1
2019-11-02 03:00:00,1
2019-11-02 07:11:00,1
2019-11-02 07:59:00,1
2019-11-02 17:39:00,1
2019-11-02 21:17:00,1
2019-11-02 22:02:00,1
2019-11-02 22:41:00,1
2019-11-03 01:44:00,1
2019-11-03 02:19:00,1
2019-11-04 12:55:00,1
2019-11-04 16:25:00,1
2019-11-05 03:37:00,1
2019-11-07 06:25:00,1
2019-11-08 17:11:00,1
2019-11-08 20:11:00,1
2019-11-09 08:16:00,1
2019-11-09 15:48:00,1
2019-11-10 07:24:00,1
2019-11-10 11:21:00,1
2019-11-10 13:40:00,1
2019-11-10 20:23:00,1
2019-11-10 20:47:00,1
2019-11-13 04:08:00,1
2019-11-13 04:48:00,1
2019-11-13 19:07:00,1
2019-11-13 20:03:00,1
2019-11-14 18:31:00,1
2019-11-14 19:10:00,1
2019-11-15 01:40:00,1
2019-11-15 02:01:00,1
2019-11-16 04:05:00,1
2019-11-16 04:31:00,1
2019-11-16 11:59:00,1
2019-11-16 23:33:00,1
2019-11-18 19:57:00,1
2019-11-18 20:50:00,1
2019-11-19 00:25:00,1
2019-11-19 17:14:00,1
2019-11-19 18:39:00,1
2019-11-20 04:51:00,1
2019-11-20 12:39:00,1
2019-11-20 20:39:00,1
2019-11-21 20:14:00,1
2019-11-22 02:40:00,1
2019-11-22 08:00:00,1
2019-11-22 11:01:00,1
2019-11-22 13:16:00,1
2019-11-22 16:50:00,1
2019-11-22 18:43:00,1
2019-11-23 00:36:00,1
2019-11-23 05:49:00,1
2019-11-23 14:37:00,1
2019-11-23 20:46:00,1
2019-11-24 13:51:00,1
2019-11-26 19:50:00,1
2019-11-27 05:26:00,1
2019-11-27 12:13:00,1
2019-11-28 06:25:00,1
2019-11-28 23:48:00,1
2019-11-29 14:44:00,1
2019-11-30 00:17:00,1
2019-11-30 02:09:00,1
2019-11-30 23:01:00,1
2019-11-30 23:39:00,1
2019-12-01 05:44:00,1
2019-12-01 13:52:00,1
2019-12-01 18:07:00,1
2019-12-03 01:15:00,1
2019-12-03 04:25:00,1
2019-12-03 08:33:00,1
2019-12-03 23:13:00,1
2019-12-04 07:54:00,1
2019-12-04 08:38:00,1
2019-12-04 11:17:00,1
2019-12-04 11:19:00,1
2019-12-04 20:33:00,1
2019-12-04 22:51:00,1
2019-12-04 23:24:00,1
2019-12-05 00:13:00,1
2019-12-05 00:31:00,1
2019-12-05 01:18:00,1
2019-12-05 02:16:00,1
2019-12-05 09:12:00,1
2019-12-05 10:10:00,1
2019-12-05 11:09:00,1
2019-12-05 11:16:00,1
2019-12-05 13:24:00,1
2019-12-05 19:16:00,1
2019-12-05 20:20:00,1
2019-12-06 12:18:00,1
2019-12-06 19:28:00,1
2019-12-06 19:51:00,1
2019-12-06 21:15:00,1
2019-12-06 22:25:00,1
2019-12-07 08:46:00,1
2019-12-07 14:22:00,1
2019-12-07 19:53:00,1
2019-12-07 21:05:00,1
2019-12-07 21:41:00,1
2019-12-07 22:58:00,2
2019-12-08 06:52:00,1
2019-12-08 08:07:00,1
2019-12-08 16:58:00,1
2019-12-08 22:06:00,1
2019-12-09 02:03:00,1
2019-12-09 06:27:00,1
2019-12-09 10:53:00,1
2019-12-09 19:25:00,1
2019-12-09 20:02:00,1
2019-12-11 11:12:00,1
2019-12-11 23:46:00,1
2019-12-12 00:29:00,1
2019-12-12 05:23:00,1
2019-12-12 11:43:00,1
2019-12-12 13:03:00,1
2019-12-13 09:32:00,1
2019-12-13 09:35:00,1
2019-12-13 10:27:00,1
2019-12-13 11:44:00,1
2019-12-13 12:50:00,1
2019-12-13 12:54:00,1
2019-12-14 10:26:00,1
2019-12-14 21:18:00,1
2019-12-15 09:17:00,1
2019-12-16 05:57:00,1
2019-12-16 22:30:00,1
2019-12-17 20:43:00,1
2019-12-18 01:04:00,1
2019-12-18 01:32:00,1
2019-12-18 09:24:00,1
2019-12-18 10:12:00,1
2019-12-19 16:44:00,1
2019-12-19 19:22:00,1
2019-12-20 09:01:00,1
2019-12-20 10:13:00,1
2019-12-20 17:21:00,1
2019-12-21 05:07:00,1
2019-12-21 05:47:00,1
2019-12-21 13:31:00,1
2019-12-22 04:22:00,1
2019-12-22 04:23:00,2
2019-12-22 09:21:00,1
2019-12-22 10:14:00,1
2019-12-22 14:58:00,1
2019-12-22 16:10:00,1
2019-12-22 19:03:00,1
2019-12-24 00:51:00,1
2019-12-25 01:13:00,1
2019-12-25 02:26:00,1
2019-12-25 04:20:00,1
2019-12-25 20:24:00,1
2019-12-26 03:11:00,1
2019-12-26 15:20:00,1
2019-12-26 16:22:00,1
2019-12-27 05:23:00,1
2019-12-27 11:52:00,1
2019-12-27 17:41:00,1
2019-12-28 17:20:00,1
2019-12-28 23:31:00,1
2019-12-29 01:13:00,1
2019-12-29 06:54:00,1
2019-12-30 04:19:00,1
2019-12-30 05:31:00,1
2019-12-30 06:17:00,1
2019-12-30 18:44:00,1
2019-12-31 00:06:00,1
2019-12-31 19:28:00,1
2019-12-31 21:47:00,1
