22260,"SELECT g.objID, g.type, g.ra, g.dec, g.dered_u, g.dered_g, g.dered_r, g.dered_i, g.dered_z, g.modelMagErr_u, g.modelMagErr_g, g.modelMagErr_r, g.modelMagErr_i, g.modelMagErr_z, s.snMedian, s.zWarning, s.zWarning_noqso, s.z_noqso, s.zErr_noqso, s.z as zs, s.zErr as zs_Err, p.z as zp, p.zErr as zp_Err, p.photoErrorClass, dbo.fPhotoFlagsN (g.flags) as flags, g.insideMask as inmask FROM PhotoPrimary g JOIN Photoz p ON p.objID = g.objID JOIN dbo.fGetNearbyObjEq (#, #, #) n ON n.objID = g.objID LEFT JOIN SpecObj s ON s.fluxObjID = g.objID WHERE g.dered_i< # and (g.flags & dbo.fPhotoFlags (#) ) = # and (g.flags & dbo.fPhotoFlags (#) ) = # and (g.flags & dbo.fPhotoFlags (#) ) = # and (g.insideMask & #) = # and (g.insideMask & #) = # and (g.insideMask & #) = # and (g.insideMask & #) = #"
2019-04-12 08:02:00,3
2019-04-12 08:05:00,2
2019-04-12 08:06:00,1
2019-04-12 08:07:00,2
2019-04-12 08:08:00,6
2019-04-12 08:09:00,4
2019-04-12 08:10:00,7
2019-04-12 08:11:00,4
2019-04-12 08:12:00,3
2019-04-12 08:13:00,1
2019-04-12 08:14:00,3
2019-04-12 08:15:00,1
2019-04-12 08:16:00,3
2019-04-12 08:17:00,2
2019-04-12 08:18:00,2
2019-04-12 08:20:00,2
2019-04-12 08:21:00,5
2019-04-12 08:22:00,2
2019-04-12 08:24:00,3
2019-04-12 08:25:00,3
2019-04-12 08:26:00,1
2019-04-12 08:27:00,1
2019-04-12 08:28:00,4
2019-04-12 08:29:00,3
2019-04-12 08:30:00,11
2019-04-12 08:31:00,13
2019-04-12 08:32:00,4
2019-04-12 08:33:00,2
2019-04-12 08:34:00,2
2019-04-12 08:35:00,3
2019-04-12 08:36:00,1
2019-04-12 08:37:00,9
2019-04-12 08:38:00,5
2019-04-12 08:39:00,1
2019-04-12 08:40:00,2
2019-04-12 08:41:00,3
2019-04-12 08:42:00,3
2019-04-12 08:44:00,5
2019-04-12 08:45:00,1
2019-04-12 08:46:00,1
2019-04-12 08:47:00,1
2019-04-12 08:48:00,1
2019-04-12 08:49:00,6
2019-04-12 08:50:00,1
2019-04-12 08:52:00,2
2019-04-12 08:53:00,4
2019-04-12 08:54:00,1
2019-04-12 08:55:00,2
2019-04-12 08:56:00,2
2019-04-12 08:57:00,4
2019-04-12 08:58:00,1
2019-04-12 08:59:00,1
2019-04-12 09:00:00,1
2019-04-12 09:01:00,2
2019-04-12 09:02:00,1
2019-04-12 09:03:00,1
2019-04-12 09:05:00,3
2019-04-12 09:06:00,3
2019-04-12 09:07:00,3
2019-04-12 09:08:00,3
2019-04-12 09:09:00,2
2019-04-12 09:10:00,3
2019-04-12 09:11:00,4
2019-04-12 09:12:00,3
2019-04-12 09:13:00,4
2019-04-12 09:14:00,7
2019-04-12 09:15:00,4
2019-04-12 09:16:00,1
2019-04-12 09:17:00,1
2019-04-12 09:18:00,4
2019-04-12 09:19:00,3
2019-04-12 09:20:00,2
2019-04-12 09:21:00,8
2019-04-12 09:22:00,3
2019-04-12 09:23:00,3
2019-04-12 09:24:00,3
2019-04-12 09:25:00,1
2019-04-12 09:26:00,1
2019-04-12 09:27:00,4
2019-04-12 09:28:00,2
2019-04-12 09:30:00,5
2019-04-12 09:31:00,7
2019-04-12 09:32:00,11
2019-04-12 09:33:00,2
2019-04-12 09:34:00,8
2019-04-12 09:35:00,6
2019-04-12 09:36:00,4
2019-04-12 09:37:00,2
2019-04-12 09:38:00,1
2019-04-12 09:39:00,1
2019-04-12 09:40:00,2
2019-04-12 09:41:00,6
2019-04-12 09:42:00,3
2019-04-12 09:43:00,2
2019-04-12 09:44:00,2
2019-04-12 09:45:00,1
2019-04-12 09:46:00,5
2019-04-12 09:48:00,3
2019-04-12 09:49:00,1
2019-04-12 09:50:00,3
2019-04-12 09:51:00,2
2019-04-12 09:52:00,2
2019-04-12 09:53:00,4
2019-04-12 09:54:00,1
2019-04-12 09:55:00,3
2019-04-12 09:56:00,2
2019-04-12 09:57:00,6
2019-04-12 09:58:00,1
2019-04-12 09:59:00,2
2019-04-12 10:00:00,2
2019-04-12 10:01:00,2
2019-04-12 10:04:00,2
2019-04-12 10:05:00,3
2019-04-12 10:06:00,5
2019-04-12 10:07:00,4
2019-04-12 10:08:00,4
2019-04-12 10:09:00,2
2019-04-12 10:10:00,4
2019-04-12 10:11:00,3
2019-04-12 10:12:00,5
2019-04-12 10:13:00,10
2019-04-12 10:14:00,14
2019-04-12 10:15:00,5
2019-04-12 10:16:00,5
2019-04-12 10:17:00,4
2019-04-12 10:18:00,6
2019-04-12 10:19:00,4
2019-04-12 10:20:00,4
2019-04-12 10:22:00,3
2019-04-12 10:23:00,3
2019-04-12 10:24:00,1
2019-04-12 10:26:00,4
2019-04-12 10:27:00,7
2019-04-12 10:28:00,3
2019-04-12 10:29:00,2
2019-04-12 10:30:00,2
2019-04-12 10:31:00,6
2019-04-12 10:32:00,3
2019-04-12 10:33:00,3
2019-04-12 10:34:00,2
2019-04-12 10:35:00,2
2019-04-12 10:36:00,2
2019-04-12 10:37:00,2
2019-04-12 10:38:00,2
2019-04-12 10:39:00,1
2019-04-12 10:40:00,1
2019-04-12 10:41:00,3
2019-04-12 10:42:00,2
2019-04-12 10:43:00,3
2019-04-12 10:44:00,3
2019-04-12 10:45:00,2
2019-04-12 10:46:00,2
2019-04-12 10:47:00,1
2019-04-12 10:49:00,3
2019-04-12 10:50:00,3
2019-04-12 10:51:00,2
2019-04-12 10:52:00,1
2019-04-12 10:53:00,1
2019-04-12 10:54:00,1
2019-04-12 10:55:00,4
2019-04-12 10:56:00,1
2019-04-12 10:57:00,2
2019-04-12 10:58:00,7
2019-04-12 10:59:00,12
2019-04-12 11:00:00,13
2019-04-12 11:01:00,11
2019-04-12 11:02:00,3
2019-04-12 11:05:00,2
2019-04-12 11:06:00,1
2019-04-12 11:07:00,3
2019-04-12 11:08:00,4
2019-04-12 11:09:00,11
2019-04-12 11:10:00,5
2019-04-12 11:12:00,3
2019-04-12 11:13:00,2
2019-04-12 11:14:00,3
2019-04-12 11:15:00,12
2019-04-12 11:16:00,7
2019-04-12 11:17:00,2
2019-04-12 11:18:00,4
2019-04-12 11:20:00,2
2019-04-12 11:21:00,3
2019-04-12 11:22:00,3
2019-04-12 11:23:00,8
2019-04-12 11:24:00,11
2019-04-12 11:25:00,11
2019-04-12 11:26:00,5
2019-04-12 11:27:00,1
2019-04-12 11:28:00,1
2019-04-12 11:29:00,6
2019-04-12 11:31:00,2
2019-04-12 11:33:00,4
2019-04-12 11:34:00,2
2019-04-12 11:35:00,2
2019-04-12 11:36:00,2
2019-04-12 11:37:00,1
2019-04-12 11:38:00,1
2019-04-12 11:39:00,4
2019-04-12 11:40:00,1
2019-04-12 11:41:00,1
2019-04-12 11:43:00,4
2019-04-12 11:45:00,3
2019-04-12 11:46:00,3
2019-04-12 11:47:00,1
2019-04-12 11:48:00,4
2019-04-12 11:49:00,1
2019-04-12 11:50:00,2
2019-04-12 11:51:00,3
2019-04-12 11:52:00,10
2019-04-12 11:53:00,3
2019-04-12 11:54:00,1
2019-04-12 11:55:00,2
2019-04-12 11:56:00,1
2019-04-12 11:57:00,3
2019-04-12 11:58:00,2
2019-04-12 11:59:00,1
2019-04-12 12:00:00,1
2019-04-12 12:01:00,4
2019-04-12 12:05:00,3
2019-04-12 12:06:00,3
2019-04-12 12:07:00,1
2019-04-12 12:08:00,1
2019-04-12 12:09:00,4
2019-04-12 12:10:00,2
2019-04-12 12:11:00,1
2019-04-12 12:12:00,1
2019-04-12 12:13:00,4
2019-04-12 12:14:00,12
2019-04-12 12:15:00,8
2019-04-12 12:16:00,1
2019-04-12 12:17:00,3
2019-04-12 12:18:00,3
2019-04-12 12:19:00,6
2019-04-12 12:20:00,3
2019-04-12 12:21:00,2
2019-04-12 12:23:00,1
2019-04-12 12:24:00,4
2019-04-12 12:25:00,1
2019-04-12 12:26:00,2
2019-04-12 12:27:00,10
2019-04-12 12:28:00,2
2019-04-12 12:29:00,2
2019-04-12 12:30:00,1
2019-04-12 12:31:00,2
2019-04-12 12:32:00,3
2019-04-12 12:33:00,1
2019-04-12 12:34:00,2
2019-04-12 12:35:00,3
2019-04-12 12:36:00,6
2019-04-12 12:37:00,10
2019-04-12 12:38:00,11
2019-04-12 12:39:00,9
2019-04-12 12:40:00,3
2019-04-12 12:41:00,3
2019-04-12 12:42:00,2
2019-04-12 12:43:00,7
2019-04-12 12:44:00,7
2019-04-12 12:45:00,3
2019-04-12 12:46:00,1
2019-04-12 12:47:00,2
2019-04-12 12:48:00,2
2019-04-12 12:49:00,3
2019-04-12 12:50:00,1
2019-04-12 12:52:00,3
2019-04-12 12:53:00,1
2019-04-12 12:54:00,2
2019-04-12 12:55:00,1
2019-04-12 12:56:00,4
2019-04-12 12:57:00,1
2019-04-12 12:59:00,3
2019-04-12 13:00:00,1
2019-04-12 13:01:00,1
2019-04-12 13:02:00,1
2019-04-12 13:05:00,2
2019-04-12 13:06:00,2
2019-04-12 13:07:00,2
2019-04-12 13:08:00,2
2019-04-12 13:10:00,4
2019-04-12 13:12:00,3
2019-04-12 13:13:00,8
2019-04-12 13:14:00,4
2019-04-12 13:15:00,3
2019-04-12 13:16:00,1
2019-04-12 13:17:00,3
2019-04-12 13:19:00,1
2019-04-12 13:20:00,4
2019-04-12 13:21:00,1
2019-04-12 13:22:00,2
2019-04-12 13:23:00,4
2019-04-12 13:24:00,6
2019-04-12 13:25:00,11
2019-04-12 13:26:00,13
2019-04-12 13:27:00,13
2019-04-12 13:28:00,5
2019-04-12 13:29:00,2
2019-04-12 13:30:00,3
2019-04-12 13:31:00,3
2019-04-12 13:32:00,1
2019-04-12 13:33:00,1
2019-04-12 13:34:00,1
2019-04-12 13:35:00,4
2019-04-12 13:36:00,2
2019-04-12 13:37:00,1
2019-04-12 13:38:00,2
2019-04-12 13:39:00,2
2019-04-12 13:40:00,1
2019-04-12 13:41:00,4
2019-04-12 13:42:00,9
2019-04-12 13:43:00,2
2019-04-12 13:44:00,2
2019-04-12 13:45:00,2
2019-04-12 13:46:00,4
2019-04-12 13:47:00,5
2019-04-12 13:48:00,1
2019-04-12 13:49:00,2
2019-04-12 13:50:00,2
2019-04-12 13:51:00,4
2019-04-12 13:53:00,1
2019-04-12 13:54:00,3
2019-04-12 13:55:00,3
2019-04-12 13:56:00,1
2019-04-12 13:57:00,1
2019-04-12 13:58:00,3
2019-04-12 13:59:00,3
2019-04-12 14:00:00,2
2019-04-12 14:01:00,13
2019-04-12 14:02:00,1
2019-04-12 14:05:00,1
2019-04-12 14:06:00,2
2019-04-12 14:07:00,3
2019-04-12 14:08:00,1
2019-04-12 14:09:00,2
2019-04-12 14:10:00,12
2019-04-12 14:12:00,2
2019-04-12 14:13:00,2
2019-04-12 14:14:00,4
2019-04-12 14:15:00,1
2019-04-12 14:16:00,2
2019-04-12 14:17:00,3
2019-04-12 14:18:00,3
2019-04-12 14:19:00,2
2019-04-12 14:20:00,2
2019-04-12 14:21:00,1
2019-04-12 14:22:00,3
2019-04-12 14:23:00,2
2019-04-12 14:25:00,3
2019-04-12 14:26:00,2
2019-04-12 14:27:00,2
2019-04-12 14:28:00,1
2019-04-12 14:29:00,2
2019-04-12 14:30:00,2
2019-04-12 14:31:00,3
2019-04-12 14:32:00,1
2019-04-12 14:33:00,1
2019-04-12 14:34:00,2
2019-04-12 14:35:00,2
2019-04-12 14:36:00,2
2019-04-12 14:37:00,1
2019-04-12 14:38:00,4
2019-04-12 14:40:00,2
2019-04-12 14:41:00,4
2019-04-12 14:42:00,1
2019-04-12 14:43:00,1
2019-04-12 14:44:00,1
2019-04-12 14:45:00,4
2019-04-12 14:46:00,8
2019-04-12 14:47:00,4
2019-04-12 14:48:00,3
2019-04-12 14:49:00,7
2019-04-12 14:50:00,10
2019-04-12 14:51:00,3
2019-04-12 14:52:00,5
2019-04-12 14:53:00,8
2019-04-12 14:54:00,6
2019-04-12 14:55:00,4
2019-04-12 14:57:00,3
2019-04-12 14:58:00,4
2019-04-12 14:59:00,6
2019-04-12 15:00:00,1
2019-04-12 15:01:00,4
2019-04-12 15:02:00,2
2019-04-12 15:03:00,8
2019-04-12 15:04:00,1
2019-04-12 15:05:00,2
2019-04-12 15:06:00,3
2019-04-12 15:07:00,4
2019-04-12 15:08:00,2
2019-04-12 15:09:00,4
2019-04-12 15:10:00,3
2019-04-12 15:11:00,9
2019-04-12 15:12:00,10
2019-04-12 15:13:00,8
2019-04-12 15:14:00,12
2019-04-12 15:15:00,17
2019-04-12 15:16:00,9
2019-04-12 15:17:00,3
2019-04-12 15:18:00,1
2019-04-12 15:19:00,2
2019-04-12 15:20:00,3
2019-04-12 15:22:00,3
2019-04-12 15:23:00,2
2019-04-12 15:24:00,1
2019-04-12 15:25:00,2
2019-04-12 15:26:00,2
2019-04-12 15:27:00,2
2019-04-12 15:29:00,3
2019-04-12 15:30:00,1
2019-04-12 15:31:00,2
2019-04-12 15:32:00,2
2019-04-12 15:34:00,3
2019-04-12 15:35:00,3
2019-04-12 15:36:00,4
2019-04-12 15:38:00,2
2019-04-12 15:39:00,2
2019-04-12 15:40:00,1
2019-04-12 15:41:00,2
2019-04-12 15:43:00,1
2019-04-12 15:44:00,1
2019-04-12 15:45:00,2
2019-04-12 15:47:00,2
2019-04-12 15:48:00,1
2019-04-12 15:50:00,2
2019-04-12 15:51:00,2
2019-04-12 15:53:00,1
2019-04-12 15:54:00,1
2019-04-12 15:55:00,1
2019-04-12 15:56:00,2
2019-04-12 15:58:00,2
2019-04-12 15:59:00,1
2019-04-12 16:00:00,1
2019-04-12 16:01:00,7
2019-04-12 16:02:00,2
2019-04-12 16:06:00,1
2019-04-12 16:07:00,1
2019-04-12 16:08:00,1
2019-04-12 16:11:00,1
2019-04-12 16:12:00,1
2019-04-12 16:14:00,2
2019-04-12 16:15:00,1
2019-04-12 16:18:00,1
2019-04-12 16:19:00,1
2019-04-12 16:20:00,1
2019-04-12 16:22:00,2
2019-04-12 16:25:00,1
2019-04-12 16:26:00,1
2019-04-12 16:28:00,1
2019-04-12 16:29:00,1
2019-04-12 16:31:00,1
2019-04-12 16:32:00,1
2019-04-12 16:34:00,1
2019-04-12 16:35:00,1
2019-04-12 16:36:00,1
2019-04-12 16:37:00,1
2019-04-12 16:39:00,2
2019-04-12 16:41:00,2
2019-04-12 16:43:00,1
2019-04-12 16:44:00,1
2019-04-12 16:45:00,1
2019-04-12 16:46:00,1
2019-04-12 16:48:00,1
2019-04-12 16:49:00,1
2019-04-12 16:50:00,1
2019-04-12 16:51:00,1
2019-04-12 16:53:00,1
2019-04-12 16:54:00,1
2019-04-12 16:55:00,1
2019-04-12 16:57:00,1
2019-04-12 16:59:00,1
2019-04-12 17:00:00,1
2019-04-12 17:02:00,1
2019-04-12 17:03:00,1
2019-04-12 17:06:00,1
2019-04-12 17:08:00,1
2019-04-12 17:10:00,1
2019-04-12 17:15:00,1
2019-04-12 17:20:00,1
2019-04-12 17:25:00,1
2019-04-12 17:27:00,1
2019-04-12 17:29:00,1
2019-04-12 17:32:00,1
2019-04-12 17:35:00,1
2019-04-12 17:38:00,1
2019-04-12 17:40:00,1
2019-04-12 17:43:00,1
2019-04-12 17:45:00,1
2019-04-12 17:47:00,1
2019-04-12 17:48:00,1
2019-04-12 17:49:00,3
2019-04-12 17:50:00,4
2019-04-12 17:52:00,1
2019-04-12 17:54:00,1
2019-04-12 17:56:00,1
2019-04-12 17:58:00,1
2019-04-12 17:59:00,1
2019-04-12 18:01:00,1
2019-04-12 18:06:00,1
2019-04-12 18:11:00,1
2019-04-12 18:15:00,1
2019-04-12 18:18:00,1
2019-04-12 18:21:00,1
2019-04-12 18:24:00,1
2019-04-12 18:27:00,1
2019-04-12 18:29:00,1
2019-04-12 18:32:00,1
2019-04-12 18:35:00,1
2019-04-12 18:37:00,1
2019-04-12 18:39:00,1
2019-04-12 18:43:00,1
2019-04-12 18:46:00,1
2019-04-12 18:50:00,1
2019-04-12 18:53:00,1
2019-04-12 18:56:00,1
2019-04-12 19:00:00,1
2019-04-12 19:07:00,1
2019-04-12 19:10:00,1
2019-04-12 19:13:00,1
2019-04-12 19:17:00,1
2019-04-12 19:20:00,1
2019-04-12 19:23:00,1
2019-04-12 19:26:00,1
2019-04-12 19:29:00,1
2019-04-12 19:32:00,1
2019-04-12 19:34:00,1
2019-04-12 19:37:00,1
2019-04-12 19:40:00,1
2019-04-12 19:43:00,1
2019-04-12 19:47:00,1
2019-04-12 19:50:00,1
2019-04-12 19:53:00,1
2019-04-12 19:56:00,1
2019-04-12 20:00:00,1
2019-04-12 20:08:00,1
2019-04-12 20:12:00,1
2019-04-12 20:15:00,1
2019-04-12 20:19:00,1
2019-04-12 20:23:00,1
2019-04-12 20:25:00,1
2019-04-12 20:27:00,1
2019-04-12 20:30:00,1
2019-04-12 22:05:00,49
2019-04-12 22:06:00,27
2019-04-12 22:07:00,9
2019-04-12 22:08:00,3
2019-04-12 22:09:00,10
2019-04-12 22:10:00,3
2019-04-12 22:11:00,1
2019-04-12 22:12:00,3
2019-04-12 22:13:00,6
2019-04-12 22:14:00,7
2019-04-12 22:15:00,13
2019-04-12 22:16:00,15
2019-04-12 22:17:00,13
2019-04-12 22:18:00,14
2019-04-12 22:19:00,9
2019-04-12 22:20:00,2
2019-04-12 22:21:00,11
2019-04-12 22:22:00,17
2019-04-12 22:23:00,11
2019-04-12 22:24:00,15
2019-04-12 22:25:00,23
2019-04-12 22:26:00,19
2019-04-12 22:27:00,16
2019-04-12 22:28:00,24
2019-04-12 22:29:00,30
2019-04-12 22:30:00,19
2019-04-12 22:31:00,26
2019-04-12 22:32:00,23
2019-04-12 22:33:00,25
2019-04-12 22:34:00,14
2019-04-12 22:35:00,12
2019-04-12 22:36:00,3
2019-04-12 22:37:00,3
2019-04-12 22:38:00,12
2019-04-12 22:39:00,9
2019-04-12 22:40:00,4
2019-04-12 22:41:00,4
2019-04-12 22:42:00,2
2019-04-12 22:44:00,5
2019-04-12 22:45:00,14
2019-04-12 22:46:00,13
2019-04-12 22:47:00,16
2019-04-12 22:48:00,18
2019-04-12 22:49:00,10
2019-04-12 22:50:00,2
2019-04-12 22:51:00,4
2019-04-12 22:52:00,2
2019-04-12 22:53:00,11
2019-04-12 22:54:00,10
2019-04-12 22:55:00,13
2019-04-12 22:56:00,15
2019-04-12 22:57:00,10
2019-04-12 22:58:00,13
2019-04-12 22:59:00,16
2019-04-12 23:00:00,21
2019-04-12 23:01:00,23
2019-04-12 23:02:00,7
2019-04-12 23:03:00,8
2019-04-12 23:04:00,20
2019-04-12 23:05:00,20
2019-04-12 23:06:00,21
2019-04-12 23:07:00,16
2019-04-12 23:08:00,11
2019-04-12 23:09:00,14
2019-04-12 23:10:00,11
2019-04-12 23:11:00,1
2019-04-12 23:12:00,4
2019-04-12 23:13:00,8
2019-04-12 23:14:00,12
2019-04-12 23:15:00,4
2019-04-12 23:16:00,4
2019-04-12 23:17:00,2
2019-04-12 23:18:00,8
2019-04-12 23:19:00,15
2019-04-12 23:20:00,9
2019-04-12 23:21:00,3
2019-04-12 23:22:00,3
2019-04-12 23:23:00,3
2019-04-12 23:24:00,11
2019-04-12 23:25:00,10
2019-04-12 23:26:00,8
2019-04-12 23:27:00,12
2019-04-12 23:28:00,13
2019-04-12 23:29:00,20
2019-04-12 23:30:00,11
2019-04-12 23:31:00,12
2019-04-12 23:32:00,15
2019-04-12 23:33:00,12
2019-04-12 23:34:00,13
2019-04-12 23:35:00,12
2019-04-12 23:36:00,13
2019-04-12 23:37:00,7
2019-04-12 23:38:00,2
2019-04-12 23:39:00,4
2019-04-12 23:40:00,2
2019-04-12 23:41:00,6
2019-04-12 23:42:00,13
2019-04-12 23:43:00,10
2019-04-12 23:44:00,15
2019-04-12 23:45:00,7
2019-04-12 23:46:00,4
2019-04-12 23:47:00,1
2019-04-12 23:49:00,5
2019-04-12 23:50:00,20
2019-04-12 23:51:00,14
2019-04-12 23:52:00,5
2019-04-12 23:53:00,3
2019-04-12 23:54:00,5
2019-04-12 23:55:00,3
2019-04-12 23:56:00,4
2019-04-12 23:57:00,1
2019-04-12 23:58:00,9
2019-04-12 23:59:00,3
2019-04-13 00:00:00,7
2019-04-13 00:01:00,9
2019-04-13 00:02:00,10
2019-04-13 00:06:00,4
2019-04-13 00:07:00,4
2019-04-13 00:08:00,4
2019-04-13 00:09:00,1
2019-04-13 00:10:00,4
2019-04-13 00:11:00,15
2019-04-13 00:12:00,12
2019-04-13 00:13:00,13
2019-04-13 00:14:00,2
2019-04-13 00:15:00,3
2019-04-13 00:16:00,13
2019-04-13 00:17:00,19
2019-04-13 00:18:00,27
2019-04-13 00:19:00,19
2019-04-13 00:20:00,15
2019-04-13 00:21:00,10
2019-04-13 00:22:00,4
2019-04-13 00:23:00,3
2019-04-13 00:24:00,11
2019-04-13 00:25:00,9
2019-04-13 00:26:00,1
2019-04-13 00:27:00,5
2019-04-13 00:28:00,3
2019-04-13 00:29:00,6
2019-04-13 00:30:00,5
2019-04-13 00:31:00,5
2019-04-13 00:32:00,1
2019-04-13 00:33:00,5
2019-04-13 00:34:00,3
2019-04-13 00:35:00,4
2019-04-13 00:36:00,3
2019-04-13 00:37:00,1
2019-04-13 00:38:00,7
2019-04-13 00:39:00,1
2019-04-13 00:40:00,4
2019-04-13 00:41:00,3
2019-04-13 00:42:00,6
2019-04-13 00:43:00,19
2019-04-13 00:44:00,22
2019-04-13 00:45:00,12
2019-04-13 00:46:00,6
2019-04-13 00:48:00,6
2019-04-13 00:49:00,6
2019-04-13 00:50:00,8
2019-04-13 00:51:00,10
2019-04-13 00:52:00,11
2019-04-13 00:53:00,17
2019-04-13 00:54:00,14
2019-04-13 00:55:00,17
2019-04-13 00:56:00,3
2019-04-13 00:57:00,4
2019-04-13 00:58:00,3
2019-04-13 00:59:00,6
2019-04-13 01:00:00,7
2019-04-13 01:01:00,13
2019-04-13 01:02:00,2
2019-04-13 01:04:00,4
2019-04-13 01:05:00,14
2019-04-13 01:06:00,15
2019-04-13 01:07:00,6
2019-04-13 01:08:00,4
2019-04-13 01:09:00,7
2019-04-13 01:10:00,4
2019-04-13 01:11:00,8
2019-04-13 01:12:00,9
2019-04-13 01:13:00,5
2019-04-13 01:14:00,3
2019-04-13 01:15:00,3
2019-04-13 01:16:00,4
2019-04-13 01:17:00,3
2019-04-13 01:18:00,4
2019-04-13 01:19:00,4
2019-04-13 01:20:00,6
2019-04-13 01:21:00,2
2019-04-13 01:22:00,3
2019-04-13 01:23:00,4
2019-04-13 01:24:00,4
2019-04-13 01:25:00,4
2019-04-13 01:26:00,4
2019-04-13 01:27:00,7
2019-04-13 01:28:00,10
2019-04-13 01:29:00,6
2019-04-13 01:30:00,13
2019-04-13 01:31:00,16
2019-04-13 01:32:00,12
2019-04-13 01:33:00,6
2019-04-13 01:34:00,8
2019-04-13 01:35:00,4
2019-04-13 01:36:00,2
2019-04-13 01:37:00,4
2019-04-13 01:38:00,7
2019-04-13 01:39:00,23
2019-04-13 01:40:00,25
2019-04-13 01:41:00,33
2019-04-13 01:42:00,22
2019-04-13 01:43:00,4
2019-04-13 01:44:00,4
2019-04-13 01:45:00,6
2019-04-13 01:46:00,5
2019-04-13 01:47:00,14
2019-04-13 01:48:00,7
2019-04-13 01:49:00,2
2019-04-13 01:50:00,3
2019-04-13 01:51:00,17
2019-04-13 01:52:00,14
2019-04-13 01:53:00,8
2019-04-13 01:54:00,14
2019-04-13 01:55:00,9
2019-04-13 01:56:00,12
2019-04-13 01:57:00,12
2019-04-13 01:58:00,19
2019-04-13 01:59:00,4
2019-04-13 02:00:00,4
2019-04-13 02:01:00,2
2019-04-13 02:02:00,11
2019-04-13 02:03:00,17
2019-04-13 02:05:00,3
2019-04-13 02:06:00,4
2019-04-13 02:07:00,8
2019-04-13 02:08:00,2
2019-04-13 02:09:00,3
2019-04-13 02:10:00,5
2019-04-13 02:11:00,7
2019-04-13 02:12:00,12
2019-04-13 02:13:00,4
2019-04-13 02:14:00,6
2019-04-13 02:15:00,6
2019-04-13 02:16:00,14
2019-04-13 02:17:00,9
2019-04-13 02:18:00,14
2019-04-13 02:19:00,9
2019-04-13 02:20:00,8
2019-04-13 02:21:00,12
2019-04-13 02:22:00,19
2019-04-13 02:23:00,16
2019-04-13 02:24:00,14
2019-04-13 02:26:00,3
2019-04-13 02:27:00,16
2019-04-13 02:28:00,24
2019-04-13 02:29:00,11
2019-04-13 02:30:00,2
2019-04-13 02:31:00,6
2019-04-13 02:32:00,6
2019-04-13 02:33:00,2
2019-04-13 02:34:00,4
2019-04-13 02:35:00,4
2019-04-13 02:36:00,4
2019-04-13 02:37:00,2
2019-04-13 02:38:00,4
2019-04-13 02:39:00,23
2019-04-13 02:40:00,23
2019-04-13 02:41:00,18
2019-04-13 02:42:00,9
2019-04-13 02:43:00,10
2019-04-13 02:44:00,12
2019-04-13 02:45:00,13
2019-04-13 02:46:00,12
2019-04-13 02:47:00,3
2019-04-13 02:48:00,5
2019-04-13 02:49:00,4
2019-04-13 02:50:00,1
2019-04-13 02:51:00,6
2019-04-13 02:52:00,15
2019-04-13 02:53:00,21
2019-04-13 02:54:00,15
2019-04-13 02:55:00,14
2019-04-13 02:56:00,16
2019-04-13 02:57:00,11
2019-04-13 02:58:00,4
2019-04-13 02:59:00,4
2019-04-13 03:00:00,2
2019-04-13 03:02:00,7
2019-04-13 03:03:00,12
2019-04-13 03:04:00,20
2019-04-13 03:05:00,21
2019-04-13 03:06:00,11
2019-04-13 03:07:00,3
2019-04-13 03:08:00,3
2019-04-13 03:09:00,3
2019-04-13 03:10:00,3
2019-04-13 03:11:00,4
2019-04-13 03:12:00,12
2019-04-13 03:13:00,14
2019-04-13 03:14:00,2
2019-04-13 03:16:00,2
2019-04-13 03:20:00,3
2019-04-13 03:21:00,1
2019-04-13 03:22:00,1
2019-04-13 03:23:00,4
2019-04-13 03:24:00,5
2019-04-13 03:25:00,5
2019-04-13 03:26:00,1
2019-04-13 03:27:00,1
2019-04-13 03:28:00,12
2019-04-13 03:29:00,13
2019-04-13 03:30:00,18
2019-04-13 03:31:00,14
2019-04-13 03:32:00,6
2019-04-13 03:33:00,3
2019-04-13 03:34:00,6
2019-04-13 03:35:00,6
2019-04-13 03:36:00,2
2019-04-13 03:37:00,14
2019-04-13 03:38:00,5
2019-04-13 03:39:00,6
2019-04-13 03:40:00,5
2019-04-13 03:41:00,10
2019-04-13 03:42:00,20
2019-04-13 03:43:00,11
2019-04-13 03:44:00,15
2019-04-13 03:45:00,12
2019-04-13 03:46:00,9
2019-04-13 03:48:00,3
2019-04-13 03:50:00,7
2019-04-13 03:51:00,7
2019-04-13 03:52:00,4
2019-04-13 03:53:00,1
2019-04-13 03:54:00,10
2019-04-13 03:55:00,20
2019-04-13 03:56:00,4
2019-04-13 03:57:00,2
2019-04-13 03:58:00,5
2019-04-13 03:59:00,10
2019-04-13 04:00:00,12
2019-04-13 04:01:00,7
2019-04-13 04:03:00,2
2019-04-13 04:04:00,8
2019-04-13 04:05:00,14
2019-04-13 04:06:00,12
2019-04-13 04:07:00,6
2019-04-13 04:08:00,2
2019-04-13 04:09:00,4
2019-04-13 04:11:00,4
2019-04-13 04:12:00,4
2019-04-13 04:13:00,2
2019-04-13 04:14:00,1
2019-04-13 04:15:00,3
2019-04-13 04:16:00,13
2019-04-13 04:17:00,11
2019-04-13 04:18:00,5
2019-04-13 04:19:00,11
2019-04-13 04:20:00,21
2019-04-13 04:21:00,12
2019-04-13 04:22:00,5
2019-04-13 04:23:00,4
2019-04-13 04:24:00,13
