288928,"select p.ra, p.dec, p.type, p.insidemask, p.flags_g, p.flags_i, p.flags_r, p.cModelMag_u, p.cModelMagErr_u, p.cModelMag_g, p.cModelMagErr_g, p.cModelMag_r, p.cModelMagErr_r, p.cModelMag_i, p.cModelMagErr_i, p.cModelMag_z, p.cModelMagErr_z from Galaxy p join dbo.fGetNearbyObjEq (#, #, #) r on p.ObjID = r.ObjID"
2019-01-11 10:19:00,39
2019-01-11 10:20:00,53
2019-01-11 10:21:00,59
2019-01-11 10:22:00,59
2019-01-11 10:23:00,59
2019-01-11 10:24:00,54
2019-01-11 10:25:00,50
2019-01-11 10:26:00,50
2019-01-11 10:27:00,49
2019-01-11 10:28:00,47
2019-01-11 10:29:00,36
2019-01-11 10:30:00,34
2019-01-11 10:31:00,34
2019-01-11 10:32:00,44
2019-01-11 10:33:00,46
2019-01-11 10:34:00,52
2019-01-11 10:35:00,60
2019-01-11 10:36:00,55
2019-01-11 10:37:00,36
2019-01-11 10:38:00,38
2019-01-11 10:39:00,35
2019-01-11 10:40:00,24
2019-01-11 10:41:00,24
2019-01-11 10:42:00,21
2019-01-11 10:43:00,24
2019-01-11 10:44:00,23
2019-01-11 10:45:00,57
2019-01-11 10:46:00,58
2019-01-11 10:47:00,50
2019-01-11 10:48:00,45
2019-01-11 10:49:00,45
2019-01-11 10:50:00,33
2019-01-11 10:51:00,34
2019-01-11 10:52:00,36
2019-01-11 10:53:00,60
2019-01-11 10:54:00,78
2019-01-11 10:55:00,49
2019-01-11 10:56:00,48
2019-01-11 10:57:00,47
2019-01-11 10:58:00,49
2019-01-11 10:59:00,48
2019-01-11 11:00:00,48
2019-01-11 11:01:00,49
2019-01-11 11:02:00,49
2019-01-11 11:03:00,49
2019-01-11 11:04:00,46
2019-01-11 11:05:00,47
2019-01-11 11:06:00,22
2019-01-11 11:07:00,21
2019-01-11 11:08:00,21
2019-01-11 11:09:00,20
2019-01-11 11:10:00,20
2019-01-11 11:11:00,21
2019-01-11 11:12:00,25
2019-01-11 11:13:00,31
2019-01-11 11:14:00,29
2019-01-11 11:15:00,30
2019-01-11 11:16:00,29
2019-01-11 11:17:00,35
2019-01-11 11:18:00,31
2019-01-11 11:19:00,33
2019-01-11 11:20:00,33
2019-01-11 11:21:00,42
2019-01-11 11:22:00,42
2019-01-11 11:23:00,44
2019-01-11 11:24:00,57
2019-01-11 11:25:00,53
2019-01-11 11:26:00,59
2019-01-11 11:27:00,57
2019-01-11 11:28:00,54
2019-01-11 11:29:00,48
2019-01-11 11:30:00,36
2019-01-11 11:31:00,23
2019-01-11 11:32:00,25
2019-01-11 11:33:00,25
2019-01-11 11:34:00,24
2019-01-11 11:35:00,40
2019-01-11 11:36:00,57
2019-01-11 11:37:00,58
2019-01-11 11:38:00,59
2019-01-11 11:39:00,59
2019-01-11 11:40:00,57
2019-01-11 11:41:00,55
2019-01-11 11:42:00,46
2019-01-11 11:43:00,23
2019-01-11 11:44:00,21
2019-01-11 11:45:00,21
2019-01-11 11:46:00,21
2019-01-11 11:47:00,20
2019-01-11 11:48:00,25
2019-01-11 11:49:00,60
2019-01-11 11:50:00,54
2019-01-11 11:51:00,38
2019-01-11 11:52:00,38
2019-01-11 11:53:00,45
2019-01-11 11:54:00,54
2019-01-11 11:55:00,54
2019-01-11 11:56:00,46
2019-01-11 11:57:00,44
2019-01-11 11:58:00,44
2019-01-11 11:59:00,39
2019-01-11 12:00:00,29
2019-01-11 12:01:00,31
2019-01-11 12:02:00,28
2019-01-11 12:03:00,35
2019-01-11 12:04:00,43
2019-01-11 12:05:00,43
2019-01-11 12:06:00,41
2019-01-11 12:07:00,35
2019-01-11 12:08:00,32
2019-01-11 12:09:00,33
2019-01-11 12:10:00,43
2019-01-11 12:11:00,56
2019-01-11 12:12:00,42
2019-01-11 12:13:00,22
2019-01-11 12:14:00,22
2019-01-11 12:15:00,23
2019-01-11 12:16:00,22
2019-01-11 12:17:00,49
2019-01-11 12:18:00,58
2019-01-11 12:19:00,63
2019-01-11 12:20:00,66
2019-01-11 12:21:00,64
2019-01-11 12:22:00,61
2019-01-11 12:23:00,58
2019-01-11 12:24:00,54
2019-01-11 12:25:00,53
2019-01-11 12:26:00,54
2019-01-11 12:27:00,51
2019-01-11 12:28:00,54
2019-01-11 12:29:00,53
2019-01-11 12:30:00,56
2019-01-11 12:31:00,57
2019-01-11 12:32:00,54
2019-01-11 12:33:00,47
2019-01-11 12:34:00,49
2019-01-11 12:35:00,42
2019-01-11 12:36:00,39
2019-01-11 12:37:00,38
2019-01-11 12:38:00,54
2019-01-11 12:39:00,59
2019-01-11 12:40:00,49
2019-01-11 12:41:00,43
2019-01-11 12:42:00,45
2019-01-11 12:43:00,43
2019-01-11 12:44:00,40
2019-01-11 12:45:00,39
2019-01-11 12:46:00,40
2019-01-11 12:47:00,39
2019-01-11 12:48:00,38
2019-01-11 12:49:00,43
2019-01-11 12:50:00,59
2019-01-11 12:51:00,55
2019-01-11 12:52:00,43
2019-01-11 12:53:00,44
2019-01-11 12:54:00,45
2019-01-11 12:55:00,44
2019-01-11 12:56:00,43
2019-01-11 12:57:00,46
2019-01-11 12:58:00,47
2019-01-11 12:59:00,48
2019-01-11 13:00:00,55
2019-01-11 13:01:00,55
2019-01-11 13:02:00,60
2019-01-11 13:03:00,60
2019-01-11 13:04:00,61
2019-01-11 13:05:00,58
2019-01-11 13:06:00,54
2019-01-11 13:07:00,45
2019-01-11 13:08:00,46
2019-01-11 13:09:00,56
2019-01-11 13:10:00,57
2019-01-11 13:11:00,57
2019-01-11 13:12:00,59
2019-01-11 13:13:00,58
2019-01-11 13:14:00,59
2019-01-11 13:15:00,56
2019-01-11 13:16:00,55
2019-01-11 13:17:00,51
2019-01-11 13:18:00,48
2019-01-11 13:19:00,35
2019-01-11 13:20:00,24
2019-01-11 13:21:00,22
2019-01-11 13:22:00,21
2019-01-11 13:23:00,22
2019-01-11 13:24:00,23
2019-01-11 13:25:00,40
2019-01-11 13:26:00,43
2019-01-11 13:27:00,42
2019-01-11 13:28:00,51
2019-01-11 13:29:00,50
2019-01-11 13:30:00,55
2019-01-11 13:31:00,55
2019-01-11 13:32:00,56
2019-01-11 13:33:00,60
2019-01-11 13:34:00,58
2019-01-11 13:35:00,57
2019-01-11 13:36:00,55
2019-01-11 13:37:00,59
2019-01-11 13:38:00,63
2019-01-11 13:39:00,42
2019-01-11 13:40:00,16
2019-01-11 13:41:00,15
2019-01-11 13:42:00,16
2019-01-11 13:43:00,15
2019-01-11 13:44:00,17
2019-01-11 13:45:00,15
2019-01-11 13:46:00,16
2019-01-11 13:47:00,21
2019-01-11 13:48:00,47
2019-01-11 13:49:00,44
2019-01-11 13:50:00,52
2019-01-11 13:51:00,58
2019-01-11 13:52:00,39
2019-01-11 13:53:00,26
2019-01-11 13:54:00,43
2019-01-11 13:55:00,61
2019-01-11 13:56:00,36
2019-01-11 13:57:00,18
2019-01-11 13:58:00,17
2019-01-11 13:59:00,18
2019-01-11 14:00:00,18
2019-01-11 14:01:00,18
2019-01-11 14:02:00,19
2019-01-11 14:03:00,43
2019-01-11 14:04:00,49
2019-01-11 14:05:00,51
2019-01-11 14:06:00,58
2019-01-11 14:07:00,56
2019-01-11 14:08:00,49
2019-01-11 14:09:00,47
2019-01-11 14:10:00,48
2019-01-11 14:11:00,59
2019-01-11 14:12:00,54
2019-01-11 14:13:00,40
2019-01-11 14:14:00,37
2019-01-11 14:15:00,42
2019-01-11 14:16:00,64
2019-01-11 14:17:00,62
2019-01-11 14:18:00,52
2019-01-11 14:19:00,47
2019-01-11 14:20:00,48
2019-01-11 14:21:00,45
2019-01-11 14:22:00,42
2019-01-11 14:23:00,42
2019-01-11 14:24:00,64
2019-01-11 14:25:00,63
2019-01-11 14:26:00,59
2019-01-11 14:27:00,63
2019-01-11 14:28:00,56
2019-01-11 14:29:00,57
2019-01-11 14:30:00,43
2019-01-11 14:31:00,41
2019-01-11 14:32:00,43
2019-01-11 14:33:00,53
2019-01-11 14:34:00,58
2019-01-11 14:35:00,62
2019-01-11 14:36:00,62
2019-01-11 14:37:00,62
2019-01-11 14:38:00,61
2019-01-11 14:39:00,61
2019-01-11 14:40:00,54
2019-01-11 14:41:00,55
2019-01-11 14:42:00,59
2019-01-11 14:43:00,61
2019-01-11 14:44:00,54
2019-01-11 14:45:00,49
2019-01-11 14:46:00,57
2019-01-11 14:47:00,55
2019-01-11 14:48:00,57
2019-01-11 14:49:00,53
2019-01-11 14:50:00,54
2019-01-11 14:51:00,60
2019-01-11 14:52:00,57
2019-01-11 14:53:00,61
2019-01-11 14:54:00,63
2019-01-11 14:55:00,59
2019-01-11 14:56:00,41
2019-01-11 14:57:00,41
2019-01-11 14:58:00,40
2019-01-11 14:59:00,37
2019-01-11 15:00:00,35
2019-01-11 15:01:00,39
2019-01-11 15:02:00,37
2019-01-11 15:03:00,11
2019-01-11 15:04:00,14
2019-01-11 15:05:00,33
2019-01-11 15:06:00,62
2019-01-11 15:07:00,60
2019-01-11 15:08:00,60
2019-01-11 15:09:00,51
2019-01-11 15:10:00,49
2019-01-11 15:11:00,51
2019-01-11 15:12:00,49
2019-01-11 15:13:00,44
2019-01-11 15:14:00,36
2019-01-11 15:15:00,37
2019-01-11 15:16:00,40
2019-01-11 15:17:00,60
2019-01-11 15:18:00,56
2019-01-11 15:19:00,41
2019-01-11 15:20:00,42
2019-01-11 15:21:00,47
2019-01-11 15:22:00,62
2019-01-11 15:23:00,53
2019-01-11 15:24:00,34
2019-01-11 15:25:00,32
2019-01-11 15:26:00,32
2019-01-11 15:27:00,33
2019-01-11 15:28:00,55
2019-01-11 15:29:00,58
2019-01-11 15:30:00,49
2019-01-11 15:31:00,19
2019-01-11 15:32:00,19
2019-01-11 15:33:00,20
2019-01-11 15:34:00,18
2019-01-11 15:35:00,13
2019-01-11 15:36:00,15
2019-01-11 15:37:00,16
2019-01-11 15:38:00,31
2019-01-11 15:39:00,36
2019-01-11 15:40:00,32
2019-01-11 15:41:00,34
2019-01-11 15:42:00,61
2019-01-11 15:43:00,59
2019-01-11 15:44:00,49
2019-01-11 15:45:00,48
2019-01-11 15:46:00,52
2019-01-11 15:47:00,50
2019-01-11 15:48:00,53
2019-01-11 15:49:00,41
2019-01-11 15:50:00,24
2019-01-11 15:51:00,23
2019-01-11 15:52:00,22
2019-01-11 15:53:00,23
2019-01-11 15:54:00,27
2019-01-11 15:55:00,45
2019-01-11 15:56:00,43
2019-01-11 15:57:00,45
2019-01-11 15:58:00,47
2019-01-11 15:59:00,43
2019-01-11 16:00:00,46
2019-01-11 16:01:00,45
2019-01-11 16:02:00,43
2019-01-11 16:03:00,33
2019-01-11 16:04:00,33
2019-01-11 16:05:00,32
2019-01-11 16:06:00,21
2019-01-11 16:07:00,59
2019-01-11 16:08:00,59
2019-01-11 16:09:00,34
2019-01-11 16:10:00,26
2019-01-11 16:11:00,25
2019-01-11 16:12:00,25
2019-01-11 16:13:00,24
2019-01-11 16:14:00,45
2019-01-11 16:15:00,57
2019-01-11 16:16:00,51
2019-01-11 16:17:00,33
2019-01-11 16:18:00,32
2019-01-11 16:19:00,31
2019-01-11 16:20:00,25
2019-01-11 16:21:00,13
2019-01-11 16:22:00,14
2019-01-11 16:23:00,12
2019-01-11 16:24:00,12
2019-01-11 16:25:00,13
2019-01-11 16:26:00,13
2019-01-11 16:27:00,13
2019-01-11 16:28:00,12
2019-01-11 16:29:00,14
2019-01-11 16:30:00,19
2019-01-11 16:31:00,32
2019-01-11 16:32:00,31
2019-01-11 16:33:00,35
2019-01-11 16:34:00,60
2019-01-11 16:35:00,59
2019-01-11 16:36:00,50
2019-01-11 16:37:00,49
2019-01-11 16:38:00,50
2019-01-11 16:39:00,49
2019-01-11 16:40:00,46
2019-01-11 16:41:00,34
2019-01-11 16:42:00,33
2019-01-11 16:43:00,32
2019-01-11 16:44:00,48
2019-01-11 16:45:00,20
2019-01-11 16:57:00,2
2019-01-11 16:58:00,14
2019-01-11 16:59:00,17
2019-01-11 17:03:00,6
2019-01-11 17:04:00,24
2019-01-11 17:07:00,28
2019-01-11 17:08:00,54
2019-01-11 17:09:00,59
2019-01-11 17:10:00,61
2019-01-11 17:11:00,58
2019-01-11 17:12:00,23
2019-01-11 17:13:00,16
2019-01-11 17:14:00,17
2019-01-11 17:15:00,16
2019-01-11 17:16:00,15
2019-01-11 17:17:00,15
2019-01-11 17:18:00,31
2019-01-11 17:19:00,45
2019-01-11 17:20:00,42
2019-01-11 17:21:00,38
2019-01-11 17:22:00,22
2019-01-11 17:44:00,22
2019-01-11 17:45:00,57
2019-01-11 17:46:00,61
2019-01-11 17:47:00,67
2019-01-11 17:48:00,68
2019-01-11 17:49:00,65
2019-01-11 17:50:00,68
2019-01-11 17:51:00,64
2019-01-11 17:52:00,70
2019-01-11 17:53:00,66
2019-01-11 17:54:00,73
2019-01-11 17:55:00,40
2019-01-11 17:56:00,30
2019-01-11 17:57:00,31
2019-01-11 17:58:00,20
2019-01-11 17:59:00,11
2019-01-11 18:00:00,11
2019-01-11 18:01:00,10
2019-01-11 18:02:00,14
2019-01-11 18:03:00,13
2019-01-11 18:04:00,13
2019-01-11 18:05:00,14
2019-01-11 18:06:00,7
2019-01-11 18:07:00,14
2019-01-11 18:08:00,33
2019-01-11 18:09:00,31
2019-01-11 18:10:00,33
2019-01-11 18:11:00,31
2019-01-11 18:12:00,46
2019-01-11 18:13:00,46
2019-01-11 18:14:00,50
2019-01-11 18:15:00,66
2019-01-11 18:16:00,67
2019-01-11 18:17:00,65
2019-01-11 18:18:00,16
2019-01-11 21:01:00,27
2019-01-11 21:02:00,71
2019-01-11 21:03:00,74
2019-01-11 21:04:00,72
2019-01-11 21:05:00,77
2019-01-11 21:06:00,68
2019-01-11 21:07:00,78
2019-01-11 21:08:00,80
2019-01-11 21:09:00,79
2019-01-11 21:10:00,86
2019-01-11 21:11:00,83
2019-01-11 21:12:00,87
2019-01-11 21:13:00,72
2019-01-11 21:14:00,86
2019-01-11 21:15:00,80
2019-01-11 21:16:00,82
2019-01-11 21:17:00,84
2019-01-11 21:18:00,80
2019-01-11 21:19:00,85
2019-01-11 21:20:00,87
2019-01-11 21:21:00,82
2019-01-11 21:22:00,80
2019-01-11 21:23:00,85
2019-01-11 21:24:00,85
2019-01-11 21:25:00,83
2019-01-11 21:26:00,86
2019-01-11 21:27:00,93
2019-01-11 21:28:00,86
2019-01-11 21:29:00,88
2019-01-11 21:30:00,90
2019-01-11 21:31:00,89
2019-01-11 21:32:00,92
2019-01-11 21:33:00,89
2019-01-11 21:34:00,91
2019-01-11 21:35:00,91
2019-01-11 21:36:00,95
2019-01-11 21:37:00,94
2019-01-11 21:38:00,90
2019-01-11 21:39:00,83
2019-01-11 21:40:00,81
2019-01-11 21:41:00,94
2019-01-11 21:42:00,95
2019-01-11 21:43:00,87
2019-01-11 21:44:00,88
2019-01-11 21:45:00,47
2019-01-11 21:46:00,7
2019-01-11 21:47:00,8
2019-01-11 21:48:00,6
2019-01-11 21:49:00,9
2019-01-11 21:50:00,8
2019-01-11 21:51:00,6
2019-01-11 21:52:00,7
2019-01-11 21:53:00,6
2019-01-11 21:54:00,5
2019-01-11 21:55:00,88
2019-01-11 21:56:00,84
2019-01-11 21:57:00,91
2019-01-11 21:58:00,87
2019-01-11 21:59:00,86
2019-01-11 22:00:00,94
2019-01-11 22:01:00,95
2019-01-11 22:02:00,93
2019-01-11 22:03:00,90
2019-01-11 22:04:00,91
2019-01-11 22:05:00,91
2019-01-11 22:06:00,83
2019-01-11 22:07:00,85
2019-01-11 22:08:00,93
2019-01-11 22:09:00,92
2019-01-11 22:10:00,90
2019-01-11 22:11:00,90
2019-01-11 22:12:00,93
2019-01-11 22:13:00,90
2019-01-11 22:14:00,89
2019-01-11 22:15:00,91
2019-01-11 22:16:00,92
2019-01-11 22:17:00,93
2019-01-11 22:18:00,93
2019-01-11 22:19:00,96
2019-01-11 22:20:00,93
2019-01-11 22:21:00,94
2019-01-11 22:22:00,93
2019-01-11 22:23:00,92
2019-01-11 22:24:00,96
2019-01-11 22:25:00,92
2019-01-11 22:26:00,90
2019-01-11 22:27:00,95
2019-01-11 22:28:00,93
2019-01-11 22:29:00,93
2019-01-11 22:30:00,88
2019-01-11 22:31:00,94
2019-01-11 22:32:00,97
2019-01-11 22:33:00,95
2019-01-11 22:34:00,99
2019-01-11 22:35:00,96
2019-01-11 22:36:00,95
2019-01-11 22:37:00,97
2019-01-11 22:38:00,99
2019-01-11 22:39:00,97
2019-01-11 22:40:00,101
2019-01-11 22:41:00,95
2019-01-11 22:42:00,94
2019-01-11 22:43:00,94
2019-01-11 22:44:00,95
2019-01-11 22:45:00,92
2019-01-11 22:46:00,89
2019-01-11 22:47:00,94
2019-01-11 22:48:00,98
2019-01-11 22:49:00,98
2019-01-11 22:50:00,97
2019-01-11 22:51:00,96
2019-01-11 22:52:00,99
2019-01-11 22:53:00,95
2019-01-11 22:54:00,98
2019-01-11 22:55:00,95
2019-01-11 22:56:00,96
2019-01-11 22:57:00,98
2019-01-11 22:58:00,96
2019-01-11 22:59:00,95
2019-01-11 23:00:00,98
2019-01-11 23:01:00,91
2019-01-11 23:02:00,97
2019-01-11 23:03:00,95
2019-01-11 23:04:00,96
2019-01-11 23:05:00,95
2019-01-11 23:06:00,97
2019-01-11 23:07:00,101
2019-01-11 23:08:00,103
2019-01-11 23:09:00,101
2019-01-11 23:10:00,99
2019-01-11 23:11:00,101
2019-01-11 23:12:00,98
2019-01-11 23:13:00,99
2019-01-11 23:14:00,99
2019-01-11 23:15:00,96
2019-01-11 23:16:00,96
2019-01-11 23:17:00,93
2019-01-11 23:18:00,92
2019-01-11 23:19:00,97
2019-01-11 23:20:00,95
2019-01-11 23:21:00,96
2019-01-11 23:22:00,97
2019-01-11 23:23:00,97
2019-01-11 23:24:00,98
2019-01-11 23:25:00,100
2019-01-11 23:26:00,94
2019-01-11 23:27:00,96
2019-01-11 23:28:00,97
2019-01-11 23:29:00,99
2019-01-11 23:30:00,92
2019-01-11 23:31:00,97
2019-01-11 23:32:00,98
2019-01-11 23:33:00,95
2019-01-11 23:34:00,93
2019-01-11 23:35:00,98
2019-01-11 23:36:00,98
2019-01-11 23:37:00,98
2019-01-11 23:38:00,98
2019-01-11 23:39:00,96
2019-01-11 23:40:00,100
2019-01-11 23:41:00,100
2019-01-11 23:42:00,97
2019-01-11 23:43:00,99
2019-01-11 23:44:00,99
2019-01-11 23:45:00,98
2019-01-11 23:46:00,97
2019-01-11 23:47:00,98
2019-01-11 23:48:00,97
2019-01-11 23:49:00,91
2019-01-11 23:50:00,96
2019-01-11 23:51:00,97
2019-01-11 23:52:00,96
2019-01-11 23:53:00,96
2019-01-11 23:54:00,95
2019-01-11 23:55:00,95
2019-01-11 23:56:00,97
2019-01-11 23:57:00,98
2019-01-11 23:58:00,98
2019-01-11 23:59:00,97
2019-01-12 00:00:00,99
2019-01-12 00:01:00,98
2019-01-12 00:02:00,99
2019-01-12 00:03:00,97
2019-01-12 00:04:00,96
2019-01-12 00:05:00,91
2019-01-12 00:06:00,97
2019-01-12 00:07:00,96
2019-01-12 00:08:00,97
2019-01-12 00:09:00,96
2019-01-12 00:10:00,95
2019-01-12 00:11:00,96
2019-01-12 00:12:00,96
2019-01-12 00:13:00,96
2019-01-12 00:14:00,96
2019-01-12 00:15:00,94
2019-01-12 00:16:00,95
2019-01-12 00:17:00,96
2019-01-12 00:18:00,96
2019-01-12 00:19:00,96
2019-01-12 00:20:00,91
2019-01-12 00:21:00,98
2019-01-12 00:22:00,94
2019-01-12 00:23:00,97
2019-01-12 00:24:00,97
2019-01-12 00:25:00,95
2019-01-12 00:26:00,95
2019-01-12 00:27:00,92
2019-01-12 00:28:00,94
2019-01-12 00:29:00,93
2019-01-12 00:30:00,94
2019-01-12 00:31:00,97
2019-01-12 00:32:00,95
2019-01-12 00:33:00,95
2019-01-12 00:34:00,87
2019-01-12 00:35:00,93
2019-01-12 00:36:00,94
2019-01-12 00:37:00,94
2019-01-12 00:38:00,92
2019-01-12 00:39:00,95
2019-01-12 00:40:00,94
2019-01-12 00:41:00,94
2019-01-12 00:42:00,92
2019-01-12 00:43:00,93
2019-01-12 00:44:00,87
2019-01-12 00:45:00,92
2019-01-12 00:46:00,92
2019-01-12 00:47:00,91
2019-01-12 00:48:00,96
2019-01-12 00:49:00,93
2019-01-12 00:50:00,93
2019-01-12 00:51:00,95
2019-01-12 00:52:00,92
2019-01-12 00:53:00,95
2019-01-12 00:54:00,94
2019-01-12 00:55:00,95
2019-01-12 00:56:00,94
2019-01-12 00:57:00,94
2019-01-12 00:58:00,92
2019-01-12 00:59:00,94
2019-01-12 01:00:00,95
2019-01-12 01:01:00,94
2019-01-12 01:02:00,93
2019-01-12 01:03:00,97
2019-01-12 01:04:00,94
2019-01-12 01:05:00,95
2019-01-12 01:06:00,95
2019-01-12 01:07:00,96
2019-01-12 01:08:00,96
2019-01-12 01:09:00,96
2019-01-12 01:10:00,93
2019-01-12 01:11:00,93
2019-01-12 01:12:00,94
2019-01-12 01:13:00,95
2019-01-12 01:14:00,94
2019-01-12 01:15:00,96
2019-01-12 01:16:00,95
2019-01-12 01:17:00,95
2019-01-12 01:18:00,94
2019-01-12 01:19:00,94
2019-01-12 01:20:00,92
2019-01-12 01:21:00,95
2019-01-12 01:22:00,94
2019-01-12 01:23:00,93
2019-01-12 01:24:00,96
2019-01-12 01:25:00,93
2019-01-12 01:26:00,94
2019-01-12 01:27:00,95
2019-01-12 01:28:00,96
2019-01-12 01:29:00,92
2019-01-12 01:30:00,93
2019-01-12 01:31:00,92
2019-01-12 01:32:00,92
2019-01-12 01:33:00,94
2019-01-12 01:34:00,92
2019-01-12 01:35:00,93
2019-01-12 01:36:00,92
2019-01-12 01:37:00,93
2019-01-12 01:38:00,93
2019-01-12 01:39:00,94
2019-01-12 01:40:00,20
2019-01-12 01:41:00,6
2019-01-12 01:42:00,55
2019-01-12 01:43:00,53
2019-01-12 01:44:00,49
2019-01-12 01:45:00,28
2019-01-12 01:46:00,26
2019-01-12 01:47:00,27
2019-01-12 01:48:00,25
2019-01-12 01:49:00,36
2019-01-12 01:50:00,44
2019-01-12 01:51:00,42
2019-01-12 01:52:00,42
2019-01-12 01:53:00,38
2019-01-12 01:54:00,40
2019-01-12 01:55:00,28
2019-01-12 01:56:00,21
2019-01-12 01:57:00,23
2019-01-12 01:58:00,23
2019-01-12 01:59:00,21
2019-01-12 02:00:00,40
2019-01-12 02:01:00,50
2019-01-12 02:02:00,49
2019-01-12 02:03:00,20
2019-01-12 02:04:00,18
2019-01-12 02:05:00,18
2019-01-12 02:06:00,17
2019-01-12 02:07:00,17
2019-01-12 02:08:00,18
2019-01-12 02:09:00,34
2019-01-12 02:10:00,44
2019-01-12 02:11:00,44
2019-01-12 02:12:00,52
2019-01-12 02:13:00,55
2019-01-12 02:14:00,67
2019-01-12 02:15:00,75
2019-01-12 02:16:00,44
2019-01-12 02:17:00,39
2019-01-12 02:18:00,39
2019-01-12 02:19:00,48
2019-01-12 02:20:00,55
2019-01-12 02:21:00,57
2019-01-12 02:22:00,66
2019-01-12 02:23:00,58
2019-01-12 02:24:00,47
2019-01-12 02:25:00,45
2019-01-12 02:26:00,31
2019-01-12 02:27:00,28
2019-01-12 02:28:00,33
2019-01-12 02:29:00,43
2019-01-12 02:30:00,55
2019-01-12 02:31:00,55
2019-01-12 02:32:00,46
2019-01-12 02:33:00,44
2019-01-12 02:34:00,50
2019-01-12 02:35:00,49
2019-01-12 02:36:00,44
2019-01-12 02:37:00,31
2019-01-12 02:38:00,33
2019-01-12 02:39:00,30
2019-01-12 02:40:00,30
2019-01-12 02:41:00,46
2019-01-12 02:42:00,56
2019-01-12 02:43:00,54
2019-01-12 02:44:00,50
2019-01-12 02:45:00,49
2019-01-12 02:46:00,50
2019-01-12 02:47:00,51
2019-01-12 02:48:00,50
2019-01-12 02:49:00,51
2019-01-12 02:50:00,47
2019-01-12 02:51:00,49
2019-01-12 02:52:00,50
2019-01-12 02:53:00,50
2019-01-12 02:54:00,34
2019-01-12 02:55:00,19
2019-01-12 02:56:00,18
2019-01-12 02:57:00,17
2019-01-12 02:58:00,17
2019-01-12 02:59:00,18
2019-01-12 03:00:00,18
2019-01-12 03:01:00,18
2019-01-12 03:02:00,83
2019-01-12 03:03:00,49
2019-01-12 03:04:00,39
2019-01-12 03:05:00,40
2019-01-12 03:06:00,46
2019-01-12 03:07:00,46
2019-01-12 03:08:00,50
2019-01-12 03:09:00,51
2019-01-12 03:10:00,50
2019-01-12 03:11:00,46
2019-01-12 03:12:00,44
2019-01-12 03:13:00,48
2019-01-12 03:14:00,46
2019-01-12 03:15:00,46
2019-01-12 03:16:00,43
2019-01-12 03:17:00,41
2019-01-12 03:18:00,41
2019-01-12 03:19:00,31
2019-01-12 03:20:00,23
2019-01-12 03:21:00,22
2019-01-12 03:22:00,23
2019-01-12 03:23:00,23
2019-01-12 03:24:00,25
2019-01-12 03:25:00,33
2019-01-12 03:26:00,32
2019-01-12 03:27:00,32
2019-01-12 03:28:00,41
2019-01-12 03:29:00,52
2019-01-12 03:30:00,54
2019-01-12 03:31:00,56
2019-01-12 03:32:00,42
2019-01-12 03:33:00,20
2019-01-12 03:34:00,19
2019-01-12 03:35:00,18
2019-01-12 03:36:00,18
2019-01-12 03:37:00,18
2019-01-12 03:38:00,18
2019-01-12 03:39:00,12
2019-01-12 03:40:00,11
2019-01-12 03:41:00,11
2019-01-12 03:42:00,11
2019-01-12 03:43:00,11
2019-01-12 03:44:00,11
2019-01-12 03:45:00,10
2019-01-12 03:46:00,10
2019-01-12 03:47:00,10
2019-01-12 03:48:00,9
2019-01-12 03:49:00,10
2019-01-12 03:50:00,11
2019-01-12 03:51:00,29
2019-01-12 03:52:00,58
2019-01-12 03:53:00,54
2019-01-12 03:54:00,32
2019-01-12 03:55:00,27
2019-01-12 03:56:00,28
2019-01-12 03:57:00,28
2019-01-12 03:58:00,39
2019-01-12 03:59:00,58
2019-01-12 04:00:00,57
2019-01-12 04:01:00,54
2019-01-12 04:02:00,51
2019-01-12 04:03:00,31
2019-01-12 04:04:00,26
2019-01-12 04:05:00,24
2019-01-12 04:06:00,18
2019-01-12 04:07:00,26
2019-01-12 04:08:00,36
2019-01-12 04:09:00,56
2019-01-12 04:10:00,55
2019-01-12 04:11:00,51
2019-01-12 04:12:00,51
2019-01-12 04:13:00,44
2019-01-12 04:14:00,36
2019-01-12 04:15:00,38
2019-01-12 04:16:00,44
2019-01-12 04:17:00,50
2019-01-12 04:18:00,50
2019-01-12 04:19:00,58
2019-01-12 04:20:00,57
2019-01-12 04:21:00,55
2019-01-12 04:22:00,54
2019-01-12 04:23:00,37
2019-01-12 04:24:00,2
2019-01-12 04:25:00,2
2019-01-12 04:26:00,2
2019-01-12 04:27:00,2
2019-01-12 04:28:00,1
2019-01-12 04:29:00,1
2019-01-12 04:30:00,2
2019-01-12 04:31:00,3
2019-01-12 04:32:00,2
2019-01-12 04:33:00,39
2019-01-12 04:34:00,90
2019-01-12 04:35:00,48
2019-01-12 04:36:00,52
2019-01-12 04:37:00,43
2019-01-12 04:38:00,40
2019-01-12 04:39:00,40
2019-01-12 04:40:00,41
2019-01-12 04:41:00,39
2019-01-12 04:42:00,39
2019-01-12 04:43:00,39
2019-01-12 04:44:00,41
2019-01-12 04:45:00,40
2019-01-12 04:46:00,52
2019-01-12 04:47:00,50
2019-01-12 04:48:00,50
2019-01-12 04:49:00,46
2019-01-12 04:50:00,46
2019-01-12 04:51:00,38
2019-01-12 04:52:00,36
2019-01-12 04:53:00,38
2019-01-12 04:54:00,41
2019-01-12 04:55:00,46
2019-01-12 04:56:00,45
