1537,select * from zooConfidence where objid = #
2019-12-09 21:17:00,1
2019-12-10 01:02:00,1
2019-12-10 01:48:00,1
2019-12-10 02:53:00,1
2019-12-10 04:18:00,1
2019-12-10 05:24:00,1
2019-12-10 06:43:00,1
2019-12-10 08:43:00,1
2019-12-10 13:33:00,1
2019-12-10 20:16:00,1
2019-12-10 20:30:00,1
2019-12-10 22:09:00,1
2019-12-10 23:04:00,1
2019-12-11 02:09:00,1
2019-12-11 05:27:00,1
2019-12-11 05:35:00,1
2019-12-11 09:26:00,1
2019-12-11 13:46:00,1
2019-12-11 15:57:00,1
2019-12-11 19:13:00,1
2019-12-11 23:26:00,1
2019-12-12 00:11:00,1
2019-12-12 02:07:00,1
2019-12-12 10:00:00,1
2019-12-12 10:07:00,1
2019-12-12 20:34:00,1
2019-12-12 21:56:00,1
2019-12-13 00:29:00,1
2019-12-13 05:41:00,4
2019-12-13 05:56:00,1
2019-12-13 07:24:00,1
2019-12-13 16:10:00,1
2019-12-14 02:27:00,1
2019-12-14 07:11:00,1
2019-12-14 23:47:00,1
2019-12-15 00:04:00,1
2019-12-15 03:44:00,1
2019-12-15 08:11:00,1
2019-12-15 08:29:00,1
2019-12-15 13:01:00,1
2019-12-15 16:24:00,1
2019-12-15 19:46:00,1
2019-12-15 20:50:00,4
2019-12-15 23:53:00,1
2019-12-16 00:13:00,1
2019-12-16 04:47:00,1
2019-12-16 11:26:00,3
2019-12-16 13:46:00,1
2019-12-16 17:32:00,1
2019-12-16 18:24:00,1
2019-12-16 20:18:00,1
2019-12-16 20:57:00,1
2019-12-17 00:52:00,1
2019-12-17 02:52:00,1
2019-12-17 07:02:00,1
2019-12-17 08:47:00,1
2019-12-17 21:23:00,1
2019-12-17 21:36:00,1
2019-12-18 02:02:00,1
2019-12-18 04:10:00,1
2019-12-18 08:24:00,1
2019-12-18 09:10:00,1
2019-12-18 13:30:00,1
2019-12-18 15:39:00,3
2019-12-18 15:40:00,3
2019-12-18 15:41:00,3
2019-12-18 15:42:00,2
2019-12-18 15:43:00,3
2019-12-18 15:44:00,3
2019-12-18 15:45:00,3
2019-12-18 15:46:00,4
2019-12-18 15:47:00,4
2019-12-18 15:48:00,4
2019-12-18 15:49:00,4
2019-12-18 15:50:00,4
2019-12-18 15:51:00,3
2019-12-18 15:52:00,4
2019-12-18 15:53:00,2
2019-12-18 15:54:00,4
2019-12-18 15:55:00,1
2019-12-19 02:08:00,1
2019-12-19 10:07:00,1
2019-12-19 17:19:00,1
2019-12-19 17:20:00,1
2019-12-20 04:23:00,1
2019-12-20 08:05:00,1
2019-12-20 17:38:00,3
2019-12-20 17:39:00,5
2019-12-20 17:40:00,5
2019-12-20 17:41:00,5
2019-12-20 21:14:00,1
2019-12-21 00:33:00,1
2019-12-21 03:35:00,1
2019-12-21 18:40:00,1
2019-12-21 20:26:00,1
2019-12-22 02:13:00,1
2019-12-22 10:46:00,1
2019-12-22 13:01:00,1
2019-12-22 18:15:00,1
2019-12-22 20:52:00,1
2019-12-23 00:48:00,1
2019-12-23 09:55:00,1
2019-12-24 12:40:00,1
2019-12-25 15:24:00,1
2019-12-25 19:35:00,1
2019-12-28 03:43:00,1
2019-12-28 12:17:00,1
2019-12-30 08:30:00,1
2019-12-31 17:51:00,2
2019-12-31 22:55:00,1
