4233,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field, s.z, s.plate, s.mjd, s.fiberID, s.specobjid, s.run2d, s.instrument FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-09-30 21:29:00,3
2019-09-30 21:30:00,8
2019-09-30 21:31:00,3
2019-09-30 21:32:00,1
2019-09-30 21:33:00,2
2019-09-30 21:34:00,84
2019-09-30 21:35:00,46
2019-09-30 21:36:00,6
2019-09-30 21:37:00,7
2019-09-30 21:38:00,2
2019-09-30 21:39:00,6
2019-09-30 21:40:00,13
2019-09-30 21:41:00,5
2019-09-30 21:42:00,2
2019-09-30 21:44:00,1
2019-09-30 21:45:00,5
2019-09-30 21:46:00,5
2019-09-30 21:47:00,25
2019-09-30 21:48:00,35
2019-09-30 21:49:00,15
2019-09-30 21:50:00,14
2019-09-30 21:51:00,19
2019-09-30 21:52:00,44
2019-09-30 21:53:00,23
2019-09-30 21:54:00,33
2019-09-30 21:55:00,26
2019-09-30 21:56:00,16
2019-09-30 21:57:00,5
2019-09-30 21:58:00,4
2019-09-30 21:59:00,1
2019-09-30 22:00:00,2
2019-09-30 22:01:00,1
2019-09-30 22:02:00,2
2019-09-30 22:03:00,1
2019-09-30 22:04:00,4
2019-09-30 22:05:00,2
2019-09-30 22:06:00,7
2019-09-30 22:07:00,2
2019-09-30 22:08:00,1
2019-09-30 22:09:00,1
2019-09-30 22:11:00,3
2019-09-30 22:12:00,6
2019-09-30 22:13:00,1
2019-09-30 22:14:00,7
2019-09-30 22:17:00,6
2019-09-30 22:18:00,5
2019-09-30 22:20:00,3
2019-09-30 22:21:00,6
2019-09-30 22:23:00,4
2019-09-30 22:24:00,9
2019-09-30 22:25:00,5
2019-09-30 22:26:00,2
2019-09-30 22:27:00,3
2019-09-30 22:28:00,2
2019-09-30 22:29:00,5
2019-09-30 22:30:00,3
2019-09-30 22:31:00,1
2019-09-30 22:32:00,3
2019-09-30 22:33:00,6
2019-09-30 22:34:00,14
2019-09-30 22:35:00,4
2019-09-30 22:36:00,2
2019-09-30 22:37:00,3
2019-09-30 22:38:00,5
2019-09-30 22:39:00,3
2019-09-30 22:41:00,4
2019-09-30 22:42:00,1
2019-09-30 22:43:00,1
2019-09-30 22:44:00,6
2019-09-30 22:45:00,11
2019-09-30 22:46:00,1
2019-09-30 22:47:00,7
2019-09-30 22:48:00,1
2019-09-30 22:51:00,3
2019-09-30 22:52:00,9
2019-09-30 22:53:00,2
2019-09-30 22:54:00,8
2019-09-30 22:55:00,11
2019-09-30 22:56:00,9
2019-09-30 22:57:00,2
2019-09-30 23:00:00,1
2019-09-30 23:01:00,3
2019-09-30 23:02:00,8
2019-09-30 23:03:00,6
2019-09-30 23:04:00,2
2019-09-30 23:05:00,5
2019-09-30 23:07:00,9
2019-09-30 23:08:00,3
2019-09-30 23:09:00,3
2019-09-30 23:10:00,1
2019-09-30 23:12:00,6
2019-09-30 23:13:00,3
2019-09-30 23:14:00,12
2019-09-30 23:15:00,8
2019-09-30 23:16:00,3
2019-09-30 23:18:00,5
2019-09-30 23:19:00,4
2019-09-30 23:21:00,4
2019-09-30 23:22:00,1
2019-09-30 23:23:00,4
2019-09-30 23:24:00,5
2019-09-30 23:25:00,3
2019-09-30 23:28:00,5
2019-09-30 23:29:00,5
2019-09-30 23:30:00,11
2019-09-30 23:31:00,4
2019-09-30 23:32:00,9
2019-09-30 23:33:00,15
2019-09-30 23:34:00,10
2019-09-30 23:35:00,1
2019-09-30 23:37:00,3
2019-09-30 23:38:00,7
2019-09-30 23:39:00,4
2019-09-30 23:40:00,5
2019-09-30 23:42:00,7
2019-09-30 23:43:00,3
2019-09-30 23:44:00,14
2019-09-30 23:45:00,5
2019-09-30 23:46:00,4
2019-09-30 23:48:00,8
2019-09-30 23:49:00,11
2019-09-30 23:50:00,3
2019-09-30 23:51:00,9
2019-09-30 23:52:00,3
2019-09-30 23:53:00,6
2019-09-30 23:54:00,1
2019-09-30 23:56:00,9
2019-09-30 23:57:00,5
2019-09-30 23:59:00,1
