1908,select count(*) from [myscratch:default].decals_test3 where brickname = &&&
2019-11-04 17:52:00,1
2019-11-04 17:53:00,1
2019-11-04 17:54:00,2
2019-11-04 17:55:00,1
2019-11-04 17:56:00,1
2019-11-04 17:57:00,2
2019-11-04 17:58:00,1
2019-11-04 17:59:00,2
2019-11-04 18:00:00,1
2019-11-04 18:01:00,2
2019-11-04 18:02:00,1
2019-11-04 18:03:00,1
2019-11-04 18:04:00,2
2019-11-04 18:05:00,1
2019-11-04 18:06:00,2
2019-11-04 18:07:00,1
2019-11-04 18:08:00,1
2019-11-04 18:09:00,2
2019-11-04 18:10:00,1
2019-11-04 18:11:00,2
2019-11-04 18:12:00,1
2019-11-04 18:13:00,1
2019-11-04 18:14:00,2
2019-11-04 18:15:00,1
2019-11-04 18:16:00,2
2019-11-04 18:17:00,1
2019-11-04 18:18:00,1
2019-11-04 18:19:00,2
2019-11-04 18:20:00,1
2019-11-04 18:21:00,2
2019-11-04 18:22:00,1
2019-11-04 18:23:00,1
2019-11-04 18:24:00,2
2019-11-04 18:25:00,1
2019-11-04 18:26:00,2
2019-11-04 18:27:00,1
2019-11-04 18:28:00,1
2019-11-04 18:29:00,2
2019-11-04 18:30:00,1
2019-11-04 18:31:00,2
2019-11-04 18:32:00,1
2019-11-04 18:33:00,1
2019-11-04 18:34:00,2
2019-11-04 18:35:00,1
2019-11-04 18:36:00,2
2019-11-04 18:37:00,1
2019-11-04 18:38:00,1
2019-11-04 18:39:00,2
2019-11-04 18:40:00,1
2019-11-04 18:41:00,2
2019-11-04 18:42:00,1
2019-11-04 18:43:00,1
2019-11-04 18:44:00,2
2019-11-04 18:45:00,1
2019-11-04 18:46:00,1
2019-11-04 18:47:00,2
2019-11-04 18:48:00,1
2019-11-04 18:49:00,2
2019-11-04 18:50:00,1
2019-11-04 18:51:00,1
2019-11-04 18:52:00,2
2019-11-04 18:53:00,1
2019-11-04 18:54:00,2
2019-11-04 18:55:00,1
2019-11-04 18:56:00,1
2019-11-04 18:57:00,2
2019-11-04 18:58:00,1
2019-11-04 18:59:00,1
2019-11-04 19:00:00,2
2019-11-04 19:01:00,1
2019-11-04 19:02:00,2
2019-11-04 19:03:00,1
2019-11-04 19:04:00,1
2019-11-04 19:05:00,1
2019-11-04 19:06:00,2
2019-11-04 19:07:00,1
